  181   2   1   0   3
   -90.00     1.774
   -89.00     1.850
   -88.00     1.929
   -87.00     2.010
   -86.00     2.095
   -85.00     2.182
   -84.00     2.270
   -83.00     2.362
   -82.00     2.454
   -81.00     2.549
   -80.00     2.645
   -79.00     2.742
   -78.00     2.841
   -77.00     2.940
   -76.00     3.039
   -75.00     3.139
   -74.00     3.239
   -73.00     3.339
   -72.00     3.438
   -71.00     3.537
   -70.00     3.635
   -69.00     3.731
   -68.00     3.826
   -67.00     3.920
   -66.00     4.012
   -65.00     4.101
   -64.00     4.189
   -63.00     4.274
   -62.00     4.356
   -61.00     4.436
   -60.00     4.513
   -59.00     4.586
   -58.00     4.657
   -57.00     4.724
   -56.00     4.787
   -55.00     4.847
   -54.00     4.903
   -53.00     4.955
   -52.00     5.003
   -51.00     5.047
   -50.00     5.087
   -49.00     5.123
   -48.00     5.155
   -47.00     5.182
   -46.00     5.205
   -45.00     5.223
   -44.00     5.237
   -43.00     5.247
   -42.00     5.252
   -41.00     5.253
   -40.00     5.249
   -39.00     5.241
   -38.00     5.229
   -37.00     5.212
   -36.00     5.191
   -35.00     5.165
   -34.00     5.136
   -33.00     5.102
   -32.00     5.064
   -31.00     5.022
   -30.00     4.976
   -29.00     4.927
   -28.00     4.873
   -27.00     4.816
   -26.00     4.756
   -25.00     4.692
   -24.00     4.625
   -23.00     4.555
   -22.00     4.482
   -21.00     4.406
   -20.00     4.328
   -19.00     4.247
   -18.00     4.164
   -17.00     4.080
   -16.00     3.993
   -15.00     3.905
   -14.00     3.815
   -13.00     3.724
   -12.00     3.632
   -11.00     3.540
   -10.00     3.447
    -9.00     3.354
    -8.00     3.260
    -7.00     3.167
    -6.00     3.074
    -5.00     2.982
    -4.00     2.891
    -3.00     2.801
    -2.00     2.712
    -1.00     2.624
     0.00     2.538
     1.00     2.454
     2.00     2.372
     3.00     2.292
     4.00     2.214
     5.00     2.138
     6.00     2.065
     7.00     1.994
     8.00     1.926
     9.00     1.861
    10.00     1.799
    11.00     1.739
    12.00     1.682
    13.00     1.628
    14.00     1.577
    15.00     1.528
    16.00     1.482
    17.00     1.439
    18.00     1.399
    19.00     1.361
    20.00     1.325
    21.00     1.292
    22.00     1.262
    23.00     1.233
    24.00     1.207
    25.00     1.182
    26.00     1.159
    27.00     1.139
    28.00     1.119
    29.00     1.101
    30.00     1.085
    31.00     1.070
    32.00     1.056
    33.00     1.043
    34.00     1.031
    35.00     1.020
    36.00     1.010
    37.00     1.000
    38.00     0.991
    39.00     0.982
    40.00     0.974
    41.00     0.966
    42.00     0.958
    43.00     0.950
    44.00     0.943
    45.00     0.936
    46.00     0.929
    47.00     0.922
    48.00     0.916
    49.00     0.909
    50.00     0.903
    51.00     0.897
    52.00     0.891
    53.00     0.885
    54.00     0.880
    55.00     0.875
    56.00     0.871
    57.00     0.867
    58.00     0.863
    59.00     0.861
    60.00     0.859
    61.00     0.858
    62.00     0.858
    63.00     0.860
    64.00     0.862
    65.00     0.867
    66.00     0.872
    67.00     0.880
    68.00     0.889
    69.00     0.900
    70.00     0.913
    71.00     0.928
    72.00     0.946
    73.00     0.966
    74.00     0.989
    75.00     1.015
    76.00     1.043
    77.00     1.075
    78.00     1.109
    79.00     1.146
    80.00     1.187
    81.00     1.231
    82.00     1.278
    83.00     1.329
    84.00     1.382
    85.00     1.439
    86.00     1.500
    87.00     1.564
    88.00     1.630
    89.00     1.701
    90.00     1.774
  181   2   4   0   3
   -90.00     0.598
   -89.00     0.675
   -88.00     0.759
   -87.00     0.848
   -86.00     0.942
   -85.00     1.041
   -84.00     1.144
   -83.00     1.252
   -82.00     1.363
   -81.00     1.478
   -80.00     1.596
   -79.00     1.716
   -78.00     1.838
   -77.00     1.962
   -76.00     2.087
   -75.00     2.212
   -74.00     2.337
   -73.00     2.462
   -72.00     2.585
   -71.00     2.708
   -70.00     2.828
   -69.00     2.946
   -68.00     3.061
   -67.00     3.173
   -66.00     3.282
   -65.00     3.387
   -64.00     3.487
   -63.00     3.583
   -62.00     3.674
