  181   2   1   0   3
   -90.00     0.272
   -89.00     0.235
   -88.00     0.201
   -87.00     0.169
   -86.00     0.141
   -85.00     0.115
   -84.00     0.093
   -83.00     0.073
   -82.00     0.057
   -81.00     0.044
   -80.00     0.035
   -79.00     0.028
   -78.00     0.025
   -77.00     0.025
   -76.00     0.028
   -75.00     0.034
   -74.00     0.042
   -73.00     0.054
   -72.00     0.068
   -71.00     0.085
   -70.00     0.103
   -69.00     0.124
   -68.00     0.147
   -67.00     0.172
   -66.00     0.198
   -65.00     0.225
   -64.00     0.254
   -63.00     0.283
   -62.00     0.313
   -61.00     0.344
   -60.00     0.374
   -59.00     0.405
   -58.00     0.435
   -57.00     0.465
   -56.00     0.494
   -55.00     0.522
   -54.00     0.549
   -53.00     0.575
   -52.00     0.599
   -51.00     0.622
   -50.00     0.642
   -49.00     0.661
   -48.00     0.678
   -47.00     0.693
   -46.00     0.705
   -45.00     0.715
   -44.00     0.722
   -43.00     0.728
   -42.00     0.730
   -41.00     0.730
   -40.00     0.728
   -39.00     0.723
   -38.00     0.716
   -37.00     0.706
   -36.00     0.694
   -35.00     0.680
   -34.00     0.664
   -33.00     0.645
   -32.00     0.625
   -31.00     0.604
   -30.00     0.580
   -29.00     0.556
   -28.00     0.530
   -27.00     0.503
   -26.00     0.475
   -25.00     0.447
   -24.00     0.418
   -23.00     0.390
   -22.00     0.361
   -21.00     0.332
   -20.00     0.305
   -19.00     0.277
   -18.00     0.251
   -17.00     0.226
   -16.00     0.203
   -15.00     0.181
   -14.00     0.161
   -13.00     0.142
   -12.00     0.126
   -11.00     0.113
   -10.00     0.101
    -9.00     0.093
    -8.00     0.087
    -7.00     0.084
    -6.00     0.084
    -5.00     0.087
    -4.00     0.092
    -3.00     0.101
    -2.00     0.114
    -1.00     0.129
     0.00     0.147
     1.00     0.169
     2.00     0.193
     3.00     0.220
     4.00     0.251
     5.00     0.284
     6.00     0.319
     7.00     0.358
     8.00     0.398
     9.00     0.441
    10.00     0.486
    11.00     0.533
    12.00     0.582
    13.00     0.632
    14.00     0.684
    15.00     0.737
    16.00     0.791
    17.00     0.845
    18.00     0.901
    19.00     0.956
    20.00     1.012
    21.00     1.068
    22.00     1.124
    23.00     1.180
    24.00     1.234
    25.00     1.289
    26.00     1.342
    27.00     1.394
    28.00     1.445
    29.00     1.494
    30.00     1.542
    31.00     1.589
    32.00     1.633
    33.00     1.675
    34.00     1.715
    35.00     1.753
    36.00     1.789
    37.00     1.822
    38.00     1.852
    39.00     1.880
    40.00     1.905
    41.00     1.928
    42.00     1.947
    43.00     1.963
    44.00     1.977
    45.00     1.987
    46.00     1.995
    47.00     1.999
    48.00     2.001
    49.00     1.999
    50.00     1.994
    51.00     1.986
    52.00     1.975
    53.00     1.961
    54.00     1.944
    55.00     1.924
    56.00     1.901
    57.00     1.875
    58.00     1.847
    59.00     1.816
    60.00     1.782
    61.00     1.746
    62.00     1.707
    63.00     1.666
    64.00     1.623
    65.00     1.577
    66.00     1.530
    67.00     1.481
    68.00     1.431
    69.00     1.379
    70.00     1.325
    71.00     1.271
    72.00     1.215
    73.00     1.159
    74.00     1.102
    75.00     1.045
    76.00     0.987
    77.00     0.930
    78.00     0.873
    79.00     0.816
    80.00     0.759
    81.00     0.704
    82.00     0.649
    83.00     0.596
    84.00     0.544
    85.00     0.494
    86.00     0.445
    87.00     0.399
    88.00     0.354
    89.00     0.312
    90.00     0.272
  181   2   4   0   3
   -90.00     1.790
   -89.00     1.643
   -88.00     1.501
   -87.00     1.365
   -86.00     1.236
   -85.00     1.113
   -84.00     0.997
   -83.00     0.887
   -82.00     0.786
   -81.00     0.691
   -80.00     0.604
   -79.00     0.525
   -78.00     0.453
   -77.00     0.389
   -76.00     0.331
   -75.00     0.282
   -74.00     0.239
   -73.00     0.203
   -72.00     0.173
   -71.00     0.149
   -70.00     0.132
   -69.00     0.119
   -68.00     0.112
   -67.00     0.109
   -66.00     0.110
   -65.00     0.115
   -64.00     0.122
   -63.00     0.133
   -62.00     0.145
   -61.00     0.159
   -60.00     0.175
   -59.00     0.191
   -58.00     0.207
   -57.00     0.224
   -56.00     0.239
   -55.00     0.255
   -54.00     0.268
   -53.00     0.281
   -52.00     0.292
   -51.00     0.301
   -50.00     0.307
   -49.00     0.312
   -48.00     0.314
   -47.00     0.314
   -46.00     0.311
   -45.00     0.306
   -44.00     0.299
   -43.00     0.289
   -42.00     0.277
   -41.00     0.263
   -40.00     0.248
   -39.00     0.230
   -38.00     0.212
   -37.00     0.192
   -36.00     0.172
   -35.00     0.152
   -34.00     0.132
   -33.00     0.112
   -32.00     0.093
   -31.00     0.076
   -30.00     0.061
   -29.00     0.047
   -28.00     0.037
   -27.00     0.030
   -26.00     0.026
   -25.00     0.027
   -24.00     0.032
   -23.00     0.043
   -22.00     0.058
   -21.00     0.080
   -20.00     0.108
   -19.00     0.142
   -18.00     0.182
   -17.00     0.230
   -16.00     0.285
   -15.00     0.347
   -14.00     0.417
   -13.00     0.493
   -12.00     0.578
   -11.00     0.669
   -10.00     0.768
    -9.00     0.875
    -8.00     0.988
    -7.00     1.107
    -6.00     1.234
    -5.00     1.366
    -4.00     1.505
    -3.00     1.648
    -2.00     1.797
    -1.00     1.951
     0.00     2.109
     1.00     2.271
     2.00     2.435
     3.00     2.603
     4.00     2.774
     5.00     2.946
     6.00     3.119
     7.00     3.294
     8.00     3.469
     9.00     3.644
    10.00     3.818
    11.00     3.992
    12.00     4.164
    13.00     4.335
    14.00     4.504
    15.00     4.670
    16.00     4.833
    17.00     4.994
    18.00     5.150
    19.00     5.303
    20.00     5.452
    21.00     5.597
    22.00     5.737
    23.00     5.872
    24.00     6.002
    25.00     6.127
    26.00     6.247
    27.00     6.361
    28.00     6.469
    29.00     6.571
    30.00     6.668
    31.00     6.758
    32.00     6.842
    33.00     6.920
    34.00     6.991
    35.00     7.056
    36.00     7.115
    37.00     7.166
    38.00     7.211
    39.00     7.250
    40.00     7.281
    41.00     7.306
    42.00     7.324
    43.00     7.335
    44.00     7.339
    45.00     7.337
    46.00     7.327
    47.00     7.311
    48.00     7.287
    49.00     7.257
    50.00     7.220
    51.00     7.177
    52.00     7.126
    53.00     7.069
    54.00     7.005
    55.00     6.935
    56.00     6.858
    57.00     6.774
    58.00     6.684
    59.00     6.588
    60.00     6.486
    61.00     6.378
    62.00     6.263
    63.00     6.144
    64.00     6.018
    65.00     5.887
    66.00     5.751
    67.00     5.610
    68.00     5.464
    69.00     5.314
    70.00     5.160
    71.00     5.002
    72.00     4.840
    73.00     4.675
    74.00     4.507
    75.00     4.337
    76.00     4.164
    77.00     3.990
    78.00     3.815
    79.00     3.639
    80.00     3.462
    81.00     3.286
    82.00     3.110
    83.00     2.936
    84.00     2.763
    85.00     2.593
    86.00     2.425
    87.00     2.260
    88.00     2.099
    89.00     1.942
    90.00     1.790
  181   2   2   0   3
   -90.00     1.851
   -89.00     1.818
   -88.00     1.783
   -87.00     1.746
   -86.00     1.709
   -85.00     1.670
   -84.00     1.630
   -83.00     1.589
   -82.00     1.547
   -81.00     1.505
   -80.00     1.462
   -79.00     1.418
   -78.00     1.374
   -77.00     1.329
   -76.00     1.284
   -75.00     1.239
   -74.00     1.194
   -73.00     1.149
   -72.00     1.104
   -71.00     1.060
   -70.00     1.015
   -69.00     0.972
   -68.00     0.928
   -67.00     0.885
   -66.00     0.843
   -65.00     0.802
   -64.00     0.762
   -63.00     0.723
   -62.00     0.684
   -61.00     0.647
   -60.00     0.611
   -59.00     0.576
   -58.00     0.542
   -57.00     0.509
   -56.00     0.478
   -55.00     0.448
   -54.00     0.420
   -53.00     0.393
   -52.00     0.367
   -51.00     0.343
   -50.00     0.320
   -49.00     0.298
   -48.00     0.278
   -47.00     0.259
   -46.00     0.242
   -45.00     0.225
   -44.00     0.210
   -43.00     0.197
   -42.00     0.184
   -41.00     0.172
   -40.00     0.162
   -39.00     0.152
   -38.00     0.143
   -37.00     0.136
   -36.00     0.129
   -35.00     0.122
   -34.00     0.117
   -33.00     0.112
   -32.00     0.107
   -31.00     0.103
   -30.00     0.100
   -29.00     0.097
   -28.00     0.094
   -27.00     0.091
   -26.00     0.089
   -25.00     0.087
   -24.00     0.084
   -23.00     0.082
   -22.00     0.080
   -21.00     0.078
   -20.00     0.076
   -19.00     0.074
   -18.00     0.072
   -17.00     0.070
   -16.00     0.068
   -15.00     0.066
   -14.00     0.064
   -13.00     0.062
   -12.00     0.060
   -11.00     0.058
   -10.00     0.056
    -9.00     0.054
    -8.00     0.052
    -7.00     0.051
