# a0 a2 a4 a6 delta sigmaJ
1.00000 -0.15671 -0.07362 0.00000 -60.00 2.50
1.00000 -0.15672 -0.07362 0.00000 -59.88 2.50
1.00000 -0.15672 -0.07362 0.00000 -59.76 2.50
1.00000 -0.15673 -0.07362 0.00000 -59.64 2.50
1.00000 -0.15674 -0.07362 0.00000 -59.52 2.50
1.00000 -0.15675 -0.07362 0.00000 -59.40 2.50
1.00000 -0.15676 -0.07362 0.00000 -59.28 2.50
1.00000 -0.15677 -0.07362 0.00000 -59.16 2.50
1.00000 -0.15678 -0.07362 0.00000 -59.04 2.50
1.00000 -0.15679 -0.07362 0.00000 -58.92 2.50
1.00000 -0.15680 -0.07362 0.00000 -58.80 2.50
1.00000 -0.15681 -0.07362 0.00000 -58.68 2.50
1.00000 -0.15682 -0.07362 0.00000 -58.56 2.50
1.00000 -0.15683 -0.07362 0.00000 -58.44 2.50
1.00000 -0.15684 -0.07362 0.00000 -58.32 2.50
1.00000 -0.15685 -0.07362 0.00000 -58.20 2.50
1.00000 -0.15686 -0.07362 0.00000 -58.08 2.50
1.00000 -0.15687 -0.07362 0.00000 -57.96 2.50
1.00000 -0.15688 -0.07362 0.00000 -57.84 2.50
1.00000 -0.15689 -0.07362 0.00000 -57.72 2.50
1.00000 -0.15690 -0.07362 0.00000 -57.60 2.50
1.00000 -0.15691 -0.07362 0.00000 -57.48 2.50
1.00000 -0.15692 -0.07362 0.00000 -57.36 2.50
1.00000 -0.15693 -0.07362 0.00000 -57.24 2.50
1.00000 -0.15694 -0.07362 0.00000 -57.12 2.50
1.00000 -0.15695 -0.07362 0.00000 -57.00 2.50
1.00000 -0.15696 -0.07362 0.00000 -56.88 2.50
1.00000 -0.15697 -0.07362 0.00000 -56.76 2.50
1.00000 -0.15698 -0.07362 0.00000 -56.64 2.50
1.00000 -0.15699 -0.07362 0.00000 -56.52 2.50
1.00000 -0.15700 -0.07362 0.00000 -56.40 2.50
1.00000 -0.15701 -0.07362 0.00000 -56.28 2.50
1.00000 -0.15703 -0.07362 0.00000 -56.16 2.50
1.00000 -0.15704 -0.07362 0.00000 -56.04 2.50
1.00000 -0.15705 -0.07362 0.00000 -55.92 2.50
1.00000 -0.15706 -0.07362 0.00000 -55.80 2.50
1.00000 -0.15707 -0.07362 0.00000 -55.68 2.50
1.00000 -0.15708 -0.07362 0.00000 -55.56 2.50
1.00000 -0.15709 -0.07362 0.00000 -55.44 2.50
1.00000 -0.15710 -0.07362 0.00000 -55.32 2.50
1.00000 -0.15711 -0.07362 0.00000 -55.20 2.50
1.00000 -0.15712 -0.07362 0.00000 -55.08 2.50
1.00000 -0.15713 -0.07362 0.00000 -54.96 2.50
1.00000 -0.15715 -0.07362 0.00000 -54.84 2.50
1.00000 -0.15716 -0.07362 0.00000 -54.72 2.50
1.00000 -0.15717 -0.07362 0.00000 -54.60 2.50
1.00000 -0.15718 -0.07362 0.00000 -54.48 2.50
1.00000 -0.15719 -0.07362 0.00000 -54.36 2.50
1.00000 -0.15720 -0.07362 0.00000 -54.24 2.50
1.00000 -0.15721 -0.07362 0.00000 -54.12 2.50
1.00000 -0.15722 -0.07362 0.00000 -54.00 2.50
1.00000 -0.15724 -0.07362 0.00000 -53.88 2.50
1.00000 -0.15725 -0.07362 0.00000 -53.76 2.50
1.00000 -0.15726 -0.07362 0.00000 -53.64 2.50
1.00000 -0.15727 -0.07362 0.00000 -53.52 2.50
1.00000 -0.15728 -0.07362 0.00000 -53.40 2.50
1.00000 -0.15729 -0.07362 0.00000 -53.28 2.50
1.00000 -0.15731 -0.07362 0.00000 -53.16 2.50
1.00000 -0.15732 -0.07362 0.00000 -53.04 2.50
1.00000 -0.15733 -0.07362 0.00000 -52.92 2.50
1.00000 -0.15734 -0.07362 0.00000 -52.80 2.50
1.00000 -0.15735 -0.07362 0.00000 -52.68 2.50
1.00000 -0.15737 -0.07362 0.00000 -52.56 2.50
1.00000 -0.15738 -0.07362 0.00000 -52.44 2.50
1.00000 -0.15739 -0.07362 0.00000 -52.32 2.50
1.00000 -0.15740 -0.07362 0.00000 -52.20 2.50
1.00000 -0.15741 -0.07362 0.00000 -52.08 2.50
1.00000 -0.15743 -0.07362 0.00000 -51.96 2.50
1.00000 -0.15744 -0.07362 0.00000 -51.84 2.50
1.00000 -0.15745 -0.07362 0.00000 -51.72 2.50
1.00000 -0.15746 -0.07362 0.00000 -51.60 2.50
1.00000 -0.15748 -0.07362 0.00000 -51.48 2.50
1.00000 -0.15749 -0.07362 0.00000 -51.36 2.50
1.00000 -0.15750 -0.07362 0.00000 -51.24 2.50
1.00000 -0.15752 -0.07362 0.00000 -51.12 2.50
1.00000 -0.15753 -0.07362 0.00000 -51.00 2.50
1.00000 -0.15754 -0.07362 0.00000 -50.88 2.50
1.00000 -0.15755 -0.07362 0.00000 -50.76 2.50
1.00000 -0.15757 -0.07362 0.00000 -50.64 2.50
1.00000 -0.15758 -0.07362 0.00000 -50.52 2.50
1.00000 -0.15759 -0.07362 0.00000 -50.40 2.50
1.00000 -0.15761 -0.07362 0.00000 -50.28 2.50
1.00000 -0.15762 -0.07362 0.00000 -50.16 2.50
1.00000 -0.15763 -0.07362 0.00000 -50.04 2.50
