# a0 a2 a4 a6 delta sigmaJ
1.00000 -0.15378 0.02282 -0.00000 -32.04 1.50
1.00000 -0.15368 0.02282 -0.00000 -31.92 1.50
1.00000 -0.15358 0.02282 -0.00000 -31.80 1.50
1.00000 -0.15348 0.02282 -0.00000 -31.68 1.50
1.00000 -0.15338 0.02282 -0.00000 -31.56 1.50
1.00000 -0.15328 0.02282 -0.00000 -31.44 1.50
1.00000 -0.15318 0.02282 -0.00000 -31.32 1.50
1.00000 -0.15307 0.02282 -0.00000 -31.20 1.50
1.00000 -0.15297 0.02282 -0.00000 -31.08 1.50
1.00000 -0.15286 0.02282 -0.00000 -30.96 1.50
1.00000 -0.15276 0.02282 -0.00000 -30.84 1.50
1.00000 -0.15265 0.02282 -0.00000 -30.72 1.50
1.00000 -0.15254 0.02282 -0.00000 -30.60 1.50
1.00000 -0.15243 0.02282 -0.00000 -30.48 1.50
1.00000 -0.15232 0.02281 -0.00000 -30.36 1.50
1.00000 -0.15221 0.02281 -0.00000 -30.24 1.50
1.00000 -0.15210 0.02281 -0.00000 -30.12 1.50
1.00000 -0.15199 0.02281 -0.00000 -30.00 1.50
1.00000 -0.15188 0.02281 -0.00000 -29.88 1.50
1.00000 -0.15176 0.02281 -0.00000 -29.76 1.50
1.00000 -0.15165 0.02281 -0.00000 -29.64 1.50
1.00000 -0.15153 0.02281 -0.00000 -29.52 1.50
1.00000 -0.15142 0.02281 -0.00000 -29.40 1.50
1.00000 -0.15130 0.02281 -0.00000 -29.28 1.50
1.00000 -0.15118 0.02281 -0.00000 -29.16 1.50
1.00000 -0.15106 0.02281 -0.00000 -29.04 1.50
1.00000 -0.15094 0.02281 -0.00000 -28.92 1.50
1.00000 -0.15082 0.02281 -0.00000 -28.80 1.50
1.00000 -0.15070 0.02281 -0.00000 -28.68 1.50
1.00000 -0.15057 0.02281 -0.00000 -28.56 1.50
1.00000 -0.15045 0.02281 -0.00000 -28.44 1.50
1.00000 -0.15032 0.02281 -0.00000 -28.32 1.50
1.00000 -0.15019 0.02281 -0.00000 -28.20 1.50
1.00000 -0.15007 0.02281 -0.00000 -28.08 1.50
1.00000 -0.14994 0.02281 -0.00000 -27.96 1.50
1.00000 -0.14981 0.02281 -0.00000 -27.84 1.50
1.00000 -0.14968 0.02281 -0.00000 -27.72 1.50
1.00000 -0.14954 0.02281 -0.00000 -27.60 1.50
1.00000 -0.14941 0.02281 -0.00000 -27.48 1.50
1.00000 -0.14928 0.02281 -0.00000 -27.36 1.50
1.00000 -0.14914 0.02281 -0.00000 -27.24 1.50
1.00000 -0.14900 0.02281 -0.00000 -27.12 1.50
1.00000 -0.14886 0.02281 -0.00000 -27.00 1.50
1.00000 -0.14872 0.02281 -0.00000 -26.88 1.50
1.00000 -0.14858 0.02281 -0.00000 -26.76 1.50
1.00000 -0.14844 0.02281 -0.00000 -26.64 1.50
1.00000 -0.14830 0.02281 -0.00000 -26.52 1.50
1.00000 -0.14815 0.02281 -0.00000 -26.40 1.50
1.00000 -0.14801 0.02281 -0.00000 -26.28 1.50
1.00000 -0.14786 0.02281 -0.00000 -26.16 1.50
1.00000 -0.14771 0.02281 -0.00000 -26.04 1.50
1.00000 -0.14756 0.02281 -0.00000 -25.92 1.50
1.00000 -0.14741 0.02281 -0.00000 -25.80 1.50
1.00000 -0.14726 0.02281 -0.00000 -25.68 1.50
1.00000 -0.14710 0.02280 -0.00000 -25.56 1.50
1.00000 -0.14695 0.02280 -0.00000 -25.44 1.50
1.00000 -0.14679 0.02280 -0.00000 -25.32 1.50
1.00000 -0.14663 0.02280 -0.00000 -25.20 1.50
1.00000 -0.14647 0.02280 -0.00000 -25.08 1.50
1.00000 -0.14631 0.02280 -0.00000 -24.96 1.50
1.00000 -0.14615 0.02280 -0.00000 -24.84 1.50
1.00000 -0.14598 0.02280 -0.00000 -24.72 1.50
1.00000 -0.14581 0.02280 -0.00000 -24.60 1.50
1.00000 -0.14565 0.02280 -0.00000 -24.48 1.50
1.00000 -0.14548 0.02280 -0.00000 -24.36 1.50
1.00000 -0.14531 0.02280 -0.00000 -24.24 1.50
1.00000 -0.14513 0.02280 -0.00000 -24.12 1.50
1.00000 -0.14496 0.02280 -0.00000 -24.00 1.50
1.00000 -0.14478 0.02280 -0.00000 -23.88 1.50
1.00000 -0.14460 0.02280 -0.00000 -23.76 1.50
1.00000 -0.14442 0.02280 -0.00000 -23.64 1.50
1.00000 -0.14424 0.02280 -0.00000 -23.52 1.50
1.00000 -0.14406 0.02280 -0.00000 -23.40 1.50
1.00000 -0.14387 0.02280 -0.00000 -23.28 1.50
1.00000 -0.14368 0.02280 -0.00000 -23.16 1.50
1.00000 -0.14349 0.02280 -0.00000 -23.04 1.50
1.00000 -0.14330 0.02280 -0.00000 -22.92 1.50
1.00000 -0.14311 0.02280 -0.00000 -22.80 1.50
1.00000 -0.14291 0.02280 -0.00000 -22.68 1.50
1.00000 -0.14271 0.02279 -0.00000 -22.56 1.50
1.00000 -0.14251 0.02279 -0.00000 -22.44 1.50
1.00000 -0.14231 0.02279 -0.00000 -22.32 1.50
1.00000 -0.14211 0.02279 -0.00000 -22.20 1.50
1.00000 -0.14190 0.02279 -0.00000 -22.08 1.50
1.00000 -0.14169 0.02279 -0.00000 -21.96 1.50
1.00000 -0.14148 0.02279 -0.00000 -21.84 1.50
1.00000 -0.14127 0.02279 -0.00000 -21.72 1.50
1.00000 -0.14105 0.02279 -0.00000 -21.60 1.50
1.00000 -0.14083 0.02279 -0.00000 -21.48 1.50
1.00000 -0.14061 0.02279 -0.00000 -21.36 1.50
1.00000 -0.14039 0.02279 -0.00000 -21.24 1.50
1.00000 -0.14016 0.02279 -0.00000 -21.12 1.50
1.00000 -0.13993 0.02279 -0.00000 -21.00 1.50
1.00000 -0.13970 0.02279 -0.00000 -20.88 1.50
1.00000 -0.13947 0.02279 -0.00000 -20.76 1.50
1.00000 -0.13923 0.02279 -0.00000 -20.64 1.50
1.00000 -0.13899 0.02279 -0.00000 -20.52 1.50
1.00000 -0.13875 0.02278 -0.00000 -20.40 1.50
1.00000 -0.13851 0.02278 -0.00000 -20.28 1.50
1.00000 -0.13826 0.02278 -0.00000 -20.16 1.50
1.00000 -0.13801 0.02278 -0.00000 -20.04 1.50
1.00000 -0.13776 0.02278 -0.00000 -19.92 1.50
1.00000 -0.13750 0.02278 -0.00000 -19.80 1.50
1.00000 -0.13724 0.02278 -0.00000 -19.68 1.50
1.00000 -0.13698 0.02278 -0.00000 -19.56 1.50
1.00000 -0.13671 0.02278 -0.00000 -19.44 1.50
1.00000 -0.13644 0.02278 -0.00000 -19.32 1.50
1.00000 -0.13617 0.02278 -0.00000 -19.20 1.50
1.00000 -0.13589 0.02278 -0.00000 -19.08 1.50
1.00000 -0.13561 0.02278 -0.00000 -18.96 1.50
1.00000 -0.13533 0.02278 -0.00000 -18.84 1.50
1.00000 -0.13504 0.02277 -0.00000 -18.72 1.50
1.00000 -0.13475 0.02277 -0.00000 -18.60 1.50
1.00000 -0.13446 0.02277 -0.00000 -18.48 1.50
1.00000 -0.13416 0.02277 -0.00000 -18.36 1.50
1.00000 -0.13386 0.02277 -0.00000 -18.24 1.50
1.00000 -0.13355 0.02277 -0.00000 -18.12 1.50
1.00000 -0.13324 0.02277 -0.00000 -18.00 1.50
1.00000 -0.13292 0.02277 -0.00000 -17.88 1.50
1.00000 -0.13261 0.02277 -0.00000 -17.76 1.50
1.00000 -0.13228 0.02277 -0.00000 -17.64 1.50
1.00000 -0.13196 0.02277 -0.00000 -17.52 1.50
1.00000 -0.13162 0.02276 -0.00000 -17.40 1.50
1.00000 -0.13129 0.02276 -0.00000 -17.28 1.50
1.00000 -0.13095 0.02276 -0.00000 -17.16 1.50
1.00000 -0.13060 0.02276 -0.00000 -17.04 1.50
1.00000 -0.13025 0.02276 -0.00000 -16.92 1.50
1.00000 -0.12989 0.02276 -0.00000 -16.80 1.50
1.00000 -0.12953 0.02276 -0.00000 -16.68 1.50
1.00000 -0.12917 0.02276 -0.00000 -16.56 1.50
1.00000 -0.12880 0.02276 -0.00000 -16.44 1.50
1.00000 -0.12842 0.02275 -0.00000 -16.32 1.50
1.00000 -0.12804 0.02275 -0.00000 -16.20 1.50
1.00000 -0.12765 0.02275 -0.00000 -16.08 1.50
1.00000 -0.12725 0.02275 -0.00000 -15.96 1.50
1.00000 -0.12685 0.02275 -0.00000 -15.84 1.50
1.00000 -0.12645 0.02275 -0.00000 -15.72 1.50
1.00000 -0.12604 0.02275 -0.00000 -15.60 1.50
1.00000 -0.12562 0.02274 -0.00000 -15.48 1.50
1.00000 -0.12519 0.02274 -0.00000 -15.36 1.50
1.00000 -0.12476 0.02274 -0.00000 -15.24 1.50
1.00000 -0.12432 0.02274 -0.00000 -15.12 1.50
1.00000 -0.12388 0.02274 -0.00000 -15.00 1.50
1.00000 -0.12342 0.02274 -0.00000 -14.88 1.50
1.00000 -0.12296 0.02274 -0.00000 -14.76 1.50
1.00000 -0.12250 0.02273 -0.00000 -14.64 1.50
1.00000 -0.12202 0.02273 -0.00000 -14.52 1.50
1.00000 -0.12154 0.02273 -0.00000 -14.40 1.50
1.00000 -0.12105 0.02273 -0.00000 -14.28 1.50
1.00000 -0.12055 0.02273 -0.00000 -14.16 1.50
1.00000 -0.12004 0.02272 -0.00000 -14.04 1.50
1.00000 -0.11952 0.02272 -0.00000 -13.92 1.50
1.00000 -0.11900 0.02272 -0.00000 -13.80 1.50
1.00000 -0.11846 0.02272 -0.00000 -13.68 1.50
1.00000 -0.11792 0.02272 -0.00000 -13.56 1.50
1.00000 -0.11737 0.02271 -0.00000 -13.44 1.50
1.00000 -0.11680 0.02271 -0.00000 -13.32 1.50
1.00000 -0.11623 0.02271 -0.00000 -13.20 1.50
1.00000 -0.11565 0.02271 -0.00000 -13.08 1.50
1.00000 -0.11505 0.02270 -0.00000 -12.96 1.50
1.00000 -0.11444 0.02270 -0.00000 -12.84 1.50
1.00000 -0.11383 0.02270 -0.00000 -12.72 1.50
1.00000 -0.11320 0.02270 -0.00000 -12.60 1.50
1.00000 -0.11256 0.02269 -0.00000 -12.48 1.50
1.00000 -0.11190 0.02269 -0.00000 -12.36 1.50
1.00000 -0.11124 0.02269 -0.00000 -12.24 1.50
1.00000 -0.11056 0.02269 -0.00000 -12.12 1.50
1.00000 -0.10987 0.02268 -0.00000 -12.00 1.50
1.00000 -0.10916 0.02268 -0.00000 -11.88 1.50
1.00000 -0.10844 0.02268 -0.00000 -11.76 1.50
1.00000 -0.10771 0.02267 -0.00000 -11.64 1.50
1.00000 -0.10696 0.02267 -0.00000 -11.52 1.50
1.00000 -0.10619 0.02267 -0.00000 -11.40 1.50
1.00000 -0.10541 0.02266 -0.00000 -11.28 1.50
1.00000 -0.10461 0.02266 -0.00000 -11.16 1.50
1.00000 -0.10380 0.02265 -0.00000 -11.04 1.50
1.00000 -0.10296 0.02265 -0.00000 -10.92 1.50
1.00000 -0.10211 0.02265 -0.00000 -10.80 1.50
1.00000 -0.10124 0.02264 -0.00000 -10.68 1.50
1.00000 -0.10035 0.02264 -0.00000 -10.56 1.50
1.00000 -0.09944 0.02263 -0.00000 -10.44 1.50
1.00000 -0.09851 0.02263 -0.00000 -10.32 1.50
1.00000 -0.09756 0.02262 -0.00000 -10.20 1.50
1.00000 -0.09658 0.02262 -0.00000 -10.08 1.50
1.00000 -0.09559 0.02261 -0.00000 -9.96 1.50
1.00000 -0.09457 0.02261 -0.00000 -9.84 1.50
1.00000 -0.09352 0.02260 -0.00000 -9.72 1.50
1.00000 -0.09245 0.02259 -0.00000 -9.60 1.50
1.00000 -0.09135 0.02259 -0.00000 -9.48 1.50
1.00000 -0.09022 0.02258 -0.00000 -9.36 1.50
1.00000 -0.08907 0.02258 -0.00000 -9.24 1.50
1.00000 -0.08789 0.02257 -0.00000 -9.12 1.50
1.00000 -0.08667 0.02256 -0.00000 -9.00 1.50
1.00000 -0.08542 0.02255 -0.00000 -8.88 1.50
1.00000 -0.08414 0.02255 -0.00000 -8.76 1.50
1.00000 -0.08283 0.02254 -0.00000 -8.64 1.50
1.00000 -0.08148 0.02253 -0.00000 -8.52 1.50
1.00000 -0.08009 0.02252 -0.00000 -8.40 1.50
1.00000 -0.07866 0.02251 -0.00000 -8.28 1.50
1.00000 -0.07719 0.02250 -0.00000 -8.16 1.50
1.00000 -0.07568 0.02249 -0.00000 -8.04 1.50
1.00000 -0.07413 0.02248 -0.00000 -7.92 1.50
1.00000 -0.07253 0.02247 -0.00000 -7.80 1.50
1.00000 -0.07088 0.02246 -0.00000 -7.68 1.50
1.00000 -0.06918 0.02245 -0.00000 -7.56 1.50
1.00000 -0.06743 0.02243 -0.00000 -7.44 1.50
1.00000 -0.06562 0.02242 -0.00000 -7.32 1.50
1.00000 -0.06375 0.02241 -0.00000 -7.20 1.50
1.00000 -0.06183 0.02239 -0.00000 -7.08 1.50
1.00000 -0.05984 0.02238 -0.00000 -6.96 1.50
1.00000 -0.05778 0.02236 -0.00000 -6.84 1.50
1.00000 -0.05565 0.02234 -0.00000 -6.72 1.50
1.00000 -0.05345 0.02233 -0.00000 -6.60 1.50
1.00000 -0.05117 0.02231 -0.00000 -6.48 1.50
1.00000 -0.04882 0.02229 -0.00000 -6.36 1.50
1.00000 -0.04637 0.02227 -0.00000 -6.24 1.50
1.00000 -0.04384 0.02225 -0.00000 -6.12 1.50
