# a0 a2 a4 a6 delta sigmaJ
1.00000 -0.15253 -0.07290 0.00000 -60.00 2.00
1.00000 -0.15254 -0.07290 0.00000 -59.88 2.00
1.00000 -0.15255 -0.07290 0.00000 -59.76 2.00
1.00000 -0.15256 -0.07290 0.00000 -59.64 2.00
1.00000 -0.15258 -0.07290 0.00000 -59.52 2.00
1.00000 -0.15259 -0.07290 0.00000 -59.40 2.00
1.00000 -0.15260 -0.07290 0.00000 -59.28 2.00
1.00000 -0.15261 -0.07290 0.00000 -59.16 2.00
1.00000 -0.15263 -0.07290 0.00000 -59.04 2.00
1.00000 -0.15264 -0.07290 0.00000 -58.92 2.00
1.00000 -0.15265 -0.07290 0.00000 -58.80 2.00
1.00000 -0.15266 -0.07290 0.00000 -58.68 2.00
1.00000 -0.15268 -0.07290 0.00000 -58.56 2.00
1.00000 -0.15269 -0.07290 0.00000 -58.44 2.00
1.00000 -0.15270 -0.07290 0.00000 -58.32 2.00
1.00000 -0.15271 -0.07290 0.00000 -58.20 2.00
1.00000 -0.15273 -0.07290 0.00000 -58.08 2.00
1.00000 -0.15274 -0.07290 0.00000 -57.96 2.00
1.00000 -0.15275 -0.07290 0.00000 -57.84 2.00
1.00000 -0.15276 -0.07290 0.00000 -57.72 2.00
1.00000 -0.15278 -0.07290 0.00000 -57.60 2.00
1.00000 -0.15279 -0.07290 0.00000 -57.48 2.00
1.00000 -0.15280 -0.07290 0.00000 -57.36 2.00
1.00000 -0.15282 -0.07290 0.00000 -57.24 2.00
1.00000 -0.15283 -0.07290 0.00000 -57.12 2.00
1.00000 -0.15284 -0.07290 0.00000 -57.00 2.00
1.00000 -0.15286 -0.07290 0.00000 -56.88 2.00
1.00000 -0.15287 -0.07290 0.00000 -56.76 2.00
1.00000 -0.15288 -0.07290 0.00000 -56.64 2.00
1.00000 -0.15290 -0.07290 0.00000 -56.52 2.00
1.00000 -0.15291 -0.07290 0.00000 -56.40 2.00
1.00000 -0.15292 -0.07290 0.00000 -56.28 2.00
1.00000 -0.15294 -0.07290 0.00000 -56.16 2.00
1.00000 -0.15295 -0.07290 0.00000 -56.04 2.00
1.00000 -0.15296 -0.07290 0.00000 -55.92 2.00
1.00000 -0.15298 -0.07290 0.00000 -55.80 2.00
1.00000 -0.15299 -0.07290 0.00000 -55.68 2.00
1.00000 -0.15300 -0.07290 0.00000 -55.56 2.00
1.00000 -0.15302 -0.07290 0.00000 -55.44 2.00
