# a0 a2 a4 a6 delta sigma
1.00000 0.45362 -0.24078 -0.00000 0.00 0.34
1.00000 0.45353 -0.24062 -0.00000 0.00 0.35
1.00000 0.45344 -0.24045 -0.00000 0.00 0.35
1.00000 0.45334 -0.24027 -0.00000 0.00 0.36
1.00000 0.45323 -0.24009 -0.00000 0.00 0.36
1.00000 0.45312 -0.23989 -0.00000 0.00 0.36
1.00000 0.45300 -0.23968 -0.00000 0.00 0.37
1.00000 0.45288 -0.23947 -0.00000 0.00 0.37
1.00000 0.45276 -0.23925 -0.00000 0.00 0.38
1.00000 0.45263 -0.23902 -0.00000 0.00 0.38
1.00000 0.45250 -0.23878 -0.00000 0.00 0.38
1.00000 0.45236 -0.23854 -0.00000 0.00 0.39
1.00000 0.45222 -0.23828 -0.00000 0.00 0.39
1.00000 0.45207 -0.23803 -0.00000 0.00 0.40
1.00000 0.45192 -0.23776 -0.00000 0.00 0.40
1.00000 0.45177 -0.23749 -0.00000 0.00 0.40
1.00000 0.45161 -0.23721 -0.00000 0.00 0.41
1.00000 0.45145 -0.23693 -0.00000 0.00 0.41
1.00000 0.45129 -0.23664 -0.00000 0.00 0.42
1.00000 0.45113 -0.23635 -0.00000 0.00 0.42
1.00000 0.45096 -0.23605 -0.00000 0.00 0.42
1.00000 0.45079 -0.23575 -0.00000 0.00 0.43
1.00000 0.45062 -0.23545 -0.00000 0.00 0.43
1.00000 0.45045 -0.23514 -0.00000 0.00 0.44
1.00000 0.45028 -0.23483 -0.00000 0.00 0.44
1.00000 0.45010 -0.23452 -0.00000 0.00 0.44
1.00000 0.44992 -0.23421 -0.00000 0.00 0.45
1.00000 0.44974 -0.23389 -0.00000 0.00 0.45
1.00000 0.44956 -0.23357 -0.00000 0.00 0.46
1.00000 0.44938 -0.23325 -0.00000 0.00 0.46
1.00000 0.44920 -0.23293 -0.00000 0.00 0.46
1.00000 0.44902 -0.23261 -0.00000 0.00 0.47
1.00000 0.44884 -0.23229 -0.00000 0.00 0.47
1.00000 0.44866 -0.23196 -0.00000 0.00 0.48
1.00000 0.44848 -0.23164 -0.00000 0.00 0.48
1.00000 0.44829 -0.23132 -0.00000 0.00 0.48
1.00000 0.44811 -0.23099 -0.00000 0.00 0.49
1.00000 0.44793 -0.23067 -0.00000 0.00 0.49
1.00000 0.44775 -0.23035 -0.00000 0.00 0.50
1.00000 0.44756 -0.23002 -0.00000 0.00 0.50
1.00000 0.44738 -0.22970 -0.00000 0.00 0.50
1.00000 0.44720 -0.22938 -0.00000 0.00 0.51
1.00000 0.44702 -0.22906 -0.00000 0.00 0.51
1.00000 0.44684 -0.22874 -0.00000 0.00 0.52
1.00000 0.44666 -0.22842 -0.00000 0.00 0.52
1.00000 0.44648 -0.22810 -0.00000 0.00 0.52
1.00000 0.44630 -0.22779 -0.00000 0.00 0.53
1.00000 0.44612 -0.22747 -0.00000 0.00 0.53
1.00000 0.44594 -0.22716 -0.00000 0.00 0.54
1.00000 0.44576 -0.22684 -0.00000 0.00 0.54
1.00000 0.44559 -0.22653 -0.00000 0.00 0.54
1.00000 0.44541 -0.22622 -0.00000 0.00 0.55
1.00000 0.44523 -0.22591 -0.00000 0.00 0.55
1.00000 0.44505 -0.22560 -0.00000 0.00 0.56
1.00000 0.44488 -0.22529 -0.00000 0.00 0.56
1.00000 0.44470 -0.22498 -0.00000 0.00 0.56
1.00000 0.44453 -0.22467 -0.00000 0.00 0.57
1.00000 0.44435 -0.22436 -0.00000 0.00 0.57
1.00000 0.44418 -0.22406 -0.00000 0.00 0.58
1.00000 0.44400 -0.22375 -0.00000 0.00 0.58
1.00000 0.44383 -0.22345 -0.00000 0.00 0.58
1.00000 0.44365 -0.22314 -0.00000 0.00 0.59
1.00000 0.44348 -0.22284 -0.00000 0.00 0.59
1.00000 0.44330 -0.22254 -0.00000 0.00 0.60
1.00000 0.44313 -0.22223 -0.00000 0.00 0.60
1.00000 0.44295 -0.22193 -0.00000 0.00 0.60
1.00000 0.44278 -0.22163 -0.00000 0.00 0.61
1.00000 0.44261 -0.22133 -0.00000 0.00 0.61
1.00000 0.44243 -0.22102 -0.00000 0.00 0.62
1.00000 0.44226 -0.22072 -0.00000 0.00 0.62
1.00000 0.44208 -0.22042 -0.00000 0.00 0.62
1.00000 0.44191 -0.22012 -0.00000 0.00 0.63
1.00000 0.44173 -0.21982 -0.00000 0.00 0.63
1.00000 0.44156 -0.21951 -0.00000 0.00 0.64
1.00000 0.44138 -0.21921 -0.00000 0.00 0.64
1.00000 0.44120 -0.21891 -0.00000 0.00 0.64
1.00000 0.44103 -0.21860 -0.00000 0.00 0.65
1.00000 0.44085 -0.21830 -0.00000 0.00 0.65
1.00000 0.44067 -0.21800 -0.00000 0.00 0.66
1.00000 0.44049 -0.21769 -0.00000 0.00 0.66
1.00000 0.44031 -0.21739 -0.00000 0.00 0.66
1.00000 0.44013 -0.21708 -0.00000 0.00 0.67
1.00000 0.43995 -0.21678 -0.00000 0.00 0.67
1.00000 0.43977 -0.21647 -0.00000 0.00 0.68
1.00000 0.43959 -0.21616 -0.00000 0.00 0.68
1.00000 0.43941 -0.21585 -0.00000 0.00 0.68
1.00000 0.43923 -0.21555 -0.00000 0.00 0.69
1.00000 0.43904 -0.21524 -0.00000 0.00 0.69
1.00000 0.43886 -0.21492 -0.00000 0.00 0.70
1.00000 0.43868 -0.21461 -0.00000 0.00 0.70
1.00000 0.43849 -0.21430 -0.00000 0.00 0.70
1.00000 0.43830 -0.21399 -0.00000 0.00 0.71
1.00000 0.43812 -0.21367 -0.00000 0.00 0.71
1.00000 0.43793 -0.21336 -0.00000 0.00 0.72
1.00000 0.43774 -0.21304 -0.00000 0.00 0.72
1.00000 0.43755 -0.21272 -0.00000 0.00 0.72
1.00000 0.43736 -0.21241 -0.00000 0.00 0.73
1.00000 0.43717 -0.21209 -0.00000 0.00 0.73
1.00000 0.43698 -0.21177 -0.00000 0.00 0.74
1.00000 0.43678 -0.21144 -0.00000 0.00 0.74
1.00000 0.43659 -0.21112 -0.00000 0.00 0.74
1.00000 0.43639 -0.21080 -0.00000 0.00 0.75
1.00000 0.43620 -0.21047 -0.00000 0.00 0.75
1.00000 0.43600 -0.21015 -0.00000 0.00 0.76
1.00000 0.43580 -0.20982 -0.00000 0.00 0.76
1.00000 0.43560 -0.20949 -0.00000 0.00 0.76
1.00000 0.43540 -0.20916 -0.00000 0.00 0.77
1.00000 0.43520 -0.20883 -0.00000 0.00 0.77
1.00000 0.43500 -0.20850 -0.00000 0.00 0.78
1.00000 0.43480 -0.20817 -0.00000 0.00 0.78
1.00000 0.43459 -0.20783 -0.00000 0.00 0.78
1.00000 0.43439 -0.20750 -0.00000 0.00 0.79
1.00000 0.43418 -0.20716 -0.00000 0.00 0.79
1.00000 0.43398 -0.20682 -0.00000 0.00 0.80
1.00000 0.43377 -0.20648 -0.00000 0.00 0.80
1.00000 0.43356 -0.20614 -0.00000 0.00 0.80
1.00000 0.43335 -0.20580 -0.00000 0.00 0.81
1.00000 0.43314 -0.20546 -0.00000 0.00 0.81
1.00000 0.43293 -0.20511 -0.00000 0.00 0.82
1.00000 0.43272 -0.20477 -0.00000 0.00 0.82
1.00000 0.43250 -0.20442 -0.00000 0.00 0.82
1.00000 0.43229 -0.20408 -0.00000 0.00 0.83
1.00000 0.43207 -0.20373 -0.00000 0.00 0.83
1.00000 0.43186 -0.20338 -0.00000 0.00 0.84
1.00000 0.43164 -0.20303 -0.00000 0.00 0.84
1.00000 0.43142 -0.20267 -0.00000 0.00 0.84
1.00000 0.43120 -0.20232 -0.00000 0.00 0.85
1.00000 0.43098 -0.20197 -0.00000 0.00 0.85
1.00000 0.43076 -0.20161 -0.00000 0.00 0.86
1.00000 0.43053 -0.20125 -0.00000 0.00 0.86
1.00000 0.43031 -0.20090 -0.00000 0.00 0.86
1.00000 0.43008 -0.20054 -0.00000 0.00 0.87
1.00000 0.42986 -0.20018 -0.00000 0.00 0.87
1.00000 0.42963 -0.19981 -0.00000 0.00 0.88
1.00000 0.42940 -0.19945 -0.00000 0.00 0.88
1.00000 0.42917 -0.19909 -0.00000 0.00 0.88
1.00000 0.42894 -0.19872 -0.00000 0.00 0.89
1.00000 0.42871 -0.19836 -0.00000 0.00 0.89
1.00000 0.42848 -0.19799 -0.00000 0.00 0.90
1.00000 0.42825 -0.19762 -0.00000 0.00 0.90
1.00000 0.42801 -0.19725 -0.00000 0.00 0.90
1.00000 0.42778 -0.19688 -0.00000 0.00 0.91
1.00000 0.42754 -0.19651 -0.00000 0.00 0.91
1.00000 0.42730 -0.19614 -0.00000 0.00 0.92
1.00000 0.42707 -0.19576 -0.00000 0.00 0.92
1.00000 0.42683 -0.19539 -0.00000 0.00 0.92
1.00000 0.42659 -0.19501 -0.00000 0.00 0.93
1.00000 0.42634 -0.19464 -0.00000 0.00 0.93
1.00000 0.42610 -0.19426 -0.00000 0.00 0.94
1.00000 0.42586 -0.19388 -0.00000 0.00 0.94
1.00000 0.42561 -0.19350 -0.00000 0.00 0.94
1.00000 0.42537 -0.19312 -0.00000 0.00 0.95
1.00000 0.42512 -0.19274 -0.00000 0.00 0.95
1.00000 0.42487 -0.19235 -0.00000 0.00 0.96
1.00000 0.42462 -0.19197 -0.00000 0.00 0.96
1.00000 0.42437 -0.19158 -0.00000 0.00 0.96
1.00000 0.42412 -0.19120 -0.00000 0.00 0.97
1.00000 0.42387 -0.19081 -0.00000 0.00 0.97
1.00000 0.42362 -0.19042 -0.00000 0.00 0.98
1.00000 0.42336 -0.19003 -0.00000 0.00 0.98
1.00000 0.42311 -0.18964 -0.00000 0.00 0.98
1.00000 0.42285 -0.18925 -0.00000 0.00 0.99
1.00000 0.42260 -0.18886 -0.00000 0.00 0.99
1.00000 0.42234 -0.18847 -0.00000 0.00 1.00
1.00000 0.42208 -0.18807 -0.00000 0.00 1.00
1.00000 0.42182 -0.18768 -0.00000 0.00 1.00
1.00000 0.42156 -0.18728 -0.00000 0.00 1.01
1.00000 0.42129 -0.18688 -0.00000 0.00 1.01
1.00000 0.42103 -0.18649 -0.00000 0.00 1.02
1.00000 0.42077 -0.18609 -0.00000 0.00 1.02
1.00000 0.42050 -0.18569 -0.00000 0.00 1.02
1.00000 0.42023 -0.18529 -0.00000 0.00 1.03
1.00000 0.41997 -0.18489 -0.00000 0.00 1.03
1.00000 0.41970 -0.18448 -0.00000 0.00 1.04
1.00000 0.41943 -0.18408 -0.00000 0.00 1.04
1.00000 0.41916 -0.18368 -0.00000 0.00 1.04
1.00000 0.41889 -0.18327 -0.00000 0.00 1.05
1.00000 0.41861 -0.18287 -0.00000 0.00 1.05
1.00000 0.41834 -0.18246 -0.00000 0.00 1.06
1.00000 0.41806 -0.18205 -0.00000 0.00 1.06
1.00000 0.41779 -0.18165 -0.00000 0.00 1.06
1.00000 0.41751 -0.18124 -0.00000 0.00 1.07
1.00000 0.41723 -0.18083 -0.00000 0.00 1.07
1.00000 0.41696 -0.18042 -0.00000 0.00 1.08
1.00000 0.41668 -0.18001 -0.00000 0.00 1.08
1.00000 0.41639 -0.17960 -0.00000 0.00 1.08
1.00000 0.41611 -0.17918 -0.00000 0.00 1.09
1.00000 0.41583 -0.17877 -0.00000 0.00 1.09
1.00000 0.41554 -0.17836 -0.00000 0.00 1.10
1.00000 0.41526 -0.17794 -0.00000 0.00 1.10
1.00000 0.41497 -0.17752 -0.00000 0.00 1.10
1.00000 0.41469 -0.17711 -0.00000 0.00 1.11
1.00000 0.41440 -0.17669 -0.00000 0.00 1.11
1.00000 0.41411 -0.17627 -0.00000 0.00 1.12
1.00000 0.41382 -0.17586 -0.00000 0.00 1.12
1.00000 0.41353 -0.17544 -0.00000 0.00 1.12
1.00000 0.41323 -0.17502 -0.00000 0.00 1.13
1.00000 0.41294 -0.17460 -0.00000 0.00 1.13
1.00000 0.41265 -0.17418 -0.00000 0.00 1.14
1.00000 0.41235 -0.17375 -0.00000 0.00 1.14
1.00000 0.41205 -0.17333 -0.00000 0.00 1.14
1.00000 0.41176 -0.17291 -0.00000 0.00 1.15
1.00000 0.41146 -0.17248 -0.00000 0.00 1.15
1.00000 0.41116 -0.17206 -0.00000 0.00 1.16
1.00000 0.41086 -0.17164 -0.00000 0.00 1.16
1.00000 0.41056 -0.17121 -0.00000 0.00 1.16
1.00000 0.41025 -0.17078 -0.00000 0.00 1.17
1.00000 0.40995 -0.17036 -0.00000 0.00 1.17
1.00000 0.40964 -0.16993 -0.00000 0.00 1.18
1.00000 0.40934 -0.16950 -0.00000 0.00 1.18
1.00000 0.40903 -0.16907 -0.00000 0.00 1.18
1.00000 0.40872 -0.16865 -0.00000 0.00 1.19
1.00000 0.40841 -0.16822 -0.00000 0.00 1.19
1.00000 0.40810 -0.16779 -0.00000 0.00 1.20
1.00000 0.40779 -0.16736 -0.00000 0.00 1.20
1.00000 0.40748 -0.16692 -0.00000 0.00 1.20
1.00000 0.40717 -0.16649 -0.00000 0.00 1.21
1.00000 0.40685 -0.16606 -0.00000 0.00 1.21
1.00000 0.40654 -0.16563 -0.00000 0.00 1.22
1.00000 0.40622 -0.16520 -0.00000 0.00 1.22
1.00000 0.40590 -0.16476 -0.00000 0.00 1.22
1.00000 0.40559 -0.16433 -0.00000 0.00 1.23
1.00000 0.40527 -0.16390 -0.00000 0.00 1.23
1.00000 0.40495 -0.16346 -0.00000 0.00 1.24
1.00000 0.40462 -0.16303 -0.00000 0.00 1.24
1.00000 0.40430 -0.16259 -0.00000 0.00 1.24
1.00000 0.40398 -0.16215 -0.00000 0.00 1.25
1.00000 0.40365 -0.16172 -0.00000 0.00 1.25
1.00000 0.40333 -0.16128 -0.00000 0.00 1.26
1.00000 0.40300 -0.16084 -0.00000 0.00 1.26
1.00000 0.40267 -0.16041 -0.00000 0.00 1.26
1.00000 0.40234 -0.15997 -0.00000 0.00 1.27
1.00000 0.40201 -0.15953 -0.00000 0.00 1.27
1.00000 0.40168 -0.15909 -0.00000 0.00 1.28
1.00000 0.40135 -0.15865 -0.00000 0.00 1.28
1.00000 0.40102 -0.15822 -0.00000 0.00 1.28
1.00000 0.40068 -0.15778 -0.00000 0.00 1.29
1.00000 0.40035 -0.15734 -0.00000 0.00 1.29
1.00000 0.40001 -0.15690 -0.00000 0.00 1.30
1.00000 0.39968 -0.15646 -0.00000 0.00 1.30
1.00000 0.39934 -0.15602 -0.00000 0.00 1.30
1.00000 0.39900 -0.15558 -0.00000 0.00 1.31
1.00000 0.39866 -0.15513 -0.00000 0.00 1.31
1.00000 0.39832 -0.15469 -0.00000 0.00 1.32
1.00000 0.39797 -0.15425 -0.00000 0.00 1.32
1.00000 0.39763 -0.15381 -0.00000 0.00 1.32
1.00000 0.39729 -0.15337 -0.00000 0.00 1.33
1.00000 0.39694 -0.15293 -0.00000 0.00 1.33
1.00000 0.39660 -0.15248 -0.00000 0.00 1.34
1.00000 0.39625 -0.15204 -0.00000 0.00 1.34
1.00000 0.39590 -0.15160 -0.00000 0.00 1.34
1.00000 0.39555 -0.15116 -0.00000 0.00 1.35
1.00000 0.39520 -0.15071 -0.00000 0.00 1.35
1.00000 0.39485 -0.15027 -0.00000 0.00 1.36
1.00000 0.39450 -0.14983 -0.00000 0.00 1.36
1.00000 0.39414 -0.14938 -0.00000 0.00 1.36
1.00000 0.39379 -0.14894 -0.00000 0.00 1.37
1.00000 0.39343 -0.14850 -0.00000 0.00 1.37
1.00000 0.39307 -0.14805 -0.00000 0.00 1.38
1.00000 0.39272 -0.14761 -0.00000 0.00 1.38
1.00000 0.39236 -0.14717 -0.00000 0.00 1.38
1.00000 0.39200 -0.14672 -0.00000 0.00 1.39
1.00000 0.39164 -0.14628 -0.00000 0.00 1.39
1.00000 0.39128 -0.14584 -0.00000 0.00 1.40
1.00000 0.39091 -0.14539 -0.00000 0.00 1.40
1.00000 0.39055 -0.14495 -0.00000 0.00 1.40
1.00000 0.39018 -0.14450 -0.00000 0.00 1.41
1.00000 0.38982 -0.14406 -0.00000 0.00 1.41
1.00000 0.38945 -0.14362 -0.00000 0.00 1.42
1.00000 0.38908 -0.14317 -0.00000 0.00 1.42
1.00000 0.38871 -0.14273 -0.00000 0.00 1.42
1.00000 0.38834 -0.14229 -0.00000 0.00 1.43
1.00000 0.38797 -0.14184 -0.00000 0.00 1.43
1.00000 0.38760 -0.14140 -0.00000 0.00 1.44
1.00000 0.38723 -0.14096 -0.00000 0.00 1.44
1.00000 0.38685 -0.14051 -0.00000 0.00 1.44
1.00000 0.38648 -0.14007 -0.00000 0.00 1.45
1.00000 0.38610 -0.13963 -0.00000 0.00 1.45
1.00000 0.38572 -0.13918 -0.00000 0.00 1.46
1.00000 0.38535 -0.13874 -0.00000 0.00 1.46
1.00000 0.38497 -0.13830 -0.00000 0.00 1.46
1.00000 0.38459 -0.13785 -0.00000 0.00 1.47
1.00000 0.38421 -0.13741 -0.00000 0.00 1.47
1.00000 0.38382 -0.13697 -0.00000 0.00 1.48
1.00000 0.38344 -0.13653 -0.00000 0.00 1.48
1.00000 0.38306 -0.13609 -0.00000 0.00 1.48
1.00000 0.38267 -0.13564 -0.00000 0.00 1.49
1.00000 0.38228 -0.13520 -0.00000 0.00 1.49
1.00000 0.38190 -0.13476 -0.00000 0.00 1.50
1.00000 0.38151 -0.13432 -0.00000 0.00 1.50
1.00000 0.38112 -0.13388 -0.00000 0.00 1.50
1.00000 0.38073 -0.13344 -0.00000 0.00 1.51
1.00000 0.38034 -0.13300 -0.00000 0.00 1.51
1.00000 0.37995 -0.13256 -0.00000 0.00 1.52
1.00000 0.37955 -0.13212 -0.00000 0.00 1.52
1.00000 0.37916 -0.13168 -0.00000 0.00 1.52
1.00000 0.37876 -0.13124 -0.00000 0.00 1.53
1.00000 0.37837 -0.13080 -0.00000 0.00 1.53
1.00000 0.37797 -0.13036 -0.00000 0.00 1.54
1.00000 0.37757 -0.12993 -0.00000 0.00 1.54
1.00000 0.37717 -0.12949 -0.00000 0.00 1.54
1.00000 0.37677 -0.12905 -0.00000 0.00 1.55
1.00000 0.37637 -0.12861 -0.00000 0.00 1.55
1.00000 0.37597 -0.12818 -0.00000 0.00 1.56
1.00000 0.37557 -0.12774 -0.00000 0.00 1.56
1.00000 0.37516 -0.12730 -0.00000 0.00 1.56
1.00000 0.37476 -0.12687 -0.00000 0.00 1.57
1.00000 0.37435 -0.12643 -0.00000 0.00 1.57
1.00000 0.37395 -0.12600 -0.00000 0.00 1.58
1.00000 0.37354 -0.12556 -0.00000 0.00 1.58
1.00000 0.37313 -0.12513 -0.00000 0.00 1.58
1.00000 0.37272 -0.12470 -0.00000 0.00 1.59
1.00000 0.37231 -0.12426 -0.00000 0.00 1.59
1.00000 0.37190 -0.12383 -0.00000 0.00 1.60
1.00000 0.37148 -0.12340 -0.00000 0.00 1.60
1.00000 0.37107 -0.12297 -0.00000 0.00 1.60
1.00000 0.37066 -0.12254 -0.00000 0.00 1.61
1.00000 0.37024 -0.12211 -0.00000 0.00 1.61
1.00000 0.36983 -0.12168 -0.00000 0.00 1.62
1.00000 0.36941 -0.12125 -0.00000 0.00 1.62
1.00000 0.36899 -0.12082 -0.00000 0.00 1.62
1.00000 0.36857 -0.12039 -0.00000 0.00 1.63
1.00000 0.36815 -0.11996 -0.00000 0.00 1.63
1.00000 0.36773 -0.11954 -0.00000 0.00 1.64
1.00000 0.36731 -0.11911 -0.00000 0.00 1.64
1.00000 0.36689 -0.11868 -0.00000 0.00 1.64
1.00000 0.36646 -0.11826 -0.00000 0.00 1.65
1.00000 0.36604 -0.11783 -0.00000 0.00 1.65
1.00000 0.36561 -0.11741 -0.00000 0.00 1.66
1.00000 0.36519 -0.11698 -0.00000 0.00 1.66
1.00000 0.36476 -0.11656 -0.00000 0.00 1.66
1.00000 0.36433 -0.11614 -0.00000 0.00 1.67
1.00000 0.36390 -0.11572 -0.00000 0.00 1.67
1.00000 0.36347 -0.11529 -0.00000 0.00 1.68
1.00000 0.36304 -0.11487 -0.00000 0.00 1.68
1.00000 0.36261 -0.11445 -0.00000 0.00 1.68
1.00000 0.36218 -0.11403 -0.00000 0.00 1.69
1.00000 0.36174 -0.11362 -0.00000 0.00 1.69
1.00000 0.36131 -0.11320 -0.00000 0.00 1.70
1.00000 0.36088 -0.11278 -0.00000 0.00 1.70
1.00000 0.36044 -0.11236 -0.00000 0.00 1.70
1.00000 0.36000 -0.11195 -0.00000 0.00 1.71
1.00000 0.35957 -0.11153 -0.00000 0.00 1.71
1.00000 0.35913 -0.11112 -0.00000 0.00 1.72
1.00000 0.35869 -0.11071 -0.00000 0.00 1.72
1.00000 0.35825 -0.11029 -0.00000 0.00 1.72
1.00000 0.35781 -0.10988 -0.00000 0.00 1.73
1.00000 0.35737 -0.10947 -0.00000 0.00 1.73
1.00000 0.35692 -0.10906 -0.00000 0.00 1.74
1.00000 0.35648 -0.10865 -0.00000 0.00 1.74
1.00000 0.35604 -0.10824 -0.00000 0.00 1.74
1.00000 0.35559 -0.10783 -0.00000 0.00 1.75
1.00000 0.35515 -0.10742 -0.00000 0.00 1.75
1.00000 0.35470 -0.10702 -0.00000 0.00 1.76
1.00000 0.35425 -0.10661 -0.00000 0.00 1.76
1.00000 0.35381 -0.10621 -0.00000 0.00 1.76
1.00000 0.35336 -0.10580 -0.00000 0.00 1.77
1.00000 0.35291 -0.10540 -0.00000 0.00 1.77
1.00000 0.35246 -0.10500 -0.00000 0.00 1.78
1.00000 0.35201 -0.10459 -0.00000 0.00 1.78
1.00000 0.35156 -0.10419 -0.00000 0.00 1.78
1.00000 0.35110 -0.10379 -0.00000 0.00 1.79
1.00000 0.35065 -0.10339 -0.00000 0.00 1.79
1.00000 0.35020 -0.10299 -0.00000 0.00 1.80
1.00000 0.34974 -0.10260 -0.00000 0.00 1.80
1.00000 0.34929 -0.10220 -0.00000 0.00 1.80
1.00000 0.34883 -0.10180 -0.00000 0.00 1.81
1.00000 0.34838 -0.10141 -0.00000 0.00 1.81
1.00000 0.34792 -0.10102 -0.00000 0.00 1.82
1.00000 0.34746 -0.10062 -0.00000 0.00 1.82
1.00000 0.34700 -0.10023 -0.00000 0.00 1.82
1.00000 0.34654 -0.09984 -0.00000 0.00 1.83
1.00000 0.34608 -0.09945 -0.00000 0.00 1.83
1.00000 0.34562 -0.09906 -0.00000 0.00 1.84
1.00000 0.34516 -0.09867 -0.00000 0.00 1.84
1.00000 0.34470 -0.09828 -0.00000 0.00 1.84
1.00000 0.34424 -0.09790 -0.00000 0.00 1.85
1.00000 0.34377 -0.09751 -0.00000 0.00 1.85
1.00000 0.34331 -0.09713 -0.00000 0.00 1.86
1.00000 0.34284 -0.09674 -0.00000 0.00 1.86
1.00000 0.34238 -0.09636 -0.00000 0.00 1.86
1.00000 0.34191 -0.09598 -0.00000 0.00 1.87
1.00000 0.34145 -0.09560 -0.00000 0.00 1.87
1.00000 0.34098 -0.09522 -0.00000 0.00 1.88
1.00000 0.34051 -0.09484 -0.00000 0.00 1.88
1.00000 0.34005 -0.09446 -0.00000 0.00 1.88
1.00000 0.33958 -0.09408 -0.00000 0.00 1.89
1.00000 0.33911 -0.09370 -0.00000 0.00 1.89
1.00000 0.33864 -0.09333 -0.00000 0.00 1.90
1.00000 0.33817 -0.09296 -0.00000 0.00 1.90
1.00000 0.33770 -0.09258 -0.00000 0.00 1.90
1.00000 0.33723 -0.09221 -0.00000 0.00 1.91
1.00000 0.33675 -0.09184 -0.00000 0.00 1.91
1.00000 0.33628 -0.09147 -0.00000 0.00 1.92
1.00000 0.33581 -0.09110 -0.00000 0.00 1.92
1.00000 0.33534 -0.09073 -0.00000 0.00 1.92
1.00000 0.33486 -0.09036 -0.00000 0.00 1.93
1.00000 0.33439 -0.09000 -0.00000 0.00 1.93
1.00000 0.33391 -0.08963 -0.00000 0.00 1.94
1.00000 0.33344 -0.08927 -0.00000 0.00 1.94
1.00000 0.33296 -0.08891 -0.00000 0.00 1.94
1.00000 0.33249 -0.08855 -0.00000 0.00 1.95
1.00000 0.33201 -0.08818 -0.00000 0.00 1.95
1.00000 0.33153 -0.08782 -0.00000 0.00 1.96
