# a0 a2 a4 a6 delta sigmaJ
1.00000 -0.09873 -0.04660 -0.00000 -47.52 1.00
1.00000 -0.09877 -0.04660 -0.00000 -47.40 1.00
1.00000 -0.09881 -0.04660 -0.00000 -47.28 1.00
1.00000 -0.09885 -0.04660 -0.00000 -47.16 1.00
1.00000 -0.09889 -0.04660 -0.00000 -47.04 1.00
1.00000 -0.09894 -0.04660 -0.00000 -46.92 1.00
1.00000 -0.09898 -0.04660 -0.00000 -46.80 1.00
1.00000 -0.09902 -0.04660 -0.00000 -46.68 1.00
1.00000 -0.09906 -0.04660 -0.00000 -46.56 1.00
1.00000 -0.09911 -0.04660 -0.00000 -46.44 1.00
1.00000 -0.09915 -0.04660 -0.00000 -46.32 1.00
1.00000 -0.09919 -0.04660 -0.00000 -46.20 1.00
1.00000 -0.09924 -0.04660 -0.00000 -46.08 1.00
1.00000 -0.09928 -0.04660 -0.00000 -45.96 1.00
1.00000 -0.09932 -0.04660 -0.00000 -45.84 1.00
1.00000 -0.09937 -0.04660 -0.00000 -45.72 1.00
1.00000 -0.09941 -0.04660 -0.00000 -45.60 1.00
1.00000 -0.09946 -0.04660 -0.00000 -45.48 1.00
1.00000 -0.09950 -0.04660 -0.00000 -45.36 1.00
1.00000 -0.09955 -0.04660 -0.00000 -45.24 1.00
1.00000 -0.09959 -0.04660 -0.00000 -45.12 1.00
1.00000 -0.09964 -0.04660 -0.00000 -45.00 1.00
1.00000 -0.09968 -0.04660 -0.00000 -44.88 1.00
1.00000 -0.09973 -0.04660 -0.00000 -44.76 1.00
1.00000 -0.09978 -0.04660 -0.00000 -44.64 1.00
1.00000 -0.09982 -0.04660 -0.00000 -44.52 1.00
1.00000 -0.09987 -0.04660 -0.00000 -44.40 1.00
1.00000 -0.09992 -0.04660 -0.00000 -44.28 1.00
1.00000 -0.09996 -0.04660 -0.00000 -44.16 1.00
1.00000 -0.10001 -0.04660 -0.00000 -44.04 1.00
1.00000 -0.10006 -0.04660 -0.00000 -43.92 1.00
1.00000 -0.10011 -0.04660 -0.00000 -43.80 1.00
1.00000 -0.10015 -0.04659 -0.00000 -43.68 1.00
1.00000 -0.10020 -0.04659 -0.00000 -43.56 1.00
1.00000 -0.10025 -0.04659 -0.00000 -43.44 1.00
1.00000 -0.10030 -0.04659 -0.00000 -43.32 1.00
1.00000 -0.10035 -0.04659 -0.00000 -43.20 1.00
1.00000 -0.10040 -0.04659 -0.00000 -43.08 1.00
1.00000 -0.10045 -0.04659 -0.00000 -42.96 1.00
1.00000 -0.10050 -0.04659 -0.00000 -42.84 1.00
1.00000 -0.10055 -0.04659 -0.00000 -42.72 1.00
1.00000 -0.10060 -0.04659 -0.00000 -42.60 1.00
1.00000 -0.10065 -0.04659 -0.00000 -42.48 1.00
1.00000 -0.10070 -0.04659 -0.00000 -42.36 1.00
1.00000 -0.10076 -0.04659 -0.00000 -42.24 1.00
1.00000 -0.10081 -0.04659 -0.00000 -42.12 1.00
1.00000 -0.10086 -0.04659 -0.00000 -42.00 1.00
1.00000 -0.10091 -0.04659 -0.00000 -41.88 1.00
1.00000 -0.10096 -0.04659 -0.00000 -41.76 1.00
1.00000 -0.10102 -0.04659 -0.00000 -41.64 1.00
1.00000 -0.10107 -0.04659 -0.00000 -41.52 1.00
1.00000 -0.10112 -0.04659 -0.00000 -41.40 1.00
1.00000 -0.10118 -0.04659 -0.00000 -41.28 1.00
1.00000 -0.10123 -0.04659 -0.00000 -41.16 1.00
1.00000 -0.10129 -0.04659 -0.00000 -41.04 1.00
1.00000 -0.10134 -0.04659 -0.00000 -40.92 1.00
1.00000 -0.10140 -0.04659 -0.00000 -40.80 1.00
1.00000 -0.10145 -0.04659 -0.00000 -40.68 1.00
1.00000 -0.10151 -0.04659 -0.00000 -40.56 1.00
1.00000 -0.10157 -0.04659 -0.00000 -40.44 1.00
1.00000 -0.10162 -0.04659 -0.00000 -40.32 1.00
1.00000 -0.10168 -0.04659 -0.00000 -40.20 1.00
1.00000 -0.10174 -0.04659 -0.00000 -40.08 1.00
1.00000 -0.10179 -0.04659 -0.00000 -39.96 1.00
1.00000 -0.10185 -0.04659 -0.00000 -39.84 1.00
1.00000 -0.10191 -0.04659 -0.00000 -39.72 1.00
1.00000 -0.10197 -0.04659 -0.00000 -39.60 1.00
1.00000 -0.10203 -0.04659 -0.00000 -39.48 1.00
1.00000 -0.10209 -0.04659 -0.00000 -39.36 1.00
1.00000 -0.10215 -0.04659 -0.00000 -39.24 1.00
1.00000 -0.10221 -0.04659 -0.00000 -39.12 1.00
1.00000 -0.10227 -0.04659 -0.00000 -39.00 1.00
1.00000 -0.10233 -0.04659 -0.00000 -38.88 1.00
1.00000 -0.10239 -0.04659 -0.00000 -38.76 1.00
1.00000 -0.10245 -0.04659 -0.00000 -38.64 1.00
1.00000 -0.10251 -0.04659 -0.00000 -38.52 1.00
1.00000 -0.10257 -0.04659 -0.00000 -38.40 1.00
1.00000 -0.10264 -0.04659 -0.00000 -38.28 1.00
1.00000 -0.10270 -0.04659 -0.00000 -38.16 1.00
1.00000 -0.10276 -0.04659 -0.00000 -38.04 1.00
1.00000 -0.10283 -0.04659 -0.00000 -37.92 1.00
1.00000 -0.10289 -0.04659 -0.00000 -37.80 1.00
1.00000 -0.10296 -0.04659 -0.00000 -37.68 1.00
1.00000 -0.10302 -0.04659 -0.00000 -37.56 1.00
1.00000 -0.10309 -0.04659 -0.00000 -37.44 1.00
1.00000 -0.10315 -0.04659 -0.00000 -37.32 1.00
1.00000 -0.10322 -0.04659 -0.00000 -37.20 1.00
1.00000 -0.10329 -0.04659 -0.00000 -37.08 1.00
1.00000 -0.10335 -0.04659 -0.00000 -36.96 1.00
1.00000 -0.10342 -0.04658 -0.00000 -36.84 1.00
1.00000 -0.10349 -0.04658 -0.00000 -36.72 1.00
1.00000 -0.10356 -0.04658 -0.00000 -36.60 1.00
1.00000 -0.10363 -0.04658 -0.00000 -36.48 1.00
1.00000 -0.10369 -0.04658 -0.00000 -36.36 1.00
1.00000 -0.10376 -0.04658 -0.00000 -36.24 1.00
1.00000 -0.10383 -0.04658 -0.00000 -36.12 1.00
1.00000 -0.10391 -0.04658 -0.00000 -36.00 1.00
1.00000 -0.10398 -0.04658 -0.00000 -35.88 1.00
1.00000 -0.10405 -0.04658 -0.00000 -35.76 1.00
1.00000 -0.10412 -0.04658 -0.00000 -35.64 1.00
1.00000 -0.10419 -0.04658 -0.00000 -35.52 1.00
1.00000 -0.10427 -0.04658 -0.00000 -35.40 1.00
1.00000 -0.10434 -0.04658 -0.00000 -35.28 1.00
1.00000 -0.10441 -0.04658 -0.00000 -35.16 1.00
1.00000 -0.10449 -0.04658 -0.00000 -35.04 1.00
1.00000 -0.10456 -0.04658 -0.00000 -34.92 1.00
1.00000 -0.10464 -0.04658 -0.00000 -34.80 1.00
1.00000 -0.10471 -0.04658 -0.00000 -34.68 1.00
1.00000 -0.10479 -0.04658 -0.00000 -34.56 1.00
1.00000 -0.10487 -0.04658 -0.00000 -34.44 1.00
1.00000 -0.10495 -0.04658 -0.00000 -34.32 1.00
1.00000 -0.10502 -0.04658 -0.00000 -34.20 1.00
1.00000 -0.10510 -0.04658 -0.00000 -34.08 1.00
1.00000 -0.10518 -0.04658 -0.00000 -33.96 1.00
1.00000 -0.10526 -0.04658 -0.00000 -33.84 1.00
1.00000 -0.10534 -0.04658 -0.00000 -33.72 1.00
1.00000 -0.10542 -0.04658 -0.00000 -33.60 1.00
1.00000 -0.10551 -0.04658 -0.00000 -33.48 1.00
1.00000 -0.10559 -0.04658 -0.00000 -33.36 1.00
1.00000 -0.10567 -0.04658 -0.00000 -33.24 1.00
1.00000 -0.10575 -0.04658 -0.00000 -33.12 1.00
1.00000 -0.10584 -0.04658 -0.00000 -33.00 1.00
1.00000 -0.10592 -0.04658 -0.00000 -32.88 1.00
1.00000 -0.10601 -0.04658 -0.00000 -32.76 1.00
1.00000 -0.10609 -0.04658 -0.00000 -32.64 1.00
1.00000 -0.10618 -0.04658 -0.00000 -32.52 1.00
1.00000 -0.10627 -0.04657 -0.00000 -32.40 1.00
1.00000 -0.10635 -0.04657 -0.00000 -32.28 1.00
1.00000 -0.10644 -0.04657 -0.00000 -32.16 1.00
1.00000 -0.10653 -0.04657 -0.00000 -32.04 1.00
1.00000 -0.10662 -0.04657 -0.00000 -31.92 1.00
1.00000 -0.10671 -0.04657 -0.00000 -31.80 1.00
1.00000 -0.10680 -0.04657 -0.00000 -31.68 1.00
1.00000 -0.10689 -0.04657 -0.00000 -31.56 1.00
1.00000 -0.10698 -0.04657 -0.00000 -31.44 1.00
1.00000 -0.10708 -0.04657 -0.00000 -31.32 1.00
1.00000 -0.10717 -0.04657 -0.00000 -31.20 1.00
1.00000 -0.10727 -0.04657 -0.00000 -31.08 1.00
1.00000 -0.10736 -0.04657 -0.00000 -30.96 1.00
1.00000 -0.10746 -0.04657 -0.00000 -30.84 1.00
1.00000 -0.10755 -0.04657 -0.00000 -30.72 1.00
1.00000 -0.10765 -0.04657 -0.00000 -30.60 1.00
1.00000 -0.10775 -0.04657 -0.00000 -30.48 1.00
1.00000 -0.10785 -0.04657 -0.00000 -30.36 1.00
1.00000 -0.10795 -0.04657 -0.00000 -30.24 1.00
1.00000 -0.10805 -0.04657 -0.00000 -30.12 1.00
1.00000 -0.10815 -0.04657 -0.00000 -30.00 1.00
1.00000 -0.10825 -0.04657 -0.00000 -29.88 1.00
1.00000 -0.10835 -0.04657 -0.00000 -29.76 1.00
1.00000 -0.10846 -0.04657 -0.00000 -29.64 1.00
1.00000 -0.10856 -0.04657 -0.00000 -29.52 1.00
1.00000 -0.10867 -0.04657 -0.00000 -29.40 1.00
1.00000 -0.10877 -0.04656 -0.00000 -29.28 1.00
1.00000 -0.10888 -0.04656 -0.00000 -29.16 1.00
1.00000 -0.10899 -0.04656 -0.00000 -29.04 1.00
1.00000 -0.10910 -0.04656 -0.00000 -28.92 1.00
1.00000 -0.10920 -0.04656 -0.00000 -28.80 1.00
1.00000 -0.10932 -0.04656 -0.00000 -28.68 1.00
1.00000 -0.10943 -0.04656 -0.00000 -28.56 1.00
1.00000 -0.10954 -0.04656 -0.00000 -28.44 1.00
1.00000 -0.10965 -0.04656 -0.00000 -28.32 1.00
1.00000 -0.10977 -0.04656 -0.00000 -28.20 1.00
1.00000 -0.10988 -0.04656 -0.00000 -28.08 1.00
1.00000 -0.11000 -0.04656 -0.00000 -27.96 1.00
1.00000 -0.11011 -0.04656 -0.00000 -27.84 1.00
1.00000 -0.11023 -0.04656 -0.00000 -27.72 1.00
1.00000 -0.11035 -0.04656 -0.00000 -27.60 1.00
1.00000 -0.11047 -0.04656 -0.00000 -27.48 1.00
1.00000 -0.11059 -0.04656 -0.00000 -27.36 1.00
1.00000 -0.11071 -0.04656 -0.00000 -27.24 1.00
1.00000 -0.11084 -0.04656 -0.00000 -27.12 1.00
1.00000 -0.11096 -0.04656 -0.00000 -27.00 1.00
1.00000 -0.11109 -0.04655 -0.00000 -26.88 1.00
1.00000 -0.11121 -0.04655 -0.00000 -26.76 1.00
1.00000 -0.11134 -0.04655 -0.00000 -26.64 1.00
1.00000 -0.11147 -0.04655 -0.00000 -26.52 1.00
1.00000 -0.11160 -0.04655 -0.00000 -26.40 1.00
1.00000 -0.11173 -0.04655 -0.00000 -26.28 1.00
1.00000 -0.11186 -0.04655 -0.00000 -26.16 1.00
1.00000 -0.11200 -0.04655 -0.00000 -26.04 1.00
1.00000 -0.11213 -0.04655 -0.00000 -25.92 1.00
1.00000 -0.11227 -0.04655 -0.00000 -25.80 1.00
1.00000 -0.11240 -0.04655 -0.00000 -25.68 1.00
1.00000 -0.11254 -0.04655 -0.00000 -25.56 1.00
1.00000 -0.11268 -0.04655 -0.00000 -25.44 1.00
1.00000 -0.11282 -0.04655 -0.00000 -25.32 1.00
1.00000 -0.11296 -0.04655 -0.00000 -25.20 1.00
1.00000 -0.11311 -0.04655 -0.00000 -25.08 1.00
1.00000 -0.11325 -0.04654 -0.00000 -24.96 1.00
1.00000 -0.11340 -0.04654 -0.00000 -24.84 1.00
1.00000 -0.11355 -0.04654 -0.00000 -24.72 1.00
1.00000 -0.11370 -0.04654 -0.00000 -24.60 1.00
1.00000 -0.11385 -0.04654 -0.00000 -24.48 1.00
1.00000 -0.11400 -0.04654 -0.00000 -24.36 1.00
1.00000 -0.11415 -0.04654 -0.00000 -24.24 1.00
1.00000 -0.11431 -0.04654 -0.00000 -24.12 1.00
1.00000 -0.11446 -0.04654 -0.00000 -24.00 1.00
1.00000 -0.11462 -0.04654 -0.00000 -23.88 1.00
1.00000 -0.11478 -0.04654 -0.00000 -23.76 1.00
1.00000 -0.11494 -0.04654 -0.00000 -23.64 1.00
1.00000 -0.11510 -0.04654 -0.00000 -23.52 1.00
1.00000 -0.11527 -0.04653 -0.00000 -23.40 1.00
1.00000 -0.11543 -0.04653 -0.00000 -23.28 1.00
1.00000 -0.11560 -0.04653 -0.00000 -23.16 1.00
1.00000 -0.11577 -0.04653 -0.00000 -23.04 1.00
1.00000 -0.11594 -0.04653 -0.00000 -22.92 1.00
1.00000 -0.11611 -0.04653 -0.00000 -22.80 1.00
1.00000 -0.11629 -0.04653 -0.00000 -22.68 1.00
1.00000 -0.11646 -0.04653 -0.00000 -22.56 1.00
1.00000 -0.11664 -0.04653 -0.00000 -22.44 1.00
1.00000 -0.11682 -0.04653 -0.00000 -22.32 1.00
1.00000 -0.11700 -0.04652 -0.00000 -22.20 1.00
1.00000 -0.11719 -0.04652 -0.00000 -22.08 1.00
1.00000 -0.11737 -0.04652 -0.00000 -21.96 1.00
1.00000 -0.11756 -0.04652 -0.00000 -21.84 1.00
1.00000 -0.11775 -0.04652 -0.00000 -21.72 1.00
1.00000 -0.11794 -0.04652 -0.00000 -21.60 1.00
1.00000 -0.11814 -0.04652 -0.00000 -21.48 1.00
1.00000 -0.11833 -0.04652 -0.00000 -21.36 1.00
1.00000 -0.11853 -0.04652 -0.00000 -21.24 1.00
1.00000 -0.11873 -0.04652 -0.00000 -21.12 1.00
1.00000 -0.11894 -0.04651 -0.00000 -21.00 1.00
1.00000 -0.11914 -0.04651 -0.00000 -20.88 1.00
1.00000 -0.11935 -0.04651 -0.00000 -20.76 1.00
1.00000 -0.11956 -0.04651 -0.00000 -20.64 1.00
1.00000 -0.11977 -0.04651 -0.00000 -20.52 1.00
1.00000 -0.11998 -0.04651 -0.00000 -20.40 1.00
1.00000 -0.12020 -0.04651 -0.00000 -20.28 1.00
1.00000 -0.12042 -0.04650 -0.00000 -20.16 1.00
1.00000 -0.12064 -0.04650 -0.00000 -20.04 1.00
1.00000 -0.12086 -0.04650 -0.00000 -19.92 1.00
1.00000 -0.12109 -0.04650 -0.00000 -19.80 1.00
1.00000 -0.12132 -0.04650 -0.00000 -19.68 1.00
1.00000 -0.12155 -0.04650 -0.00000 -19.56 1.00
1.00000 -0.12179 -0.04650 -0.00000 -19.44 1.00
1.00000 -0.12203 -0.04649 -0.00000 -19.32 1.00
1.00000 -0.12227 -0.04649 -0.00000 -19.20 1.00
1.00000 -0.12251 -0.04649 -0.00000 -19.08 1.00
1.00000 -0.12276 -0.04649 -0.00000 -18.96 1.00
1.00000 -0.12301 -0.04649 -0.00000 -18.84 1.00
1.00000 -0.12326 -0.04649 -0.00000 -18.72 1.00
1.00000 -0.12352 -0.04648 -0.00000 -18.60 1.00
1.00000 -0.12378 -0.04648 -0.00000 -18.48 1.00
1.00000 -0.12404 -0.04648 -0.00000 -18.36 1.00
1.00000 -0.12431 -0.04648 -0.00000 -18.24 1.00
1.00000 -0.12458 -0.04648 -0.00000 -18.12 1.00
1.00000 -0.12485 -0.04648 -0.00000 -18.00 1.00
1.00000 -0.12512 -0.04647 -0.00000 -17.88 1.00
1.00000 -0.12540 -0.04647 -0.00000 -17.76 1.00
1.00000 -0.12569 -0.04647 -0.00000 -17.64 1.00
1.00000 -0.12598 -0.04647 -0.00000 -17.52 1.00
1.00000 -0.12627 -0.04647 -0.00000 -17.40 1.00
1.00000 -0.12656 -0.04646 -0.00000 -17.28 1.00
1.00000 -0.12686 -0.04646 -0.00000 -17.16 1.00
1.00000 -0.12716 -0.04646 -0.00000 -17.04 1.00
1.00000 -0.12747 -0.04646 -0.00000 -16.92 1.00
1.00000 -0.12778 -0.04645 -0.00000 -16.80 1.00
1.00000 -0.12810 -0.04645 -0.00000 -16.68 1.00
1.00000 -0.12842 -0.04645 -0.00000 -16.56 1.00
1.00000 -0.12874 -0.04645 -0.00000 -16.44 1.00
1.00000 -0.12907 -0.04644 -0.00000 -16.32 1.00
1.00000 -0.12941 -0.04644 -0.00000 -16.20 1.00
1.00000 -0.12974 -0.04644 -0.00000 -16.08 1.00
1.00000 -0.13009 -0.04644 -0.00000 -15.96 1.00
1.00000 -0.13044 -0.04643 -0.00000 -15.84 1.00
1.00000 -0.13079 -0.04643 -0.00000 -15.72 1.00
1.00000 -0.13115 -0.04643 -0.00000 -15.60 1.00
1.00000 -0.13151 -0.04643 -0.00000 -15.48 1.00
1.00000 -0.13188 -0.04642 -0.00000 -15.36 1.00
1.00000 -0.13226 -0.04642 -0.00000 -15.24 1.00
1.00000 -0.13264 -0.04642 -0.00000 -15.12 1.00
1.00000 -0.13302 -0.04641 -0.00000 -15.00 1.00
1.00000 -0.13342 -0.04641 -0.00000 -14.88 1.00
1.00000 -0.13382 -0.04641 -0.00000 -14.76 1.00
1.00000 -0.13422 -0.04640 -0.00000 -14.64 1.00
1.00000 -0.13463 -0.04640 -0.00000 -14.52 1.00
1.00000 -0.13505 -0.04640 -0.00000 -14.40 1.00
1.00000 -0.13547 -0.04639 -0.00000 -14.28 1.00
1.00000 -0.13591 -0.04639 -0.00000 -14.16 1.00
1.00000 -0.13634 -0.04638 -0.00000 -14.04 1.00
1.00000 -0.13679 -0.04638 -0.00000 -13.92 1.00
1.00000 -0.13724 -0.04638 -0.00000 -13.80 1.00
1.00000 -0.13770 -0.04637 -0.00000 -13.68 1.00
1.00000 -0.13817 -0.04637 -0.00000 -13.56 1.00
1.00000 -0.13865 -0.04636 -0.00000 -13.44 1.00
1.00000 -0.13913 -0.04636 -0.00000 -13.32 1.00
1.00000 -0.13962 -0.04635 -0.00000 -13.20 1.00
1.00000 -0.14013 -0.04635 -0.00000 -13.08 1.00
1.00000 -0.14063 -0.04634 -0.00000 -12.96 1.00
1.00000 -0.14115 -0.04634 -0.00000 -12.84 1.00
1.00000 -0.14168 -0.04633 -0.00000 -12.72 1.00
1.00000 -0.14222 -0.04633 -0.00000 -12.60 1.00
1.00000 -0.14277 -0.04632 -0.00000 -12.48 1.00
1.00000 -0.14332 -0.04632 -0.00000 -12.36 1.00
1.00000 -0.14389 -0.04631 -0.00000 -12.24 1.00
1.00000 -0.14447 -0.04630 -0.00000 -12.12 1.00
1.00000 -0.14506 -0.04630 -0.00000 -12.00 1.00
1.00000 -0.14566 -0.04629 -0.00000 -11.88 1.00
1.00000 -0.14627 -0.04628 -0.00000 -11.76 1.00
1.00000 -0.14689 -0.04628 -0.00000 -11.64 1.00
1.00000 -0.14753 -0.04627 -0.00000 -11.52 1.00
1.00000 -0.14818 -0.04626 -0.00000 -11.40 1.00
1.00000 -0.14884 -0.04626 -0.00000 -11.28 1.00
1.00000 -0.14951 -0.04625 -0.00000 -11.16 1.00
1.00000 -0.15020 -0.04624 -0.00000 -11.04 1.00
1.00000 -0.15090 -0.04623 -0.00000 -10.92 1.00
1.00000 -0.15162 -0.04622 -0.00000 -10.80 1.00
1.00000 -0.15235 -0.04621 -0.00000 -10.68 1.00
1.00000 -0.15310 -0.04620 -0.00000 -10.56 1.00
1.00000 -0.15386 -0.04620 -0.00000 -10.44 1.00
1.00000 -0.15464 -0.04619 -0.00000 -10.32 1.00
1.00000 -0.15543 -0.04618 -0.00000 -10.20 1.00
1.00000 -0.15625 -0.04616 -0.00000 -10.08 1.00
1.00000 -0.15708 -0.04615 -0.00000 -9.96 1.00
1.00000 -0.15793 -0.04614 -0.00000 -9.84 1.00
1.00000 -0.15880 -0.04613 -0.00000 -9.72 1.00
1.00000 -0.15969 -0.04612 -0.00000 -9.60 1.00
1.00000 -0.16059 -0.04611 -0.00000 -9.48 1.00
1.00000 -0.16153 -0.04609 -0.00000 -9.36 1.00
1.00000 -0.16248 -0.04608 -0.00000 -9.24 1.00
1.00000 -0.16345 -0.04607 -0.00000 -9.12 1.00
1.00000 -0.16445 -0.04605 -0.00000 -9.00 1.00
1.00000 -0.16548 -0.04604 -0.00000 -8.88 1.00
1.00000 -0.16653 -0.04602 -0.00000 -8.76 1.00
1.00000 -0.16760 -0.04600 -0.00000 -8.64 1.00
1.00000 -0.16870 -0.04599 -0.00000 -8.52 1.00
1.00000 -0.16983 -0.04597 -0.00000 -8.40 1.00
1.00000 -0.17099 -0.04595 -0.00000 -8.28 1.00
1.00000 -0.17218 -0.04593 -0.00000 -8.16 1.00
1.00000 -0.17341 -0.04591 -0.00000 -8.04 1.00
1.00000 -0.17466 -0.04589 -0.00000 -7.92 1.00
1.00000 -0.17595 -0.04587 -0.00000 -7.80 1.00
