# a0 a2 a4 a6 delta sigmaJ
1.00000 -0.03289 0.07333 -0.00000 -54.72 3.00
1.00000 -0.03293 0.07333 -0.00000 -54.60 3.00
1.00000 -0.03297 0.07333 -0.00000 -54.48 3.00
1.00000 -0.03301 0.07333 -0.00000 -54.36 3.00
1.00000 -0.03305 0.07333 -0.00000 -54.24 3.00
1.00000 -0.03309 0.07333 -0.00000 -54.12 3.00
1.00000 -0.03313 0.07333 -0.00000 -54.00 3.00
1.00000 -0.03317 0.07333 -0.00000 -53.88 3.00
1.00000 -0.03321 0.07333 -0.00000 -53.76 3.00
1.00000 -0.03325 0.07333 -0.00000 -53.64 3.00
1.00000 -0.03329 0.07333 -0.00000 -53.52 3.00
1.00000 -0.03333 0.07333 -0.00000 -53.40 3.00
1.00000 -0.03337 0.07333 -0.00000 -53.28 3.00
1.00000 -0.03341 0.07333 -0.00000 -53.16 3.00
1.00000 -0.03346 0.07333 -0.00000 -53.04 3.00
1.00000 -0.03350 0.07333 -0.00000 -52.92 3.00
1.00000 -0.03354 0.07333 -0.00000 -52.80 3.00
1.00000 -0.03358 0.07333 -0.00000 -52.68 3.00
1.00000 -0.03362 0.07333 -0.00000 -52.56 3.00
1.00000 -0.03367 0.07333 -0.00000 -52.44 3.00
1.00000 -0.03371 0.07333 -0.00000 -52.32 3.00
1.00000 -0.03375 0.07333 -0.00000 -52.20 3.00
1.00000 -0.03379 0.07333 -0.00000 -52.08 3.00
1.00000 -0.03384 0.07333 -0.00000 -51.96 3.00
1.00000 -0.03388 0.07333 -0.00000 -51.84 3.00
1.00000 -0.03392 0.07333 -0.00000 -51.72 3.00
1.00000 -0.03397 0.07333 -0.00000 -51.60 3.00
1.00000 -0.03401 0.07333 -0.00000 -51.48 3.00
1.00000 -0.03406 0.07333 -0.00000 -51.36 3.00
1.00000 -0.03410 0.07333 -0.00000 -51.24 3.00
1.00000 -0.03415 0.07333 -0.00000 -51.12 3.00
1.00000 -0.03419 0.07333 -0.00000 -51.00 3.00
1.00000 -0.03424 0.07333 -0.00000 -50.88 3.00
1.00000 -0.03428 0.07333 -0.00000 -50.76 3.00
1.00000 -0.03433 0.07333 -0.00000 -50.64 3.00
1.00000 -0.03437 0.07333 -0.00000 -50.52 3.00
1.00000 -0.03442 0.07333 -0.00000 -50.40 3.00
1.00000 -0.03446 0.07333 -0.00000 -50.28 3.00
1.00000 -0.03451 0.07333 -0.00000 -50.16 3.00
1.00000 -0.03456 0.07333 -0.00000 -50.04 3.00
1.00000 -0.03460 0.07333 -0.00000 -49.92 3.00
1.00000 -0.03465 0.07333 -0.00000 -49.80 3.00
1.00000 -0.03470 0.07333 -0.00000 -49.68 3.00
1.00000 -0.03475 0.07333 -0.00000 -49.56 3.00
1.00000 -0.03479 0.07333 -0.00000 -49.44 3.00
1.00000 -0.03484 0.07333 -0.00000 -49.32 3.00
1.00000 -0.03489 0.07333 -0.00000 -49.20 3.00
1.00000 -0.03494 0.07333 -0.00000 -49.08 3.00
1.00000 -0.03499 0.07333 -0.00000 -48.96 3.00
1.00000 -0.03504 0.07333 -0.00000 -48.84 3.00
1.00000 -0.03508 0.07333 -0.00000 -48.72 3.00
1.00000 -0.03513 0.07333 -0.00000 -48.60 3.00
1.00000 -0.03518 0.07333 -0.00000 -48.48 3.00
1.00000 -0.03523 0.07333 -0.00000 -48.36 3.00
1.00000 -0.03528 0.07333 -0.00000 -48.24 3.00
1.00000 -0.03533 0.07333 -0.00000 -48.12 3.00
1.00000 -0.03538 0.07333 -0.00000 -48.00 3.00
1.00000 -0.03544 0.07333 -0.00000 -47.88 3.00
1.00000 -0.03549 0.07333 -0.00000 -47.76 3.00
1.00000 -0.03554 0.07333 -0.00000 -47.64 3.00
1.00000 -0.03559 0.07333 -0.00000 -47.52 3.00
1.00000 -0.03564 0.07333 -0.00000 -47.40 3.00
1.00000 -0.03569 0.07333 -0.00000 -47.28 3.00
1.00000 -0.03575 0.07333 -0.00000 -47.16 3.00
1.00000 -0.03580 0.07333 -0.00000 -47.04 3.00
1.00000 -0.03585 0.07333 -0.00000 -46.92 3.00
1.00000 -0.03591 0.07333 -0.00000 -46.80 3.00
1.00000 -0.03596 0.07333 -0.00000 -46.68 3.00
1.00000 -0.03601 0.07333 -0.00000 -46.56 3.00
1.00000 -0.03607 0.07332 -0.00000 -46.44 3.00
1.00000 -0.03612 0.07332 -0.00000 -46.32 3.00
1.00000 -0.03618 0.07332 -0.00000 -46.20 3.00
1.00000 -0.03623 0.07332 -0.00000 -46.08 3.00
1.00000 -0.03629 0.07332 -0.00000 -45.96 3.00
1.00000 -0.03634 0.07332 -0.00000 -45.84 3.00
1.00000 -0.03640 0.07332 -0.00000 -45.72 3.00
1.00000 -0.03645 0.07332 -0.00000 -45.60 3.00
1.00000 -0.03651 0.07332 -0.00000 -45.48 3.00
1.00000 -0.03657 0.07332 -0.00000 -45.36 3.00
1.00000 -0.03662 0.07332 -0.00000 -45.24 3.00
1.00000 -0.03668 0.07332 -0.00000 -45.12 3.00
1.00000 -0.03674 0.07332 -0.00000 -45.00 3.00
1.00000 -0.03680 0.07332 -0.00000 -44.88 3.00
1.00000 -0.03685 0.07332 -0.00000 -44.76 3.00
1.00000 -0.03691 0.07332 -0.00000 -44.64 3.00
1.00000 -0.03697 0.07332 -0.00000 -44.52 3.00
1.00000 -0.03703 0.07332 -0.00000 -44.40 3.00
1.00000 -0.03709 0.07332 -0.00000 -44.28 3.00
1.00000 -0.03715 0.07332 -0.00000 -44.16 3.00
1.00000 -0.03721 0.07332 -0.00000 -44.04 3.00
1.00000 -0.03727 0.07332 -0.00000 -43.92 3.00
1.00000 -0.03733 0.07332 -0.00000 -43.80 3.00
1.00000 -0.03739 0.07332 -0.00000 -43.68 3.00
1.00000 -0.03745 0.07332 -0.00000 -43.56 3.00
1.00000 -0.03752 0.07332 -0.00000 -43.44 3.00
1.00000 -0.03758 0.07332 -0.00000 -43.32 3.00
1.00000 -0.03764 0.07332 -0.00000 -43.20 3.00
1.00000 -0.03770 0.07332 -0.00000 -43.08 3.00
1.00000 -0.03777 0.07332 -0.00000 -42.96 3.00
1.00000 -0.03783 0.07332 -0.00000 -42.84 3.00
1.00000 -0.03789 0.07332 -0.00000 -42.72 3.00
1.00000 -0.03796 0.07332 -0.00000 -42.60 3.00
1.00000 -0.03802 0.07332 -0.00000 -42.48 3.00
1.00000 -0.03809 0.07332 -0.00000 -42.36 3.00
1.00000 -0.03815 0.07332 -0.00000 -42.24 3.00
1.00000 -0.03822 0.07332 -0.00000 -42.12 3.00
1.00000 -0.03829 0.07332 -0.00000 -42.00 3.00
1.00000 -0.03835 0.07332 -0.00000 -41.88 3.00
1.00000 -0.03842 0.07332 -0.00000 -41.76 3.00
1.00000 -0.03849 0.07332 -0.00000 -41.64 3.00
1.00000 -0.03855 0.07332 -0.00000 -41.52 3.00
1.00000 -0.03862 0.07332 -0.00000 -41.40 3.00
1.00000 -0.03869 0.07332 -0.00000 -41.28 3.00
1.00000 -0.03876 0.07332 -0.00000 -41.16 3.00
1.00000 -0.03883 0.07332 -0.00000 -41.04 3.00
1.00000 -0.03890 0.07332 -0.00000 -40.92 3.00
1.00000 -0.03897 0.07331 -0.00000 -40.80 3.00
1.00000 -0.03904 0.07331 -0.00000 -40.68 3.00
1.00000 -0.03911 0.07331 -0.00000 -40.56 3.00
1.00000 -0.03918 0.07331 -0.00000 -40.44 3.00
1.00000 -0.03925 0.07331 -0.00000 -40.32 3.00
1.00000 -0.03932 0.07331 -0.00000 -40.20 3.00
1.00000 -0.03940 0.07331 -0.00000 -40.08 3.00
1.00000 -0.03947 0.07331 -0.00000 -39.96 3.00
1.00000 -0.03954 0.07331 -0.00000 -39.84 3.00
1.00000 -0.03962 0.07331 -0.00000 -39.72 3.00
1.00000 -0.03969 0.07331 -0.00000 -39.60 3.00
1.00000 -0.03977 0.07331 -0.00000 -39.48 3.00
1.00000 -0.03984 0.07331 -0.00000 -39.36 3.00
1.00000 -0.03992 0.07331 -0.00000 -39.24 3.00
1.00000 -0.03999 0.07331 -0.00000 -39.12 3.00
1.00000 -0.04007 0.07331 -0.00000 -39.00 3.00
1.00000 -0.04015 0.07331 -0.00000 -38.88 3.00
1.00000 -0.04023 0.07331 -0.00000 -38.76 3.00
1.00000 -0.04030 0.07331 -0.00000 -38.64 3.00
1.00000 -0.04038 0.07331 -0.00000 -38.52 3.00
1.00000 -0.04046 0.07331 -0.00000 -38.40 3.00
1.00000 -0.04054 0.07331 -0.00000 -38.28 3.00
1.00000 -0.04062 0.07331 -0.00000 -38.16 3.00
1.00000 -0.04070 0.07331 -0.00000 -38.04 3.00
1.00000 -0.04078 0.07331 -0.00000 -37.92 3.00
1.00000 -0.04086 0.07331 -0.00000 -37.80 3.00
1.00000 -0.04095 0.07331 -0.00000 -37.68 3.00
1.00000 -0.04103 0.07331 -0.00000 -37.56 3.00
1.00000 -0.04111 0.07331 -0.00000 -37.44 3.00
1.00000 -0.04120 0.07331 -0.00000 -37.32 3.00
1.00000 -0.04128 0.07331 -0.00000 -37.20 3.00
1.00000 -0.04137 0.07331 -0.00000 -37.08 3.00
1.00000 -0.04145 0.07331 -0.00000 -36.96 3.00
1.00000 -0.04154 0.07330 -0.00000 -36.84 3.00
1.00000 -0.04162 0.07330 -0.00000 -36.72 3.00
1.00000 -0.04171 0.07330 -0.00000 -36.60 3.00
1.00000 -0.04180 0.07330 -0.00000 -36.48 3.00
1.00000 -0.04189 0.07330 -0.00000 -36.36 3.00
1.00000 -0.04198 0.07330 -0.00000 -36.24 3.00
1.00000 -0.04206 0.07330 -0.00000 -36.12 3.00
1.00000 -0.04215 0.07330 -0.00000 -36.00 3.00
1.00000 -0.04225 0.07330 -0.00000 -35.88 3.00
1.00000 -0.04234 0.07330 -0.00000 -35.76 3.00
1.00000 -0.04243 0.07330 -0.00000 -35.64 3.00
1.00000 -0.04252 0.07330 -0.00000 -35.52 3.00
1.00000 -0.04261 0.07330 -0.00000 -35.40 3.00
1.00000 -0.04271 0.07330 -0.00000 -35.28 3.00
1.00000 -0.04280 0.07330 -0.00000 -35.16 3.00
1.00000 -0.04290 0.07330 -0.00000 -35.04 3.00
1.00000 -0.04299 0.07330 -0.00000 -34.92 3.00
1.00000 -0.04309 0.07330 -0.00000 -34.80 3.00
1.00000 -0.04319 0.07330 -0.00000 -34.68 3.00
1.00000 -0.04328 0.07330 -0.00000 -34.56 3.00
1.00000 -0.04338 0.07330 -0.00000 -34.44 3.00
1.00000 -0.04348 0.07330 -0.00000 -34.32 3.00
1.00000 -0.04358 0.07330 -0.00000 -34.20 3.00
1.00000 -0.04368 0.07330 -0.00000 -34.08 3.00
1.00000 -0.04378 0.07330 -0.00000 -33.96 3.00
1.00000 -0.04388 0.07329 -0.00000 -33.84 3.00
1.00000 -0.04399 0.07329 -0.00000 -33.72 3.00
1.00000 -0.04409 0.07329 -0.00000 -33.60 3.00
1.00000 -0.04419 0.07329 -0.00000 -33.48 3.00
1.00000 -0.04430 0.07329 -0.00000 -33.36 3.00
1.00000 -0.04440 0.07329 -0.00000 -33.24 3.00
1.00000 -0.04451 0.07329 -0.00000 -33.12 3.00
1.00000 -0.04462 0.07329 -0.00000 -33.00 3.00
1.00000 -0.04473 0.07329 -0.00000 -32.88 3.00
1.00000 -0.04483 0.07329 -0.00000 -32.76 3.00
1.00000 -0.04494 0.07329 -0.00000 -32.64 3.00
1.00000 -0.04505 0.07329 -0.00000 -32.52 3.00
1.00000 -0.04517 0.07329 -0.00000 -32.40 3.00
1.00000 -0.04528 0.07329 -0.00000 -32.28 3.00
1.00000 -0.04539 0.07329 -0.00000 -32.16 3.00
1.00000 -0.04550 0.07329 -0.00000 -32.04 3.00
1.00000 -0.04562 0.07329 -0.00000 -31.92 3.00
1.00000 -0.04573 0.07329 -0.00000 -31.80 3.00
1.00000 -0.04585 0.07329 -0.00000 -31.68 3.00
1.00000 -0.04597 0.07329 -0.00000 -31.56 3.00
1.00000 -0.04609 0.07328 -0.00000 -31.44 3.00
1.00000 -0.04620 0.07328 -0.00000 -31.32 3.00
1.00000 -0.04632 0.07328 -0.00000 -31.20 3.00
1.00000 -0.04644 0.07328 -0.00000 -31.08 3.00
1.00000 -0.04657 0.07328 -0.00000 -30.96 3.00
1.00000 -0.04669 0.07328 -0.00000 -30.84 3.00
1.00000 -0.04681 0.07328 -0.00000 -30.72 3.00
1.00000 -0.04694 0.07328 -0.00000 -30.60 3.00
1.00000 -0.04706 0.07328 -0.00000 -30.48 3.00
1.00000 -0.04719 0.07328 -0.00000 -30.36 3.00
1.00000 -0.04732 0.07328 -0.00000 -30.24 3.00
1.00000 -0.04745 0.07328 -0.00000 -30.12 3.00
1.00000 -0.04758 0.07328 -0.00000 -30.00 3.00
1.00000 -0.04771 0.07328 -0.00000 -29.88 3.00
1.00000 -0.04784 0.07328 -0.00000 -29.76 3.00
1.00000 -0.04797 0.07328 -0.00000 -29.64 3.00
1.00000 -0.04810 0.07327 -0.00000 -29.52 3.00
1.00000 -0.04824 0.07327 -0.00000 -29.40 3.00
1.00000 -0.04837 0.07327 -0.00000 -29.28 3.00
1.00000 -0.04851 0.07327 -0.00000 -29.16 3.00
1.00000 -0.04865 0.07327 -0.00000 -29.04 3.00
1.00000 -0.04879 0.07327 -0.00000 -28.92 3.00
1.00000 -0.04893 0.07327 -0.00000 -28.80 3.00
1.00000 -0.04907 0.07327 -0.00000 -28.68 3.00
1.00000 -0.04922 0.07327 -0.00000 -28.56 3.00
1.00000 -0.04936 0.07327 -0.00000 -28.44 3.00
1.00000 -0.04950 0.07327 -0.00000 -28.32 3.00
1.00000 -0.04965 0.07327 -0.00000 -28.20 3.00
1.00000 -0.04980 0.07327 -0.00000 -28.08 3.00
1.00000 -0.04995 0.07327 -0.00000 -27.96 3.00
1.00000 -0.05010 0.07326 -0.00000 -27.84 3.00
1.00000 -0.05025 0.07326 -0.00000 -27.72 3.00
1.00000 -0.05040 0.07326 -0.00000 -27.60 3.00
1.00000 -0.05056 0.07326 -0.00000 -27.48 3.00
1.00000 -0.05071 0.07326 -0.00000 -27.36 3.00
1.00000 -0.05087 0.07326 -0.00000 -27.24 3.00
1.00000 -0.05103 0.07326 -0.00000 -27.12 3.00
1.00000 -0.05119 0.07326 -0.00000 -27.00 3.00
1.00000 -0.05135 0.07326 -0.00000 -26.88 3.00
1.00000 -0.05151 0.07326 -0.00000 -26.76 3.00
1.00000 -0.05168 0.07326 -0.00000 -26.64 3.00
1.00000 -0.05184 0.07325 -0.00000 -26.52 3.00
1.00000 -0.05201 0.07325 -0.00000 -26.40 3.00
1.00000 -0.05218 0.07325 -0.00000 -26.28 3.00
1.00000 -0.05235 0.07325 -0.00000 -26.16 3.00
1.00000 -0.05252 0.07325 -0.00000 -26.04 3.00
1.00000 -0.05270 0.07325 -0.00000 -25.92 3.00
1.00000 -0.05287 0.07325 -0.00000 -25.80 3.00
1.00000 -0.05305 0.07325 -0.00000 -25.68 3.00
1.00000 -0.05323 0.07325 -0.00000 -25.56 3.00
1.00000 -0.05341 0.07325 -0.00000 -25.44 3.00
1.00000 -0.05359 0.07324 -0.00000 -25.32 3.00
1.00000 -0.05377 0.07324 -0.00000 -25.20 3.00
1.00000 -0.05396 0.07324 -0.00000 -25.08 3.00
1.00000 -0.05414 0.07324 -0.00000 -24.96 3.00
1.00000 -0.05433 0.07324 -0.00000 -24.84 3.00
1.00000 -0.05452 0.07324 -0.00000 -24.72 3.00
1.00000 -0.05472 0.07324 -0.00000 -24.60 3.00
1.00000 -0.05491 0.07324 -0.00000 -24.48 3.00
1.00000 -0.05511 0.07324 -0.00000 -24.36 3.00
1.00000 -0.05531 0.07323 -0.00000 -24.24 3.00
1.00000 -0.05551 0.07323 -0.00000 -24.12 3.00
1.00000 -0.05571 0.07323 -0.00000 -24.00 3.00
1.00000 -0.05591 0.07323 -0.00000 -23.88 3.00
1.00000 -0.05612 0.07323 -0.00000 -23.76 3.00
1.00000 -0.05633 0.07323 -0.00000 -23.64 3.00
1.00000 -0.05654 0.07323 -0.00000 -23.52 3.00
1.00000 -0.05675 0.07323 -0.00000 -23.40 3.00
1.00000 -0.05697 0.07322 -0.00000 -23.28 3.00
1.00000 -0.05718 0.07322 -0.00000 -23.16 3.00
1.00000 -0.05740 0.07322 -0.00000 -23.04 3.00
1.00000 -0.05763 0.07322 -0.00000 -22.92 3.00
1.00000 -0.05785 0.07322 -0.00000 -22.80 3.00
1.00000 -0.05808 0.07322 -0.00000 -22.68 3.00
1.00000 -0.05831 0.07322 -0.00000 -22.56 3.00
1.00000 -0.05854 0.07321 -0.00000 -22.44 3.00
1.00000 -0.05877 0.07321 -0.00000 -22.32 3.00
1.00000 -0.05901 0.07321 -0.00000 -22.20 3.00
1.00000 -0.05925 0.07321 -0.00000 -22.08 3.00
1.00000 -0.05949 0.07321 -0.00000 -21.96 3.00
1.00000 -0.05973 0.07321 -0.00000 -21.84 3.00
1.00000 -0.05998 0.07320 -0.00000 -21.72 3.00
1.00000 -0.06023 0.07320 -0.00000 -21.60 3.00
1.00000 -0.06048 0.07320 -0.00000 -21.48 3.00
1.00000 -0.06074 0.07320 -0.00000 -21.36 3.00
1.00000 -0.06099 0.07320 -0.00000 -21.24 3.00
1.00000 -0.06126 0.07319 -0.00000 -21.12 3.00
1.00000 -0.06152 0.07319 -0.00000 -21.00 3.00
1.00000 -0.06179 0.07319 -0.00000 -20.88 3.00
1.00000 -0.06206 0.07319 -0.00000 -20.76 3.00
1.00000 -0.06233 0.07319 -0.00000 -20.64 3.00
1.00000 -0.06261 0.07319 -0.00000 -20.52 3.00
1.00000 -0.06289 0.07318 -0.00000 -20.40 3.00
1.00000 -0.06317 0.07318 -0.00000 -20.28 3.00
1.00000 -0.06346 0.07318 -0.00000 -20.16 3.00
1.00000 -0.06375 0.07318 -0.00000 -20.04 3.00
1.00000 -0.06404 0.07317 -0.00000 -19.92 3.00
1.00000 -0.06434 0.07317 -0.00000 -19.80 3.00
1.00000 -0.06464 0.07317 -0.00000 -19.68 3.00
1.00000 -0.06494 0.07317 -0.00000 -19.56 3.00
1.00000 -0.06525 0.07317 -0.00000 -19.44 3.00
1.00000 -0.06556 0.07316 -0.00000 -19.32 3.00
1.00000 -0.06588 0.07316 -0.00000 -19.20 3.00
1.00000 -0.06620 0.07316 -0.00000 -19.08 3.00
1.00000 -0.06652 0.07316 -0.00000 -18.96 3.00
1.00000 -0.06685 0.07315 -0.00000 -18.84 3.00
1.00000 -0.06718 0.07315 -0.00000 -18.72 3.00
1.00000 -0.06752 0.07315 -0.00000 -18.60 3.00
1.00000 -0.06786 0.07314 -0.00000 -18.48 3.00
1.00000 -0.06820 0.07314 -0.00000 -18.36 3.00
1.00000 -0.06855 0.07314 -0.00000 -18.24 3.00
1.00000 -0.06891 0.07314 -0.00000 -18.12 3.00
1.00000 -0.06927 0.07313 -0.00000 -18.00 3.00
1.00000 -0.06963 0.07313 -0.00000 -17.88 3.00
1.00000 -0.07000 0.07313 -0.00000 -17.76 3.00
1.00000 -0.07037 0.07312 -0.00000 -17.64 3.00
1.00000 -0.07075 0.07312 -0.00000 -17.52 3.00
1.00000 -0.07114 0.07312 -0.00000 -17.40 3.00
1.00000 -0.07153 0.07311 -0.00000 -17.28 3.00
1.00000 -0.07192 0.07311 -0.00000 -17.16 3.00
1.00000 -0.07232 0.07311 -0.00000 -17.04 3.00
1.00000 -0.07273 0.07310 -0.00000 -16.92 3.00
1.00000 -0.07314 0.07310 -0.00000 -16.80 3.00
1.00000 -0.07356 0.07310 -0.00000 -16.68 3.00
1.00000 -0.07398 0.07309 -0.00000 -16.56 3.00
1.00000 -0.07441 0.07309 -0.00000 -16.44 3.00
1.00000 -0.07485 0.07308 -0.00000 -16.32 3.00
1.00000 -0.07529 0.07308 -0.00000 -16.20 3.00
1.00000 -0.07574 0.07308 -0.00000 -16.08 3.00
1.00000 -0.07620 0.07307 -0.00000 -15.96 3.00
1.00000 -0.07666 0.07307 -0.00000 -15.84 3.00
1.00000 -0.07713 0.07306 -0.00000 -15.72 3.00
1.00000 -0.07761 0.07306 -0.00000 -15.60 3.00
1.00000 -0.07809 0.07305 -0.00000 -15.48 3.00
1.00000 -0.07858 0.07305 -0.00000 -15.36 3.00
1.00000 -0.07908 0.07304 -0.00000 -15.24 3.00
1.00000 -0.07959 0.07304 -0.00000 -15.12 3.00
1.00000 -0.08011 0.07303 -0.00000 -15.00 3.00
1.00000 -0.08063 0.07303 -0.00000 -14.88 3.00
1.00000 -0.08116 0.07302 -0.00000 -14.76 3.00
1.00000 -0.08170 0.07302 -0.00000 -14.64 3.00
1.00000 -0.08225 0.07301 -0.00000 -14.52 3.00
1.00000 -0.08281 0.07301 -0.00000 -14.40 3.00
1.00000 -0.08338 0.07300 -0.00000 -14.28 3.00
1.00000 -0.08396 0.07299 -0.00000 -14.16 3.00
1.00000 -0.08455 0.07299 -0.00000 -14.04 3.00
1.00000 -0.08515 0.07298 -0.00000 -13.92 3.00
1.00000 -0.08576 0.07298 -0.00000 -13.80 3.00
1.00000 -0.08638 0.07297 -0.00000 -13.68 3.00
1.00000 -0.08701 0.07296 -0.00000 -13.56 3.00
1.00000 -0.08765 0.07295 -0.00000 -13.44 3.00
1.00000 -0.08830 0.07295 -0.00000 -13.32 3.00
1.00000 -0.08896 0.07294 -0.00000 -13.20 3.00
1.00000 -0.08964 0.07293 -0.00000 -13.08 3.00
1.00000 -0.09033 0.07292 -0.00000 -12.96 3.00
1.00000 -0.09103 0.07292 -0.00000 -12.84 3.00
1.00000 -0.09175 0.07291 -0.00000 -12.72 3.00
1.00000 -0.09247 0.07290 -0.00000 -12.60 3.00
1.00000 -0.09322 0.07289 -0.00000 -12.48 3.00
1.00000 -0.09397 0.07288 -0.00000 -12.36 3.00
1.00000 -0.09475 0.07287 -0.00000 -12.24 3.00
1.00000 -0.09553 0.07286 -0.00000 -12.12 3.00
1.00000 -0.09633 0.07285 -0.00000 -12.00 3.00
1.00000 -0.09715 0.07284 -0.00000 -11.88 3.00
1.00000 -0.09799 0.07283 -0.00000 -11.76 3.00
1.00000 -0.09884 0.07282 -0.00000 -11.64 3.00
1.00000 -0.09971 0.07281 -0.00000 -11.52 3.00
1.00000 -0.10060 0.07280 -0.00000 -11.40 3.00
1.00000 -0.10150 0.07279 -0.00000 -11.28 3.00
1.00000 -0.10243 0.07277 -0.00000 -11.16 3.00
1.00000 -0.10337 0.07276 -0.00000 -11.04 3.00
1.00000 -0.10434 0.07275 -0.00000 -10.92 3.00
1.00000 -0.10533 0.07274 -0.00000 -10.80 3.00
1.00000 -0.10633 0.07272 -0.00000 -10.68 3.00
1.00000 -0.10737 0.07271 -0.00000 -10.56 3.00
1.00000 -0.10842 0.07269 -0.00000 -10.44 3.00
1.00000 -0.10950 0.07268 -0.00000 -10.32 3.00
1.00000 -0.11060 0.07266 -0.00000 -10.20 3.00
1.00000 -0.11173 0.07264 -0.00000 -10.08 3.00
1.00000 -0.11289 0.07263 -0.00000 -9.96 3.00
1.00000 -0.11407 0.07261 -0.00000 -9.84 3.00
1.00000 -0.11529 0.07259 -0.00000 -9.72 3.00
1.00000 -0.11653 0.07257 -0.00000 -9.60 3.00
1.00000 -0.11780 0.07255 -0.00000 -9.48 3.00
1.00000 -0.11911 0.07253 -0.00000 -9.36 3.00
1.00000 -0.12045 0.07251 -0.00000 -9.24 3.00
1.00000 -0.12182 0.07249 -0.00000 -9.12 3.00
1.00000 -0.12323 0.07246 -0.00000 -9.00 3.00
1.00000 -0.12468 0.07244 -0.00000 -8.88 3.00
1.00000 -0.12617 0.07242 -0.00000 -8.76 3.00
1.00000 -0.12769 0.07239 -0.00000 -8.64 3.00
1.00000 -0.12926 0.07236 -0.00000 -8.52 3.00
1.00000 -0.13087 0.07233 -0.00000 -8.40 3.00
1.00000 -0.13253 0.07230 -0.00000 -8.28 3.00
1.00000 -0.13423 0.07227 -0.00000 -8.16 3.00
1.00000 -0.13599 0.07224 -0.00000 -8.04 3.00
1.00000 -0.13779 0.07221 -0.00000 -7.92 3.00
1.00000 -0.13965 0.07217 -0.00000 -7.80 3.00
1.00000 -0.14157 0.07214 -0.00000 -7.68 3.00
1.00000 -0.14354 0.07210 -0.00000 -7.56 3.00
1.00000 -0.14558 0.07206 -0.00000 -7.44 3.00
1.00000 -0.14768 0.07201 -0.00000 -7.32 3.00
1.00000 -0.14984 0.07197 -0.00000 -7.20 3.00
1.00000 -0.15208 0.07192 -0.00000 -7.08 3.00
1.00000 -0.15439 0.07188 -0.00000 -6.96 3.00
1.00000 -0.15678 0.07182 -0.00000 -6.84 3.00
1.00000 -0.15926 0.07177 -0.00000 -6.72 3.00
1.00000 -0.16181 0.07171 -0.00000 -6.60 3.00
1.00000 -0.16446 0.07165 -0.00000 -6.48 3.00
1.00000 -0.16720 0.07159 -0.00000 -6.36 3.00
1.00000 -0.17004 0.07152 -0.00000 -6.24 3.00
1.00000 -0.17299 0.07145 -0.00000 -6.12 3.00
