# a0 a2 a4 a6 delta sigmaJ
1.00000 -0.32495 0.00000 0.00000 -60.00 0.50
1.00000 -0.32492 0.00000 0.00000 -59.88 0.50
1.00000 -0.32489 0.00000 0.00000 -59.76 0.50
1.00000 -0.32486 0.00000 0.00000 -59.64 0.50
1.00000 -0.32483 0.00000 0.00000 -59.52 0.50
1.00000 -0.32480 0.00000 0.00000 -59.40 0.50
1.00000 -0.32477 0.00000 0.00000 -59.28 0.50
1.00000 -0.32473 0.00000 0.00000 -59.16 0.50
1.00000 -0.32470 0.00000 0.00000 -59.04 0.50
1.00000 -0.32467 0.00000 0.00000 -58.92 0.50
1.00000 -0.32464 0.00000 0.00000 -58.80 0.50
1.00000 -0.32461 0.00000 0.00000 -58.68 0.50
1.00000 -0.32457 0.00000 0.00000 -58.56 0.50
1.00000 -0.32454 0.00000 0.00000 -58.44 0.50
1.00000 -0.32451 0.00000 0.00000 -58.32 0.50
1.00000 -0.32448 0.00000 0.00000 -58.20 0.50
1.00000 -0.32444 0.00000 0.00000 -58.08 0.50
1.00000 -0.32441 0.00000 0.00000 -57.96 0.50
1.00000 -0.32438 0.00000 0.00000 -57.84 0.50
1.00000 -0.32435 0.00000 0.00000 -57.72 0.50
1.00000 -0.32431 0.00000 0.00000 -57.60 0.50
1.00000 -0.32428 0.00000 0.00000 -57.48 0.50
1.00000 -0.32425 0.00000 0.00000 -57.36 0.50
1.00000 -0.32421 0.00000 0.00000 -57.24 0.50
1.00000 -0.32418 0.00000 0.00000 -57.12 0.50
1.00000 -0.32414 0.00000 0.00000 -57.00 0.50
1.00000 -0.32411 0.00000 0.00000 -56.88 0.50
1.00000 -0.32408 0.00000 0.00000 -56.76 0.50
1.00000 -0.32404 0.00000 0.00000 -56.64 0.50
1.00000 -0.32401 0.00000 0.00000 -56.52 0.50
1.00000 -0.32397 0.00000 0.00000 -56.40 0.50
1.00000 -0.32394 0.00000 0.00000 -56.28 0.50
1.00000 -0.32390 0.00000 0.00000 -56.16 0.50
1.00000 -0.32387 0.00000 0.00000 -56.04 0.50
1.00000 -0.32383 0.00000 0.00000 -55.92 0.50
1.00000 -0.32380 0.00000 0.00000 -55.80 0.50
1.00000 -0.32376 0.00000 0.00000 -55.68 0.50
1.00000 -0.32372 0.00000 0.00000 -55.56 0.50
1.00000 -0.32369 0.00000 0.00000 -55.44 0.50
1.00000 -0.32365 0.00000 0.00000 -55.32 0.50
1.00000 -0.32362 0.00000 0.00000 -55.20 0.50
1.00000 -0.32358 0.00000 0.00000 -55.08 0.50
1.00000 -0.32354 0.00000 0.00000 -54.96 0.50
1.00000 -0.32351 0.00000 0.00000 -54.84 0.50
1.00000 -0.32347 0.00000 0.00000 -54.72 0.50
1.00000 -0.32343 0.00000 0.00000 -54.60 0.50
1.00000 -0.32340 0.00000 0.00000 -54.48 0.50
1.00000 -0.32336 0.00000 0.00000 -54.36 0.50
1.00000 -0.32332 0.00000 0.00000 -54.24 0.50
1.00000 -0.32328 0.00000 0.00000 -54.12 0.50
1.00000 -0.32325 0.00000 0.00000 -54.00 0.50
1.00000 -0.32321 0.00000 0.00000 -53.88 0.50
1.00000 -0.32317 0.00000 0.00000 -53.76 0.50
1.00000 -0.32313 0.00000 0.00000 -53.64 0.50
1.00000 -0.32309 0.00000 0.00000 -53.52 0.50
1.00000 -0.32305 0.00000 0.00000 -53.40 0.50
1.00000 -0.32301 0.00000 0.00000 -53.28 0.50
1.00000 -0.32298 0.00000 0.00000 -53.16 0.50
1.00000 -0.32294 0.00000 0.00000 -53.04 0.50
1.00000 -0.32290 0.00000 0.00000 -52.92 0.50
1.00000 -0.32286 0.00000 0.00000 -52.80 0.50
1.00000 -0.32282 0.00000 0.00000 -52.68 0.50
1.00000 -0.32278 0.00000 0.00000 -52.56 0.50
1.00000 -0.32274 0.00000 0.00000 -52.44 0.50
1.00000 -0.32270 0.00000 0.00000 -52.32 0.50
1.00000 -0.32266 0.00000 0.00000 -52.20 0.50
1.00000 -0.32262 0.00000 0.00000 -52.08 0.50
1.00000 -0.32257 0.00000 0.00000 -51.96 0.50
1.00000 -0.32253 0.00000 0.00000 -51.84 0.50
1.00000 -0.32249 0.00000 0.00000 -51.72 0.50
1.00000 -0.32245 0.00000 0.00000 -51.60 0.50
1.00000 -0.32241 0.00000 0.00000 -51.48 0.50
1.00000 -0.32237 0.00000 0.00000 -51.36 0.50
1.00000 -0.32233 0.00000 0.00000 -51.24 0.50
