-180.000000 1.000000 -0.204980 -0.164541 0.000000 1.500000 4 1 2 4
-179.900000 1.000000 -0.204981 -0.164541 0.000000 1.500000 4 1 2 4
-179.800000 1.000000 -0.204983 -0.164541 0.000000 1.500000 4 1 2 4
-179.700000 1.000000 -0.204984 -0.164541 0.000000 1.500000 4 1 2 4
-179.600000 1.000000 -0.204986 -0.164541 0.000000 1.500000 4 1 2 4
-179.500000 1.000000 -0.204988 -0.164541 0.000000 1.500000 4 1 2 4
-179.400000 1.000000 -0.204989 -0.164541 0.000000 1.500000 4 1 2 4
-179.300000 1.000000 -0.204991 -0.164541 0.000000 1.500000 4 1 2 4
-179.200000 1.000000 -0.204992 -0.164541 0.000000 1.500000 4 1 2 4
-179.100000 1.000000 -0.204994 -0.164541 0.000000 1.500000 4 1 2 4
-179.000000 1.000000 -0.204995 -0.164541 0.000000 1.500000 4 1 2 4
-178.900000 1.000000 -0.204997 -0.164541 0.000000 1.500000 4 1 2 4
-178.800000 1.000000 -0.204999 -0.164541 0.000000 1.500000 4 1 2 4
-178.700000 1.000000 -0.205000 -0.164541 0.000000 1.500000 4 1 2 4
-178.600000 1.000000 -0.205002 -0.164541 0.000000 1.500000 4 1 2 4
-178.500000 1.000000 -0.205003 -0.164541 0.000000 1.500000 4 1 2 4
-178.400000 1.000000 -0.205005 -0.164541 0.000000 1.500000 4 1 2 4
-178.300000 1.000000 -0.205007 -0.164541 0.000000 1.500000 4 1 2 4
-178.200000 1.000000 -0.205008 -0.164541 0.000000 1.500000 4 1 2 4
-178.100000 1.000000 -0.205010 -0.164541 0.000000 1.500000 4 1 2 4
-178.000000 1.000000 -0.205011 -0.164541 0.000000 1.500000 4 1 2 4
-177.900000 1.000000 -0.205013 -0.164541 0.000000 1.500000 4 1 2 4
-177.800000 1.000000 -0.205015 -0.164541 0.000000 1.500000 4 1 2 4
-177.700000 1.000000 -0.205016 -0.164541 0.000000 1.500000 4 1 2 4
-177.600000 1.000000 -0.205018 -0.164541 0.000000 1.500000 4 1 2 4
-177.500000 1.000000 -0.205019 -0.164541 0.000000 1.500000 4 1 2 4
-177.400000 1.000000 -0.205021 -0.164541 0.000000 1.500000 4 1 2 4
-177.300000 1.000000 -0.205023 -0.164541 0.000000 1.500000 4 1 2 4
-177.200000 1.000000 -0.205024 -0.164541 0.000000 1.500000 4 1 2 4
-177.100000 1.000000 -0.205026 -0.164541 0.000000 1.500000 4 1 2 4
-177.000000 1.000000 -0.205027 -0.164541 0.000000 1.500000 4 1 2 4
-176.900000 1.000000 -0.205029 -0.164541 0.000000 1.500000 4 1 2 4
-176.800000 1.000000 -0.205031 -0.164541 0.000000 1.500000 4 1 2 4
-176.700000 1.000000 -0.205032 -0.164541 0.000000 1.500000 4 1 2 4
-176.600000 1.000000 -0.205034 -0.164541 0.000000 1.500000 4 1 2 4
-176.500000 1.000000 -0.205036 -0.164541 0.000000 1.500000 4 1 2 4
-176.400000 1.000000 -0.205037 -0.164541 0.000000 1.500000 4 1 2 4
-176.300000 1.000000 -0.205039 -0.164541 0.000000 1.500000 4 1 2 4
-176.200000 1.000000 -0.205040 -0.164541 0.000000 1.500000 4 1 2 4
-176.100000 1.000000 -0.205042 -0.164541 0.000000 1.500000 4 1 2 4
-176.000000 1.000000 -0.205044 -0.164541 0.000000 1.500000 4 1 2 4
-175.900000 1.000000 -0.205045 -0.164541 0.000000 1.500000 4 1 2 4
-175.800000 1.000000 -0.205047 -0.164541 0.000000 1.500000 4 1 2 4
-175.700000 1.000000 -0.205049 -0.164541 0.000000 1.500000 4 1 2 4
-175.600000 1.000000 -0.205050 -0.164541 0.000000 1.500000 4 1 2 4
-175.500000 1.000000 -0.205052 -0.164541 0.000000 1.500000 4 1 2 4
-175.400000 1.000000 -0.205054 -0.164541 0.000000 1.500000 4 1 2 4
-175.300000 1.000000 -0.205055 -0.164541 0.000000 1.500000 4 1 2 4
-175.200000 1.000000 -0.205057 -0.164541 0.000000 1.500000 4 1 2 4
-175.100000 1.000000 -0.205058 -0.164541 0.000000 1.500000 4 1 2 4
-175.000000 1.000000 -0.205060 -0.164541 0.000000 1.500000 4 1 2 4
-174.900000 1.000000 -0.205062 -0.164541 0.000000 1.500000 4 1 2 4
-174.800000 1.000000 -0.205063 -0.164541 0.000000 1.500000 4 1 2 4
-174.700000 1.000000 -0.205065 -0.164541 0.000000 1.500000 4 1 2 4
-174.600000 1.000000 -0.205067 -0.164541 0.000000 1.500000 4 1 2 4
-174.500000 1.000000 -0.205068 -0.164541 0.000000 1.500000 4 1 2 4
-174.400000 1.000000 -0.205070 -0.164541 0.000000 1.500000 4 1 2 4
-174.300000 1.000000 -0.205072 -0.164541 0.000000 1.500000 4 1 2 4
