# a0 a2 a4 a6 delta sigmaJ
1.00000 -0.14373 0.02835 -0.00000 -60.00 2.00
1.00000 -0.14371 0.02835 -0.00000 -59.88 2.00
1.00000 -0.14368 0.02835 -0.00000 -59.76 2.00
1.00000 -0.14365 0.02835 -0.00000 -59.64 2.00
1.00000 -0.14362 0.02835 -0.00000 -59.52 2.00
1.00000 -0.14359 0.02835 -0.00000 -59.40 2.00
1.00000 -0.14356 0.02835 -0.00000 -59.28 2.00
1.00000 -0.14354 0.02835 -0.00000 -59.16 2.00
1.00000 -0.14351 0.02835 -0.00000 -59.04 2.00
1.00000 -0.14348 0.02835 -0.00000 -58.92 2.00
1.00000 -0.14345 0.02835 -0.00000 -58.80 2.00
1.00000 -0.14342 0.02835 -0.00000 -58.68 2.00
1.00000 -0.14339 0.02835 -0.00000 -58.56 2.00
1.00000 -0.14336 0.02835 -0.00000 -58.44 2.00
1.00000 -0.14333 0.02835 -0.00000 -58.32 2.00
1.00000 -0.14330 0.02835 -0.00000 -58.20 2.00
1.00000 -0.14327 0.02835 -0.00000 -58.08 2.00
1.00000 -0.14324 0.02835 -0.00000 -57.96 2.00
1.00000 -0.14321 0.02835 -0.00000 -57.84 2.00
1.00000 -0.14318 0.02835 -0.00000 -57.72 2.00
1.00000 -0.14315 0.02835 -0.00000 -57.60 2.00
1.00000 -0.14312 0.02835 -0.00000 -57.48 2.00
1.00000 -0.14309 0.02835 -0.00000 -57.36 2.00
1.00000 -0.14306 0.02835 -0.00000 -57.24 2.00
1.00000 -0.14303 0.02835 -0.00000 -57.12 2.00
1.00000 -0.14300 0.02835 -0.00000 -57.00 2.00
1.00000 -0.14297 0.02835 -0.00000 -56.88 2.00
1.00000 -0.14294 0.02835 -0.00000 -56.76 2.00
1.00000 -0.14290 0.02835 -0.00000 -56.64 2.00
1.00000 -0.14287 0.02835 -0.00000 -56.52 2.00
1.00000 -0.14284 0.02835 -0.00000 -56.40 2.00
1.00000 -0.14281 0.02835 -0.00000 -56.28 2.00
1.00000 -0.14278 0.02835 -0.00000 -56.16 2.00
1.00000 -0.14275 0.02835 -0.00000 -56.04 2.00
1.00000 -0.14271 0.02835 -0.00000 -55.92 2.00
1.00000 -0.14268 0.02835 -0.00000 -55.80 2.00
1.00000 -0.14265 0.02835 -0.00000 -55.68 2.00
1.00000 -0.14262 0.02835 -0.00000 -55.56 2.00
1.00000 -0.14258 0.02835 -0.00000 -55.44 2.00
1.00000 -0.14255 0.02835 -0.00000 -55.32 2.00
1.00000 -0.14252 0.02835 -0.00000 -55.20 2.00
1.00000 -0.14248 0.02835 -0.00000 -55.08 2.00
1.00000 -0.14245 0.02835 -0.00000 -54.96 2.00
1.00000 -0.14242 0.02835 -0.00000 -54.84 2.00
1.00000 -0.14238 0.02835 -0.00000 -54.72 2.00
1.00000 -0.14235 0.02835 -0.00000 -54.60 2.00
1.00000 -0.14232 0.02835 -0.00000 -54.48 2.00
1.00000 -0.14228 0.02835 -0.00000 -54.36 2.00
1.00000 -0.14225 0.02835 -0.00000 -54.24 2.00
1.00000 -0.14221 0.02835 -0.00000 -54.12 2.00
1.00000 -0.14218 0.02835 -0.00000 -54.00 2.00
1.00000 -0.14215 0.02835 -0.00000 -53.88 2.00
1.00000 -0.14211 0.02835 -0.00000 -53.76 2.00
1.00000 -0.14208 0.02835 -0.00000 -53.64 2.00
1.00000 -0.14204 0.02835 -0.00000 -53.52 2.00
1.00000 -0.14201 0.02835 -0.00000 -53.40 2.00
1.00000 -0.14197 0.02835 -0.00000 -53.28 2.00
1.00000 -0.14193 0.02835 -0.00000 -53.16 2.00
1.00000 -0.14190 0.02835 -0.00000 -53.04 2.00
1.00000 -0.14186 0.02835 -0.00000 -52.92 2.00
1.00000 -0.14183 0.02835 -0.00000 -52.80 2.00
1.00000 -0.14179 0.02835 -0.00000 -52.68 2.00
1.00000 -0.14175 0.02835 -0.00000 -52.56 2.00
1.00000 -0.14172 0.02835 -0.00000 -52.44 2.00
1.00000 -0.14168 0.02835 -0.00000 -52.32 2.00
1.00000 -0.14164 0.02835 -0.00000 -52.20 2.00
1.00000 -0.14161 0.02835 -0.00000 -52.08 2.00
1.00000 -0.14157 0.02835 -0.00000 -51.96 2.00
1.00000 -0.14153 0.02835 -0.00000 -51.84 2.00
1.00000 -0.14149 0.02835 -0.00000 -51.72 2.00
1.00000 -0.14146 0.02835 -0.00000 -51.60 2.00
1.00000 -0.14142 0.02835 -0.00000 -51.48 2.00
1.00000 -0.14138 0.02835 -0.00000 -51.36 2.00
1.00000 -0.14134 0.02835 -0.00000 -51.24 2.00
1.00000 -0.14130 0.02835 -0.00000 -51.12 2.00
1.00000 -0.14127 0.02835 -0.00000 -51.00 2.00
1.00000 -0.14123 0.02835 -0.00000 -50.88 2.00
