# a0 a2 a4 a6 delta sigmaJ
1.00000 0.05355 0.10275 -0.00000 -60.00 1.50
1.00000 0.05351 0.10275 -0.00000 -59.88 1.50
1.00000 0.05347 0.10275 -0.00000 -59.76 1.50
1.00000 0.05344 0.10275 -0.00000 -59.64 1.50
1.00000 0.05340 0.10275 -0.00000 -59.52 1.50
1.00000 0.05336 0.10275 -0.00000 -59.40 1.50
1.00000 0.05332 0.10275 -0.00000 -59.28 1.50
1.00000 0.05329 0.10275 -0.00000 -59.16 1.50
1.00000 0.05325 0.10275 -0.00000 -59.04 1.50
1.00000 0.05321 0.10275 -0.00000 -58.92 1.50
1.00000 0.05317 0.10275 -0.00000 -58.80 1.50
1.00000 0.05313 0.10275 -0.00000 -58.68 1.50
1.00000 0.05309 0.10275 -0.00000 -58.56 1.50
1.00000 0.05305 0.10275 -0.00000 -58.44 1.50
1.00000 0.05301 0.10275 -0.00000 -58.32 1.50
1.00000 0.05298 0.10275 -0.00000 -58.20 1.50
1.00000 0.05294 0.10275 -0.00000 -58.08 1.50
1.00000 0.05290 0.10275 -0.00000 -57.96 1.50
1.00000 0.05286 0.10275 -0.00000 -57.84 1.50
1.00000 0.05282 0.10275 -0.00000 -57.72 1.50
1.00000 0.05278 0.10275 -0.00000 -57.60 1.50
1.00000 0.05274 0.10275 -0.00000 -57.48 1.50
1.00000 0.05270 0.10275 -0.00000 -57.36 1.50
1.00000 0.05265 0.10275 -0.00000 -57.24 1.50
1.00000 0.05261 0.10275 -0.00000 -57.12 1.50
1.00000 0.05257 0.10275 -0.00000 -57.00 1.50
1.00000 0.05253 0.10275 -0.00000 -56.88 1.50
1.00000 0.05249 0.10275 -0.00000 -56.76 1.50
1.00000 0.05245 0.10275 -0.00000 -56.64 1.50
1.00000 0.05241 0.10275 -0.00000 -56.52 1.50
1.00000 0.05236 0.10275 -0.00000 -56.40 1.50
1.00000 0.05232 0.10275 -0.00000 -56.28 1.50
1.00000 0.05228 0.10275 -0.00000 -56.16 1.50
1.00000 0.05224 0.10275 -0.00000 -56.04 1.50
1.00000 0.05220 0.10275 -0.00000 -55.92 1.50
1.00000 0.05215 0.10275 -0.00000 -55.80 1.50
1.00000 0.05211 0.10275 -0.00000 -55.68 1.50
1.00000 0.05207 0.10275 -0.00000 -55.56 1.50
1.00000 0.05202 0.10275 -0.00000 -55.44 1.50
1.00000 0.05198 0.10274 -0.00000 -55.32 1.50
1.00000 0.05194 0.10274 -0.00000 -55.20 1.50
1.00000 0.05189 0.10274 -0.00000 -55.08 1.50
1.00000 0.05185 0.10274 -0.00000 -54.96 1.50
1.00000 0.05180 0.10274 -0.00000 -54.84 1.50
1.00000 0.05176 0.10274 -0.00000 -54.72 1.50
1.00000 0.05171 0.10274 -0.00000 -54.60 1.50
1.00000 0.05167 0.10274 -0.00000 -54.48 1.50
1.00000 0.05162 0.10274 -0.00000 -54.36 1.50
1.00000 0.05158 0.10274 -0.00000 -54.24 1.50
1.00000 0.05153 0.10274 -0.00000 -54.12 1.50
1.00000 0.05149 0.10274 -0.00000 -54.00 1.50
1.00000 0.05144 0.10274 -0.00000 -53.88 1.50
1.00000 0.05140 0.10274 -0.00000 -53.76 1.50
1.00000 0.05135 0.10274 -0.00000 -53.64 1.50
1.00000 0.05130 0.10274 -0.00000 -53.52 1.50
1.00000 0.05126 0.10274 -0.00000 -53.40 1.50
1.00000 0.05121 0.10274 -0.00000 -53.28 1.50
1.00000 0.05116 0.10274 -0.00000 -53.16 1.50
1.00000 0.05111 0.10274 -0.00000 -53.04 1.50
1.00000 0.05107 0.10274 -0.00000 -52.92 1.50
1.00000 0.05102 0.10274 -0.00000 -52.80 1.50
1.00000 0.05097 0.10274 -0.00000 -52.68 1.50
