# a0 a2 a4 a6 delta sigma
1.00000 0.34310 -0.10137 -0.00000 0.00 1.50
1.00000 0.34250 -0.10088 -0.00000 0.00 1.50
1.00000 0.34190 -0.10039 -0.00000 0.00 1.50
1.00000 0.34129 -0.09991 -0.00000 0.00 1.50
1.00000 0.34069 -0.09943 -0.00000 0.00 1.51
1.00000 0.34009 -0.09894 -0.00000 0.00 1.51
1.00000 0.33949 -0.09846 -0.00000 0.00 1.51
1.00000 0.33889 -0.09799 -0.00000 0.00 1.52
1.00000 0.33828 -0.09751 -0.00000 0.00 1.52
1.00000 0.33768 -0.09704 -0.00000 0.00 1.52
1.00000 0.33708 -0.09657 -0.00000 0.00 1.53
1.00000 0.33648 -0.09610 -0.00000 0.00 1.53
1.00000 0.33588 -0.09563 -0.00000 0.00 1.53
1.00000 0.33527 -0.09517 -0.00000 0.00 1.53
1.00000 0.33467 -0.09471 -0.00000 0.00 1.54
1.00000 0.33407 -0.09425 -0.00000 0.00 1.54
1.00000 0.33347 -0.09379 -0.00000 0.00 1.54
1.00000 0.33287 -0.09333 -0.00000 0.00 1.55
1.00000 0.33226 -0.09288 -0.00000 0.00 1.55
1.00000 0.33166 -0.09242 -0.00000 0.00 1.55
1.00000 0.33106 -0.09197 -0.00000 0.00 1.56
1.00000 0.33046 -0.09152 -0.00000 0.00 1.56
1.00000 0.32986 -0.09108 -0.00000 0.00 1.56
1.00000 0.32926 -0.09063 -0.00000 0.00 1.56
1.00000 0.32866 -0.09019 -0.00000 0.00 1.57
1.00000 0.32806 -0.08975 -0.00000 0.00 1.57
1.00000 0.32746 -0.08931 -0.00000 0.00 1.57
1.00000 0.32686 -0.08888 -0.00000 0.00 1.58
1.00000 0.32626 -0.08844 -0.00000 0.00 1.58
1.00000 0.32566 -0.08801 -0.00000 0.00 1.58
1.00000 0.32506 -0.08758 -0.00000 0.00 1.59
1.00000 0.32446 -0.08715 -0.00000 0.00 1.59
1.00000 0.32386 -0.08672 -0.00000 0.00 1.59
1.00000 0.32326 -0.08630 -0.00000 0.00 1.59
1.00000 0.32267 -0.08588 -0.00000 0.00 1.60
1.00000 0.32207 -0.08546 -0.00000 0.00 1.60
1.00000 0.32147 -0.08504 -0.00000 0.00 1.60
1.00000 0.32087 -0.08462 -0.00000 0.00 1.61
1.00000 0.32028 -0.08421 -0.00000 0.00 1.61
1.00000 0.31968 -0.08379 -0.00000 0.00 1.61
1.00000 0.31908 -0.08338 -0.00000 0.00 1.62
1.00000 0.31849 -0.08298 -0.00000 0.00 1.62
1.00000 0.31789 -0.08257 -0.00000 0.00 1.62
1.00000 0.31730 -0.08216 -0.00000 0.00 1.62
1.00000 0.31670 -0.08176 -0.00000 0.00 1.63
1.00000 0.31611 -0.08136 -0.00000 0.00 1.63
1.00000 0.31551 -0.08096 -0.00000 0.00 1.63
1.00000 0.31492 -0.08056 -0.00000 0.00 1.64
1.00000 0.31432 -0.08017 -0.00000 0.00 1.64
1.00000 0.31373 -0.07977 -0.00000 0.00 1.64
1.00000 0.31314 -0.07938 -0.00000 0.00 1.65
1.00000 0.31255 -0.07899 -0.00000 0.00 1.65
1.00000 0.31196 -0.07860 -0.00000 0.00 1.65
1.00000 0.31136 -0.07822 -0.00000 0.00 1.65
1.00000 0.31077 -0.07783 -0.00000 0.00 1.66
1.00000 0.31018 -0.07745 -0.00000 0.00 1.66
1.00000 0.30959 -0.07707 -0.00000 0.00 1.66
1.00000 0.30900 -0.07669 -0.00000 0.00 1.67
1.00000 0.30842 -0.07632 -0.00000 0.00 1.67
1.00000 0.30783 -0.07594 -0.00000 0.00 1.67
1.00000 0.30724 -0.07557 -0.00000 0.00 1.68
1.00000 0.30665 -0.07520 -0.00000 0.00 1.68
1.00000 0.30607 -0.07483 -0.00000 0.00 1.68
1.00000 0.30548 -0.07446 -0.00000 0.00 1.68
1.00000 0.30489 -0.07409 -0.00000 0.00 1.69
1.00000 0.30431 -0.07373 -0.00000 0.00 1.69
1.00000 0.30372 -0.07337 -0.00000 0.00 1.69
1.00000 0.30314 -0.07301 -0.00000 0.00 1.70
1.00000 0.30256 -0.07265 -0.00000 0.00 1.70
1.00000 0.30197 -0.07229 -0.00000 0.00 1.70
1.00000 0.30139 -0.07194 -0.00000 0.00 1.71
1.00000 0.30081 -0.07158 -0.00000 0.00 1.71
1.00000 0.30023 -0.07123 -0.00000 0.00 1.71
1.00000 0.29965 -0.07088 -0.00000 0.00 1.71
1.00000 0.29907 -0.07053 -0.00000 0.00 1.72
1.00000 0.29849 -0.07019 -0.00000 0.00 1.72
1.00000 0.29791 -0.06984 -0.00000 0.00 1.72
1.00000 0.29733 -0.06950 -0.00000 0.00 1.73
1.00000 0.29675 -0.06916 -0.00000 0.00 1.73
1.00000 0.29618 -0.06882 -0.00000 0.00 1.73
1.00000 0.29560 -0.06848 -0.00000 0.00 1.74
1.00000 0.29502 -0.06814 -0.00000 0.00 1.74
1.00000 0.29445 -0.06781 -0.00000 0.00 1.74
1.00000 0.29388 -0.06748 -0.00000 0.00 1.74
1.00000 0.29330 -0.06714 -0.00000 0.00 1.75
1.00000 0.29273 -0.06682 -0.00000 0.00 1.75
1.00000 0.29216 -0.06649 -0.00000 0.00 1.75
1.00000 0.29159 -0.06616 -0.00000 0.00 1.76
1.00000 0.29101 -0.06584 -0.00000 0.00 1.76
1.00000 0.29044 -0.06551 -0.00000 0.00 1.76
1.00000 0.28987 -0.06519 -0.00000 0.00 1.77
1.00000 0.28931 -0.06487 -0.00000 0.00 1.77
1.00000 0.28874 -0.06456 -0.00000 0.00 1.77
1.00000 0.28817 -0.06424 -0.00000 0.00 1.77
1.00000 0.28760 -0.06392 -0.00000 0.00 1.78
1.00000 0.28704 -0.06361 -0.00000 0.00 1.78
1.00000 0.28647 -0.06330 -0.00000 0.00 1.78
1.00000 0.28591 -0.06299 -0.00000 0.00 1.79
1.00000 0.28535 -0.06268 -0.00000 0.00 1.79
1.00000 0.28478 -0.06237 -0.00000 0.00 1.79
1.00000 0.28422 -0.06207 -0.00000 0.00 1.80
1.00000 0.28366 -0.06177 -0.00000 0.00 1.80
1.00000 0.28310 -0.06146 -0.00000 0.00 1.80
1.00000 0.28254 -0.06116 -0.00000 0.00 1.80
1.00000 0.28198 -0.06086 -0.00000 0.00 1.81
1.00000 0.28142 -0.06057 -0.00000 0.00 1.81
1.00000 0.28086 -0.06027 -0.00000 0.00 1.81
1.00000 0.28031 -0.05998 -0.00000 0.00 1.82
1.00000 0.27975 -0.05968 -0.00000 0.00 1.82
1.00000 0.27920 -0.05939 -0.00000 0.00 1.82
1.00000 0.27864 -0.05910 -0.00000 0.00 1.83
1.00000 0.27809 -0.05881 -0.00000 0.00 1.83
1.00000 0.27754 -0.05853 -0.00000 0.00 1.83
1.00000 0.27699 -0.05824 -0.00000 0.00 1.83
1.00000 0.27643 -0.05796 -0.00000 0.00 1.84
1.00000 0.27588 -0.05767 -0.00000 0.00 1.84
1.00000 0.27534 -0.05739 -0.00000 0.00 1.84
1.00000 0.27479 -0.05711 -0.00000 0.00 1.85
1.00000 0.27424 -0.05684 -0.00000 0.00 1.85
1.00000 0.27369 -0.05656 -0.00000 0.00 1.85
1.00000 0.27315 -0.05628 -0.00000 0.00 1.86
1.00000 0.27260 -0.05601 -0.00000 0.00 1.86
1.00000 0.27206 -0.05574 -0.00000 0.00 1.86
1.00000 0.27151 -0.05547 -0.00000 0.00 1.86
1.00000 0.27097 -0.05520 -0.00000 0.00 1.87
1.00000 0.27043 -0.05493 -0.00000 0.00 1.87
1.00000 0.26989 -0.05466 -0.00000 0.00 1.87
1.00000 0.26935 -0.05440 -0.00000 0.00 1.88
1.00000 0.26881 -0.05413 -0.00000 0.00 1.88
1.00000 0.26827 -0.05387 -0.00000 0.00 1.88
1.00000 0.26774 -0.05361 -0.00000 0.00 1.89
1.00000 0.26720 -0.05335 -0.00000 0.00 1.89
1.00000 0.26666 -0.05309 -0.00000 0.00 1.89
1.00000 0.26613 -0.05283 -0.00000 0.00 1.89
1.00000 0.26560 -0.05258 -0.00000 0.00 1.90
1.00000 0.26506 -0.05232 -0.00000 0.00 1.90
1.00000 0.26453 -0.05207 -0.00000 0.00 1.90
1.00000 0.26400 -0.05182 -0.00000 0.00 1.91
1.00000 0.26347 -0.05157 -0.00000 0.00 1.91
1.00000 0.26294 -0.05132 -0.00000 0.00 1.91
1.00000 0.26241 -0.05107 -0.00000 0.00 1.92
1.00000 0.26189 -0.05082 -0.00000 0.00 1.92
1.00000 0.26136 -0.05058 -0.00000 0.00 1.92
1.00000 0.26083 -0.05033 -0.00000 0.00 1.92
1.00000 0.26031 -0.05009 -0.00000 0.00 1.93
1.00000 0.25979 -0.04985 -0.00000 0.00 1.93
1.00000 0.25926 -0.04961 -0.00000 0.00 1.93
1.00000 0.25874 -0.04937 -0.00000 0.00 1.94
1.00000 0.25822 -0.04913 -0.00000 0.00 1.94
1.00000 0.25770 -0.04890 -0.00000 0.00 1.94
1.00000 0.25718 -0.04866 -0.00000 0.00 1.95
1.00000 0.25666 -0.04843 -0.00000 0.00 1.95
1.00000 0.25615 -0.04819 -0.00000 0.00 1.95
1.00000 0.25563 -0.04796 -0.00000 0.00 1.95
1.00000 0.25512 -0.04773 -0.00000 0.00 1.96
1.00000 0.25460 -0.04750 -0.00000 0.00 1.96
1.00000 0.25409 -0.04728 -0.00000 0.00 1.96
1.00000 0.25358 -0.04705 -0.00000 0.00 1.97
1.00000 0.25307 -0.04682 -0.00000 0.00 1.97
1.00000 0.25255 -0.04660 -0.00000 0.00 1.97
1.00000 0.25205 -0.04638 -0.00000 0.00 1.98
1.00000 0.25154 -0.04615 -0.00000 0.00 1.98
1.00000 0.25103 -0.04593 -0.00000 0.00 1.98
1.00000 0.25052 -0.04571 -0.00000 0.00 1.98
1.00000 0.25002 -0.04550 -0.00000 0.00 1.99
1.00000 0.24951 -0.04528 -0.00000 0.00 1.99
1.00000 0.24901 -0.04506 -0.00000 0.00 1.99
1.00000 0.24851 -0.04485 -0.00000 0.00 2.00
1.00000 0.24800 -0.04463 -0.00000 0.00 2.00
1.00000 0.24750 -0.04442 -0.00000 0.00 2.00
1.00000 0.24700 -0.04421 -0.00000 0.00 2.00
1.00000 0.24651 -0.04400 -0.00000 0.00 2.01
1.00000 0.24601 -0.04379 -0.00000 0.00 2.01
1.00000 0.24551 -0.04358 -0.00000 0.00 2.01
1.00000 0.24501 -0.04337 -0.00000 0.00 2.02
1.00000 0.24452 -0.04317 -0.00000 0.00 2.02
1.00000 0.24403 -0.04296 -0.00000 0.00 2.02
1.00000 0.24353 -0.04276 -0.00000 0.00 2.03
1.00000 0.24304 -0.04256 -0.00000 0.00 2.03
1.00000 0.24255 -0.04236 -0.00000 0.00 2.03
1.00000 0.24206 -0.04215 -0.00000 0.00 2.04
1.00000 0.24157 -0.04195 -0.00000 0.00 2.04
1.00000 0.24108 -0.04176 -0.00000 0.00 2.04
1.00000 0.24060 -0.04156 -0.00000 0.00 2.04
1.00000 0.24011 -0.04136 -0.00000 0.00 2.05
1.00000 0.23962 -0.04117 -0.00000 0.00 2.05
1.00000 0.23914 -0.04097 -0.00000 0.00 2.05
1.00000 0.23866 -0.04078 -0.00000 0.00 2.06
1.00000 0.23817 -0.04059 -0.00000 0.00 2.06
1.00000 0.23769 -0.04040 -0.00000 0.00 2.06
1.00000 0.23721 -0.04021 -0.00000 0.00 2.06
1.00000 0.23673 -0.04002 -0.00000 0.00 2.07
1.00000 0.23626 -0.03983 -0.00000 0.00 2.07
1.00000 0.23578 -0.03964 -0.00000 0.00 2.07
1.00000 0.23530 -0.03945 -0.00000 0.00 2.08
1.00000 0.23483 -0.03927 -0.00000 0.00 2.08
1.00000 0.23435 -0.03908 -0.00000 0.00 2.08
1.00000 0.23388 -0.03890 -0.00000 0.00 2.09
1.00000 0.23341 -0.03872 -0.00000 0.00 2.09
1.00000 0.23294 -0.03854 -0.00000 0.00 2.09
1.00000 0.23247 -0.03836 -0.00000 0.00 2.10
1.00000 0.23200 -0.03818 -0.00000 0.00 2.10
1.00000 0.23153 -0.03800 -0.00000 0.00 2.10
1.00000 0.23106 -0.03782 -0.00000 0.00 2.10
1.00000 0.23059 -0.03764 -0.00000 0.00 2.11
1.00000 0.23013 -0.03747 -0.00000 0.00 2.11
1.00000 0.22966 -0.03729 -0.00000 0.00 2.11
1.00000 0.22920 -0.03712 -0.00000 0.00 2.12
1.00000 0.22874 -0.03695 -0.00000 0.00 2.12
1.00000 0.22828 -0.03678 -0.00000 0.00 2.12
1.00000 0.22782 -0.03660 -0.00000 0.00 2.12
1.00000 0.22736 -0.03643 -0.00000 0.00 2.13
1.00000 0.22690 -0.03626 -0.00000 0.00 2.13
1.00000 0.22644 -0.03610 -0.00000 0.00 2.13
1.00000 0.22599 -0.03593 -0.00000 0.00 2.14
1.00000 0.22553 -0.03576 -0.00000 0.00 2.14
1.00000 0.22508 -0.03560 -0.00000 0.00 2.14
1.00000 0.22462 -0.03543 -0.00000 0.00 2.15
1.00000 0.22417 -0.03527 -0.00000 0.00 2.15
1.00000 0.22372 -0.03510 -0.00000 0.00 2.15
1.00000 0.22327 -0.03494 -0.00000 0.00 2.16
1.00000 0.22282 -0.03478 -0.00000 0.00 2.16
1.00000 0.22237 -0.03462 -0.00000 0.00 2.16
1.00000 0.22192 -0.03446 -0.00000 0.00 2.16
1.00000 0.22148 -0.03430 -0.00000 0.00 2.17
1.00000 0.22103 -0.03414 -0.00000 0.00 2.17
1.00000 0.22059 -0.03399 -0.00000 0.00 2.17
1.00000 0.22014 -0.03383 -0.00000 0.00 2.18
1.00000 0.21970 -0.03367 -0.00000 0.00 2.18
1.00000 0.21926 -0.03352 -0.00000 0.00 2.18
1.00000 0.21882 -0.03336 -0.00000 0.00 2.19
1.00000 0.21838 -0.03321 -0.00000 0.00 2.19
1.00000 0.21794 -0.03306 -0.00000 0.00 2.19
1.00000 0.21750 -0.03291 -0.00000 0.00 2.19
1.00000 0.21706 -0.03276 -0.00000 0.00 2.20
1.00000 0.21663 -0.03261 -0.00000 0.00 2.20
1.00000 0.21619 -0.03246 -0.00000 0.00 2.20
1.00000 0.21576 -0.03231 -0.00000 0.00 2.21
1.00000 0.21533 -0.03216 -0.00000 0.00 2.21
1.00000 0.21489 -0.03202 -0.00000 0.00 2.21
1.00000 0.21446 -0.03187 -0.00000 0.00 2.22
1.00000 0.21403 -0.03172 -0.00000 0.00 2.22
1.00000 0.21360 -0.03158 -0.00000 0.00 2.22
1.00000 0.21318 -0.03144 -0.00000 0.00 2.22
1.00000 0.21275 -0.03129 -0.00000 0.00 2.23
1.00000 0.21232 -0.03115 -0.00000 0.00 2.23
1.00000 0.21190 -0.03101 -0.00000 0.00 2.23
1.00000 0.21147 -0.03087 -0.00000 0.00 2.24
1.00000 0.21105 -0.03073 -0.00000 0.00 2.24
1.00000 0.21063 -0.03059 -0.00000 0.00 2.24
1.00000 0.21021 -0.03045 -0.00000 0.00 2.25
1.00000 0.20979 -0.03031 -0.00000 0.00 2.25
1.00000 0.20937 -0.03017 -0.00000 0.00 2.25
1.00000 0.20895 -0.03004 -0.00000 0.00 2.25
1.00000 0.20853 -0.02990 -0.00000 0.00 2.26
1.00000 0.20812 -0.02977 -0.00000 0.00 2.26
1.00000 0.20770 -0.02963 -0.00000 0.00 2.26
1.00000 0.20729 -0.02950 -0.00000 0.00 2.27
1.00000 0.20687 -0.02937 -0.00000 0.00 2.27
1.00000 0.20646 -0.02923 -0.00000 0.00 2.27
1.00000 0.20605 -0.02910 -0.00000 0.00 2.28
1.00000 0.20564 -0.02897 -0.00000 0.00 2.28
1.00000 0.20523 -0.02884 -0.00000 0.00 2.28
1.00000 0.20482 -0.02871 -0.00000 0.00 2.28
1.00000 0.20441 -0.02858 -0.00000 0.00 2.29
1.00000 0.20401 -0.02846 -0.00000 0.00 2.29
1.00000 0.20360 -0.02833 -0.00000 0.00 2.29
1.00000 0.20319 -0.02820 -0.00000 0.00 2.30
1.00000 0.20279 -0.02808 -0.00000 0.00 2.30
1.00000 0.20239 -0.02795 -0.00000 0.00 2.30
1.00000 0.20199 -0.02782 -0.00000 0.00 2.31
1.00000 0.20158 -0.02770 -0.00000 0.00 2.31
1.00000 0.20118 -0.02758 -0.00000 0.00 2.31
1.00000 0.20078 -0.02745 -0.00000 0.00 2.31
1.00000 0.20039 -0.02733 -0.00000 0.00 2.32
1.00000 0.19999 -0.02721 -0.00000 0.00 2.32
1.00000 0.19959 -0.02709 -0.00000 0.00 2.32
1.00000 0.19920 -0.02697 -0.00000 0.00 2.33
1.00000 0.19880 -0.02685 -0.00000 0.00 2.33
1.00000 0.19841 -0.02673 -0.00000 0.00 2.33
1.00000 0.19802 -0.02661 -0.00000 0.00 2.33
1.00000 0.19762 -0.02649 -0.00000 0.00 2.34
1.00000 0.19723 -0.02638 -0.00000 0.00 2.34
1.00000 0.19684 -0.02626 -0.00000 0.00 2.34
1.00000 0.19645 -0.02614 -0.00000 0.00 2.35
1.00000 0.19607 -0.02603 -0.00000 0.00 2.35
1.00000 0.19568 -0.02591 -0.00000 0.00 2.35
1.00000 0.19529 -0.02580 -0.00000 0.00 2.36
1.00000 0.19491 -0.02568 -0.00000 0.00 2.36
1.00000 0.19452 -0.02557 -0.00000 0.00 2.36
1.00000 0.19414 -0.02546 -0.00000 0.00 2.37
1.00000 0.19376 -0.02535 -0.00000 0.00 2.37
1.00000 0.19337 -0.02524 -0.00000 0.00 2.37
1.00000 0.19299 -0.02513 -0.00000 0.00 2.37
1.00000 0.19261 -0.02501 -0.00000 0.00 2.38
1.00000 0.19223 -0.02491 -0.00000 0.00 2.38
1.00000 0.19186 -0.02480 -0.00000 0.00 2.38
1.00000 0.19148 -0.02469 -0.00000 0.00 2.39
1.00000 0.19110 -0.02458 -0.00000 0.00 2.39
1.00000 0.19073 -0.02447 -0.00000 0.00 2.39
1.00000 0.19035 -0.02437 -0.00000 0.00 2.40
1.00000 0.18998 -0.02426 -0.00000 0.00 2.40
1.00000 0.18961 -0.02415 -0.00000 0.00 2.40
1.00000 0.18923 -0.02405 -0.00000 0.00 2.40
1.00000 0.18886 -0.02394 -0.00000 0.00 2.41
1.00000 0.18849 -0.02384 -0.00000 0.00 2.41
1.00000 0.18812 -0.02374 -0.00000 0.00 2.41
1.00000 0.18776 -0.02363 -0.00000 0.00 2.42
1.00000 0.18739 -0.02353 -0.00000 0.00 2.42
1.00000 0.18702 -0.02343 -0.00000 0.00 2.42
1.00000 0.18666 -0.02333 -0.00000 0.00 2.43
1.00000 0.18629 -0.02322 -0.00000 0.00 2.43
1.00000 0.18593 -0.02312 -0.00000 0.00 2.43
1.00000 0.18556 -0.02302 -0.00000 0.00 2.43
1.00000 0.18520 -0.02292 -0.00000 0.00 2.44
1.00000 0.18484 -0.02283 -0.00000 0.00 2.44
1.00000 0.18448 -0.02273 -0.00000 0.00 2.44
1.00000 0.18412 -0.02263 -0.00000 0.00 2.45
1.00000 0.18376 -0.02253 -0.00000 0.00 2.45
1.00000 0.18340 -0.02243 -0.00000 0.00 2.45
1.00000 0.18305 -0.02234 -0.00000 0.00 2.46
1.00000 0.18269 -0.02224 -0.00000 0.00 2.46
1.00000 0.18234 -0.02215 -0.00000 0.00 2.46
1.00000 0.18198 -0.02205 -0.00000 0.00 2.46
1.00000 0.18163 -0.02196 -0.00000 0.00 2.47
1.00000 0.18128 -0.02186 -0.00000 0.00 2.47
1.00000 0.18092 -0.02177 -0.00000 0.00 2.47
1.00000 0.18057 -0.02168 -0.00000 0.00 2.48
1.00000 0.18022 -0.02158 -0.00000 0.00 2.48
1.00000 0.17987 -0.02149 -0.00000 0.00 2.48
1.00000 0.17953 -0.02140 -0.00000 0.00 2.49
1.00000 0.17918 -0.02131 -0.00000 0.00 2.49
1.00000 0.17883 -0.02122 -0.00000 0.00 2.49
1.00000 0.17849 -0.02113 -0.00000 0.00 2.49
1.00000 0.17814 -0.02104 -0.00000 0.00 2.50
1.00000 0.17780 -0.02095 -0.00000 0.00 2.50
1.00000 0.17745 -0.02086 -0.00000 0.00 2.50
1.00000 0.17711 -0.02077 -0.00000 0.00 2.51
1.00000 0.17677 -0.02068 -0.00000 0.00 2.51
1.00000 0.17643 -0.02059 -0.00000 0.00 2.51
1.00000 0.17609 -0.02051 -0.00000 0.00 2.52
1.00000 0.17575 -0.02042 -0.00000 0.00 2.52
1.00000 0.17541 -0.02033 -0.00000 0.00 2.52
1.00000 0.17507 -0.02025 -0.00000 0.00 2.52
1.00000 0.17474 -0.02016 -0.00000 0.00 2.53
1.00000 0.17440 -0.02008 -0.00000 0.00 2.53
1.00000 0.17407 -0.01999 -0.00000 0.00 2.53
1.00000 0.17373 -0.01991 -0.00000 0.00 2.54
1.00000 0.17340 -0.01983 -0.00000 0.00 2.54
1.00000 0.17307 -0.01974 -0.00000 0.00 2.54
1.00000 0.17273 -0.01966 -0.00000 0.00 2.54
1.00000 0.17240 -0.01958 -0.00000 0.00 2.55
1.00000 0.17207 -0.01949 -0.00000 0.00 2.55
1.00000 0.17174 -0.01941 -0.00000 0.00 2.55
1.00000 0.17141 -0.01933 -0.00000 0.00 2.56
1.00000 0.17109 -0.01925 -0.00000 0.00 2.56
1.00000 0.17076 -0.01917 -0.00000 0.00 2.56
1.00000 0.17043 -0.01909 -0.00000 0.00 2.57
1.00000 0.17011 -0.01901 -0.00000 0.00 2.57
1.00000 0.16978 -0.01893 -0.00000 0.00 2.57
1.00000 0.16946 -0.01885 -0.00000 0.00 2.58
1.00000 0.16914 -0.01877 -0.00000 0.00 2.58
1.00000 0.16881 -0.01870 -0.00000 0.00 2.58
1.00000 0.16849 -0.01862 -0.00000 0.00 2.58
1.00000 0.16817 -0.01854 -0.00000 0.00 2.59
1.00000 0.16785 -0.01846 -0.00000 0.00 2.59
1.00000 0.16753 -0.01839 -0.00000 0.00 2.59
1.00000 0.16722 -0.01831 -0.00000 0.00 2.60
1.00000 0.16690 -0.01823 -0.00000 0.00 2.60
1.00000 0.16658 -0.01816 -0.00000 0.00 2.60
1.00000 0.16627 -0.01808 -0.00000 0.00 2.60
1.00000 0.16595 -0.01801 -0.00000 0.00 2.61
1.00000 0.16564 -0.01793 -0.00000 0.00 2.61
1.00000 0.16532 -0.01786 -0.00000 0.00 2.61
1.00000 0.16501 -0.01779 -0.00000 0.00 2.62
1.00000 0.16470 -0.01771 -0.00000 0.00 2.62
1.00000 0.16439 -0.01764 -0.00000 0.00 2.62
1.00000 0.16407 -0.01757 -0.00000 0.00 2.63
1.00000 0.16377 -0.01750 -0.00000 0.00 2.63
1.00000 0.16346 -0.01742 -0.00000 0.00 2.63
1.00000 0.16315 -0.01735 -0.00000 0.00 2.64
1.00000 0.16284 -0.01728 -0.00000 0.00 2.64
1.00000 0.16253 -0.01721 -0.00000 0.00 2.64
1.00000 0.16223 -0.01714 -0.00000 0.00 2.64
1.00000 0.16192 -0.01707 -0.00000 0.00 2.65
1.00000 0.16162 -0.01700 -0.00000 0.00 2.65
1.00000 0.16131 -0.01693 -0.00000 0.00 2.65
1.00000 0.16101 -0.01686 -0.00000 0.00 2.66
1.00000 0.16071 -0.01679 -0.00000 0.00 2.66
1.00000 0.16041 -0.01673 -0.00000 0.00 2.66
1.00000 0.16011 -0.01666 -0.00000 0.00 2.67
1.00000 0.15981 -0.01659 -0.00000 0.00 2.67
1.00000 0.15951 -0.01652 -0.00000 0.00 2.67
1.00000 0.15921 -0.01645 -0.00000 0.00 2.67
1.00000 0.15891 -0.01639 -0.00000 0.00 2.68
1.00000 0.15861 -0.01632 -0.00000 0.00 2.68
1.00000 0.15832 -0.01626 -0.00000 0.00 2.68
1.00000 0.15802 -0.01619 -0.00000 0.00 2.69
1.00000 0.15773 -0.01612 -0.00000 0.00 2.69
1.00000 0.15743 -0.01606 -0.00000 0.00 2.69
1.00000 0.15714 -0.01599 -0.00000 0.00 2.70
1.00000 0.15685 -0.01593 -0.00000 0.00 2.70
1.00000 0.15655 -0.01587 -0.00000 0.00 2.70
1.00000 0.15626 -0.01580 -0.00000 0.00 2.70
1.00000 0.15597 -0.01574 -0.00000 0.00 2.71
1.00000 0.15568 -0.01567 -0.00000 0.00 2.71
1.00000 0.15539 -0.01561 -0.00000 0.00 2.71
1.00000 0.15510 -0.01555 -0.00000 0.00 2.72
1.00000 0.15482 -0.01549 -0.00000 0.00 2.72
1.00000 0.15453 -0.01542 -0.00000 0.00 2.72
1.00000 0.15424 -0.01536 -0.00000 0.00 2.73
1.00000 0.15396 -0.01530 -0.00000 0.00 2.73
1.00000 0.15367 -0.01524 -0.00000 0.00 2.73
1.00000 0.15339 -0.01518 -0.00000 0.00 2.73
1.00000 0.15310 -0.01512 -0.00000 0.00 2.74
1.00000 0.15282 -0.01506 -0.00000 0.00 2.74
1.00000 0.15254 -0.01500 -0.00000 0.00 2.74
1.00000 0.15226 -0.01494 -0.00000 0.00 2.75
1.00000 0.15198 -0.01488 -0.00000 0.00 2.75
1.00000 0.15170 -0.01482 -0.00000 0.00 2.75
1.00000 0.15142 -0.01476 -0.00000 0.00 2.76
1.00000 0.15114 -0.01470 -0.00000 0.00 2.76
1.00000 0.15086 -0.01464 -0.00000 0.00 2.76
1.00000 0.15058 -0.01459 -0.00000 0.00 2.76
1.00000 0.15031 -0.01453 -0.00000 0.00 2.77
1.00000 0.15003 -0.01447 -0.00000 0.00 2.77
1.00000 0.14975 -0.01441 -0.00000 0.00 2.77
1.00000 0.14948 -0.01436 -0.00000 0.00 2.78
1.00000 0.14920 -0.01430 -0.00000 0.00 2.78
1.00000 0.14893 -0.01424 -0.00000 0.00 2.78
1.00000 0.14866 -0.01419 -0.00000 0.00 2.79
1.00000 0.14839 -0.01413 -0.00000 0.00 2.79
1.00000 0.14812 -0.01408 -0.00000 0.00 2.79
1.00000 0.14784 -0.01402 -0.00000 0.00 2.79
1.00000 0.14757 -0.01397 -0.00000 0.00 2.80
1.00000 0.14730 -0.01391 -0.00000 0.00 2.80
1.00000 0.14704 -0.01386 -0.00000 0.00 2.80
1.00000 0.14677 -0.01380 -0.00000 0.00 2.81
1.00000 0.14650 -0.01375 -0.00000 0.00 2.81
1.00000 0.14623 -0.01369 -0.00000 0.00 2.81
1.00000 0.14597 -0.01364 -0.00000 0.00 2.81
1.00000 0.14570 -0.01359 -0.00000 0.00 2.82
1.00000 0.14544 -0.01353 -0.00000 0.00 2.82
1.00000 0.14517 -0.01348 -0.00000 0.00 2.82
1.00000 0.14491 -0.01343 -0.00000 0.00 2.83
1.00000 0.14465 -0.01338 -0.00000 0.00 2.83
1.00000 0.14438 -0.01332 -0.00000 0.00 2.83
1.00000 0.14412 -0.01327 -0.00000 0.00 2.84
1.00000 0.14386 -0.01322 -0.00000 0.00 2.84
1.00000 0.14360 -0.01317 -0.00000 0.00 2.84
1.00000 0.14334 -0.01312 -0.00000 0.00 2.85
1.00000 0.14308 -0.01307 -0.00000 0.00 2.85
1.00000 0.14282 -0.01302 -0.00000 0.00 2.85
1.00000 0.14257 -0.01297 -0.00000 0.00 2.85
1.00000 0.14231 -0.01292 -0.00000 0.00 2.86
1.00000 0.14205 -0.01287 -0.00000 0.00 2.86
1.00000 0.14180 -0.01282 -0.00000 0.00 2.86
1.00000 0.14154 -0.01277 -0.00000 0.00 2.87
1.00000 0.14129 -0.01272 -0.00000 0.00 2.87
1.00000 0.14103 -0.01267 -0.00000 0.00 2.87
1.00000 0.14078 -0.01262 -0.00000 0.00 2.88
1.00000 0.14053 -0.01257 -0.00000 0.00 2.88
1.00000 0.14027 -0.01252 -0.00000 0.00 2.88
1.00000 0.14002 -0.01248 -0.00000 0.00 2.88
1.00000 0.13977 -0.01243 -0.00000 0.00 2.89
1.00000 0.13952 -0.01238 -0.00000 0.00 2.89
