105981,6,-1.7616267,1.287983
151721,10,-0.95144796,-2.2411304
210447,8,-6.806578,4.130026
247827,4,-2.8541768,-7.604876
291340,3,-4.5135784,0.3993984
308707,5,-8.386237,4.1296167
329031,2,-8.809889,3.569557
376005,9,-1.0139078,-2.1304102
381335,1,6.798778,3.6780264
418328,10,-1.2742581,0.014801492
457077,3,-3.2396047,-4.8499846
460575,8,-5.2938194,2.7456832
462112,1,7.1247716,3.8562598
516262,7,-3.9681654,-0.0042988122
611197,2,-3.080664,-7.507657
642425,5,-2.5080545,1.3308363
686012,1,-5.5453353,0.6014712
722832,1,-2.6235216,-7.8201313
761101,11,9.090433,5.314898
765260,8,-1.0886289,-0.8159773
818354,7,-0.5898961,1.333796
845367,12,-3.7264652,4.957107
851110,2,-3.4433994,-5.2897563
856108,9,0.45955285,-0.7391024
865474,8,-1.1586375,-2.4776022
1022754,4,-2.8071768,1.5202374
1091952,4,-5.57867,-0.020547826
1116170,11,8.577157,4.166378
1220123,9,-0.18580256,-1.856355
1221320,10,-1.2798058,0.46353275
1281732,4,-5.985501,3.6841493
1343219,2,-10.018141,4.2256093
1374138,3,-7.050126,4.0120387
1426470,2,-5.6112266,0.61875343
1501284,10,-1.0875301,0.7215134
1513313,6,-5.741007,2.939246
1545117,10,-2.2066827,-2.8885596
1626689,12,-2.3116083,5.630862
1634000,8,-5.6289062,3.8555894
1664730,12,-3.3837173,5.4085474
1671839,10,-1.110178,0.61182123
1677747,5,-1.9033275,1.5280789
1725895,2,-8.732384,4.347643
1764942,10,-0.52583337,1.387275
1779933,2,-5.960252,0.3861786
1785619,3,-5.5417175,0.0465861
1801705,2,-2.7449546,-7.4404855
1918334,6,-2.4217572,-6.091154
2012629,12,-0.5429319,-2.9188557
2012852,7,-3.589049,-0.14337464
2022820,3,-8.265586,3.2941957
2150348,6,-2.319645,-5.8889556
2217968,4,-5.015303,-0.32607397
2246672,12,-3.7179792,4.8534913
2254399,8,-4.538512,4.034517
2279471,10,-1.0616275,1.0694457
2294854,1,-9.128099,4.170822
2392926,9,-0.88395643,1.4336596
2404551,10,-1.1101161,-1.9782212
2427822,9,-0.3160075,-3.164475
2452376,2,-2.5333164,-7.0708714
2475671,2,-3.0145006,-4.9222507
2531076,5,-4.8821297,-0.3239085
2547384,5,-4.992427,-0.29256356
2578500,6,-4.59783,-0.361284
2597666,6,-7.0561733,3.6399937
2599543,3,-3.2636912,-6.3188405
2602919,2,-3.2273507,1.5458078
2686650,2,-9.746966,4.305722
2718469,5,-7.104054,3.128942
2741104,8,-2.9983685,0.045436654
2767863,12,0.41226637,-2.05525
2780548,7,-2.3240657,-3.4057913
2804463,7,-5.594894,3.4694438
2825084,9,-5.39766,4.0532327
2826907,4,-8.30549,3.4315152
2907560,7,-1.6192755,0.94015455
2933360,3,-3.2395442,1.2164099
2942237,8,-1.3625877,0.7691867
2956187,11,0.58463013,-0.9529895
2999101,7,-6.504232,3.842564
3040807,3,-3.2799354,-7.0527687
3101347,1,-9.841574,4.3782983
3140133,2,0.6383337,-5.47465
3149391,6,-3.0971804,0.5064313
3171522,11,-0.16508135,-2.4499736
3196037,5,-7.227824,3.065612
3263206,8,-5.6740017,4.833557
