105981,1434,359.325,10.2273,19.1456,338.033,359.149,12.6582,5.33708,358.264,334.139,17.5633,13.1317,428.079,476.091,14.8585,7.654610000000001,435.356,455.31300000000005,-1.28111,5.6597800000000005,425.18300000000005,440.526,10.3086,6.1974800000000005,389.61199999999997,341.82,8.26327,7.5029,233.541,138.93200000000002,-0.929616,14.0151,83.9059,130,825,1,6
151721,1515,342.22900000000004,24.1161,4.2721599999999995,329.64099999999996,344.39300000000003,8.86077,7.30337,387.184,377.824,6.48735,13.1317,335.86800000000005,342.898,22.663,9.76622,377.47,368.983,14.6047,-6.02915e-14,395.668,481.916,34.6073,12.0798,371.075,3.6592800000000003,329.965,2.2305900000000003,241.429,3.37796,150.83,8.96464,82.5236,118,826,1,10
210447,1486,331.039,29.6717,6.48735,354.50699999999995,337.606,34.1772,5.61798,327.86699999999996,328.418,6.17089,4.2879,361.847,369.966,-1.0506,-1.0558100000000001,516.558,370.023,129.136,359.509,33.35,403.73400000000004,0.245442,404.93699999999995,12.0271,391.974,4.86741,332.966,7.8885,212.59400000000002,-0.929616,121.84299999999999,2.6263799999999997,186,712,1,8
247827,1440,273.535,39.5202,0.474684,404.55199999999996,277.403,118.038,17.6966,519.0980000000001,23.1427,537.184,11.7917,522.8580000000001,-0.133997,516.446,0.0,443.39599999999996,7.8009,362.29900000000004,-1.81113,203.935,1.69433,80.2595,-1.78571,51.0877,-1.07626,13.2439,5.06953,1.4531399999999999,-0.980698,12.085,7.449489999999999,8.70852,41,538,1,4
291340,1396,345.959,17.803,12.5,362.278,412.269,5.0633,4.213480000000001,453.584,470.134,13.1329,11.2557,466.048,470.463,11.5566,12.9336,502.355,472.995,2.56223,11.7723,383.11800000000005,333.29900000000004,6.13605,73.8445,143.112,116.45100000000001,2.6035,19.6698,21.5896,34.1065,5.11289,6.18686,-0.414692,54,741,1,3
308707,1558,339.121,9.21716,17.8798,324.978,365.64099999999996,24.3671,37.6405,315.177,390.565,7.436719999999999,119.525,304.751,501.551,7.954560000000001,475.11400000000003,14.3377,494.837,1.7935599999999998,479.27,8.01794,437.379,12.763,358.92900000000003,-0.11034000000000001,234.19400000000002,7.81049,118.01899999999999,6.43535,60.6943,3.71846,16.2879,9.81437,44,601,1,5
329031,1259,322.336,21.0858,7.120260000000001,419.472,489.292,8.544310000000001,1.1236,504.048,517.72,18.5127,8.30781,485.746,518.97,10.9563,402.527,81.0682,450.37199999999996,4.35579,329.173,18.0113,204.046,3.19075,97.584,-0.772384,50.5842,11.6591,13.5863,4.98221,5.33936,3.25366,14.0151,-1.52054,26,601,1,2
376005,1454,343.162,5.93434,12.5,352.642,363.871,1.2658200000000002,-2.2471900000000002,321.08,322.697,7.120260000000001,13.9357,337.01,351.20599999999996,8.25473,1.58371,361.926,402.786,2.81845,6.565339999999999,479.566,459.163,5.399719999999999,5.56723,418.301,16.3592,290.79900000000004,4.663959999999999,216.726,5.99316,134.79399999999998,17.298,57.0892,134,676,1,9
381335,1295,409.37,13.7626,-0.474684,410.147,443.255,0.316456,3.08989,481.324,433.21,10.2848,0.535988,455.485,437.5,8.25473,1.0558100000000001,386.045,372.103,0.512446,16.3002,325.482,318.776,-0.245442,7.03781,330.911,311.9,10.3008,4.86674,274.437,265.769,0.0,0.12626300000000001,164.356,378,768,1,1
418328,1436,383.57,8.96464,0.79114,293.895,346.164,20.8861,9.83146,340.26199999999994,349.74,16.9304,13.3997,361.276,378.81,-0.150086,10.0302,363.534,383.024,2.0497799999999997,3.39586,480.96,478.769,0.245442,2.41597,407.267,343.973,10.5272,-1.21669,246.61900000000003,25.3892,96.2153,14.7727,73.9533,179,636,1,10
457077,1450,357.46,24.1161,-0.158228,372.536,375.97,24.0507,1.1236,472.176,483.656,19.7785,-0.535988,510.01199999999994,463.228,14.8585,3.6953300000000002,506.64300000000003,80.3493,354.61300000000006,-0.6791729999999999,342.215,11.8603,254.032,4.72689,114.86399999999999,5.8118,66.8985,9.530710000000001,9.75682,-0.544832,11.8526,25.1262,7.049760000000001,30,607,1,3
460575,1409,380.151,3.91414,4.58861,351.399,374.79,25.9494,0.28089899999999995,354.13199999999995,322.437,10.2848,17.9556,363.56,330.839,6.15353,2.1116200000000003,477.699,498.478,4.35579,16.3002,425.18300000000005,383.645,2.4544200000000003,110.189,152.16,143.358,9.62162,56.1703,8.09609,48.4901,11.8526,3.40909,0.691153,17,567,1,8
462112,1344,428.02,3.40909,-2.37342,415.12,474.537,6.96203,11.7978,443.255,463.11300000000006,32.1203,6.4318599999999995,445.49300000000005,363.534,14.5583,3.4313800000000003,314.491,300.595,4.61201,0.6791729999999999,299.685,292.877,-2.4544200000000003,-0.10504200000000001,321.643,309.317,-1.69793,3.65006,316.37,310.01,0.232404,6.944439999999999,303.139,689,757,1,1
516262,1295,348.135,18.3081,4.2721599999999995,357.92699999999996,349.115,10.7595,1.96629,357.673,326.598,7.436719999999999,2.94793,356.709,501.551,7.354210000000001,5.80694,494.315,477.675,15.1172,15.3946,447.26099999999997,354.35699999999997,-1.47265,7.668069999999999,205.785,91.2668,10.0744,45.6257,10.7948,16.0181,9.76097,0.378788,0.138231,26,585,1,7
