<<<<<<< HEAD
77.500000 20.424 9.397 1067.931 1.514 2.500 0.000
102.500000 38.977 8.217 1066.412 0.615 2.500 0.000
127.500000 50.413 8.388 1067.687 0.522 2.500 0.000
152.500000 50.181 13.147 1065.800 0.679 2.500 0.000
=======
75.000000 20.029 11.815 1067.519 1.701 2.500 0.000
95.000000 27.217 7.794 1067.075 0.575 2.500 0.000
115.000000 26.997 6.719 1066.974 0.690 2.500 0.000
135.000000 25.328 6.944 1066.834 0.746 2.500 0.000
155.000000 33.182 9.330 1067.392 0.825 2.500 0.000
>>>>>>> 6dc80c65791d66dcc6dfd8be97cd4af3819534d2
