106 2 0.99613
107 0 0.85359
107 1 0.93150
107 2 0.99817
108 0 0.85424
108 1 0.93086
108 2 0.97909
109 0 0.85457
109 1 0.93256
109 2 0.96353
110 0 0.85611
110 1 0.93182
110 2 0.99223
111 0 0.85738
111 1 0.93209
111 2 0.97630
112 0 0.85742
112 1 0.93342
112 2 0.96645
113 0 0.87500
113 1 0.95000
113 2 0.90000
114 0 0.87500
114 1 0.95000
114 2 0.90000
115 0 0.85807
115 1 0.93289
115 2 0.97835
116 0 0.85911
116 1 0.93346
116 2 0.99324
117 0 0.86086
117 1 0.93451
117 2 0.97711
118 0 0.86221
118 1 0.93681
118 2 0.97335
119 0 0.86167
119 1 0.93559
119 2 0.98143
120 0 0.86139
120 1 0.93475
120 2 0.98057
121 0 0.86271
121 1 0.93637
121 2 0.97917
122 0 0.86411
122 1 0.93712
122 2 0.98867
123 0 0.86481
123 1 0.93702
123 2 0.99398
124 0 0.86360
124 1 0.93686
124 2 0.98769
125 0 0.86563
125 1 0.93766
125 2 0.97787
126 0 0.86587
126 1 0.93657
126 2 0.98117
127 0 0.86589
127 1 0.93650
127 2 0.97381
128 0 0.86523
128 1 0.93717
128 2 0.98433
129 0 0.86608
129 1 0.93688
129 2 0.97767
130 0 0.86704
130 1 0.93834
130 2 0.97899
131 0 0.86771
131 1 0.93769
131 2 0.98571
132 0 0.86801
132 1 0.93849
132 2 0.99587
133 0 0.86867
133 1 0.93812
133 2 0.98877
134 0 0.86905
134 1 0.93692
134 2 0.98433
135 0 0.87500
135 1 0.95000
135 2 0.90000
136 0 0.87500
136 1 0.95000
136 2 0.90000
137 0 0.87500
137 1 0.95000
137 2 0.90000
138 0 0.87080
138 1 0.93956
138 2 0.99023
139 0 0.87180
139 1 0.94130
139 2 0.99244
140 0 0.87121
140 1 0.93967
140 2 0.99084
141 0 0.87246
141 1 0.94159
141 2 0.98973
142 0 0.87239
142 1 0.94067
142 2 0.98714
143 0 0.87228
143 1 0.94097
143 2 0.99446
144 0 0.87418
144 1 0.94203
144 2 0.99554
145 0 0.87427
145 1 0.94211
145 2 0.99512
146 0 0.87438
146 1 0.94220
146 2 0.97590
147 0 0.87358
147 1 0.94153
147 2 0.99124
148 0 0.87432
148 1 0.94188
148 2 0.99708
149 0 0.87394
149 1 0.94103
149 2 0.98467
150 0 0.87409
150 1 0.94127
150 2 1.00317
151 0 0.87375
151 1 0.94054
151 2 0.98256
152 0 0.87448
152 1 0.94295
152 2 0.99133
153 0 0.87485
153 1 0.94305
153 2 0.96111
154 0 0.87560
154 1 0.94321
154 2 0.95068
155 0 0.87601
155 1 0.94220
155 2 0.97210
156 0 0.87456
156 1 0.94241
156 2 0.97919
157 0 0.87436
157 1 0.94067
157 2 0.95957
158 0 0.87417
158 1 0.94121
158 2 0.96275
159 0 0.87333
159 1 0.94076
159 2 0.94247
160 0 0.86928
160 1 0.93263
160 2 0.95523
161 0 0.87257
161 1 0.93967
161 2 0.95185
162 0 0.87334
162 1 0.94055
162 2 0.95378
163 0 0.87466
163 1 0.94050
163 2 0.95223
164 0 0.87442
164 1 0.94100
164 2 0.95633
165 0 0.87589
165 1 0.94061
165 2 0.98957
166 0 0.87735
166 1 0.94051
166 2 0.98309
167 0 0.87755
167 1 0.94149
167 2 0.97388
168 0 0.87653
168 1 0.94206
168 2 0.96876
169 0 0.87749
169 1 0.94475
169 2 0.95326
170 0 0.87695
170 1 0.94422
170 2 0.95558
171 0 0.87918
171 1 0.94727
171 2 0.91911
172 0 0.88002
172 1 0.94726
172 2 0.93089
173 0 0.87985
173 1 0.94885
173 2 0.90876
174 0 0.88205
174 1 0.94837
174 2 0.95092
175 0 0.88187
175 1 0.94839
175 2 0.94323
176 0 0.88177
176 1 0.94880
176 2 0.95107
177 0 0.88228
177 1 0.94858
177 2 0.95053
178 0 0.88256
178 1 0.94849
178 2 0.94873
179 0 0.88213
179 1 0.94864
179 2 0.95225
180 0 0.88246
180 1 0.94796
180 2 0.95598
181 0 0.88184
181 1 0.94936
181 2 0.90317
182 0 0.88150
182 1 0.95076
182 2 0.89792
183 0 0.88285
183 1 0.94946
183 2 0.93178
184 0 0.88215
184 1 0.93977
184 2 0.59531
185 0 0.88159
185 1 0.93378
185 2 -6.89894
186 0 0.87500
186 1 0.95000
186 2 0.90000
187 0 0.88545
187 1 0.93407
187 2 -9.24681
188 0 0.87500
188 1 0.95000
188 2 0.90000
189 0 0.88454
189 1 0.92874
189 2 -7.19243
190 0 0.88626
190 1 0.93007
190 2 -9.41244
191 0 0.87500
191 1 0.95000
191 2 0.90000
192 0 0.88482
192 1 0.92457
192 2 -3.00290
193 0 0.88416
193 1 0.93044
193 2 -8.79043
194 0 0.88533
194 1 0.93035
194 2 -87.94788
195 0 0.88506
195 1 0.93825
195 2 -6.67103
196 0 0.88552
196 1 0.95066
196 2 0.95749
197 0 0.88716
197 1 0.95000
197 2 0.96096
198 0 0.88845
198 1 0.95102
198 2 0.96937
199 0 0.88961
199 1 0.95206
199 2 0.96450
200 0 0.88871
200 1 0.95143
200 2 0.96957
201 0 0.88757
201 1 0.95002
201 2 0.97329
202 0 0.88864
202 1 0.95196
202 2 0.97590
203 0 0.88970
203 1 0.95151
203 2 0.97004
204 0 0.89006
204 1 0.95230
204 2 0.96935
205 0 0.88989
205 1 0.95112
205 2 0.97599
206 0 0.89116
206 1 0.95292
206 2 0.98578
207 0 0.89167
207 1 0.95337
207 2 0.98728
208 0 0.89345
208 1 0.95480
208 2 0.98498
209 0 0.89517
209 1 0.95633
209 2 0.98535
210 0 0.89509
210 1 0.95591
210 2 0.98975
211 0 0.89512
211 1 0.95629
211 2 0.98570
212 0 0.89525
212 1 0.95535
212 2 0.98447
213 0 0.89601
213 1 0.95639
213 2 0.98814
214 0 0.89514
214 1 0.95768
214 2 0.99355
215 0 0.89743
215 1 0.94807
215 2 0.93125
216 0 0.89903
216 1 0.95068
216 2 0.92379
217 0 0.89908
217 1 0.95031
217 2 0.91967
218 0 0.89838
218 1 0.94972
218 2 0.93041
219 0 0.89941
219 1 0.95165
219 2 0.93720
220 0 0.89940
220 1 0.94941
220 2 0.92983
221 0 0.89925
221 1 0.95167
221 2 0.94577
222 0 0.90009
222 1 0.95162
222 2 0.93108
223 0 0.90056
223 1 0.95127
223 2 0.93427
224 0 0.90045
224 1 0.95166
224 2 0.93127
225 0 0.90176
225 1 0.95232
225 2 0.93081
226 0 0.90253
226 1 0.95317
226 2 0.93674
227 0 0.90014
227 1 0.94989
227 2 0.93520
228 0 0.89766
228 1 0.94715
228 2 0.93293
229 0 0.89478
229 1 0.94422
229 2 0.90982
230 0 0.89435
230 1 0.94522
230 2 0.93312
231 0 0.89453
231 1 0.94414
231 2 0.92913
232 0 0.89462
232 1 0.94530
232 2 0.92779
233 0 0.89476
233 1 0.94465
233 2 0.92839
234 0 0.89558
234 1 0.94445
234 2 0.92259
235 0 0.89498
235 1 0.94528
235 2 0.91977
236 0 0.89542
236 1 0.94600
236 2 0.92328
237 0 0.89670
237 1 0.94643
237 2 0.92658
238 0 0.89769
238 1 0.94658
238 2 0.93482
239 0 0.89743
239 1 0.94898
239 2 0.91300
240 0 0.89772
240 1 0.94802
240 2 0.91455
241 0 0.89773
241 1 0.94949
241 2 0.89958
242 0 0.89734
242 1 0.94989
242 2 0.90742
243 0 0.89736
243 1 0.95096
243 2 0.87473
244 0 0.89824
244 1 0.94951
244 2 0.90915
245 0 0.89862
245 1 0.94813
245 2 0.90942
246 0 0.89784
246 1 0.94955
246 2 0.89074
247 0 0.89779
247 1 0.94782
247 2 0.89829
248 0 0.89832
248 1 0.94967
248 2 0.90109
249 0 0.89880
249 1 0.94847
249 2 0.90799
250 0 0.89880
250 1 0.94933
250 2 0.91348
251 0 0.89968
251 1 0.94775
251 2 0.92032
252 0 0.89995
252 1 0.94860
252 2 0.91463
253 0 0.89951
253 1 0.94916
253 2 0.89360
254 0 0.89678
254 1 0.94663
254 2 0.90008
255 0 0.89673
255 1 0.94526
255 2 0.90898
256 0 0.89545
256 1 0.94335
256 2 0.92018
257 0 0.89301
257 1 0.94226
257 2 0.89627
258 0 0.89337
258 1 0.94313
258 2 0.90337
259 0 0.89348
259 1 0.94261
259 2 0.89634
260 0 0.89365
260 1 0.94332
260 2 0.91247
261 0 0.89403
261 1 0.94325
261 2 0.90534
262 0 0.89616
262 1 0.94527
262 2 0.91433
263 0 0.89707
263 1 0.94605
263 2 0.91797
264 0 0.89803
264 1 0.94717
264 2 0.91573
265 0 0.89990
265 1 0.94808
265 2 0.91411
266 0 0.90009
266 1 0.94772
266 2 0.91486
267 0 0.90183
267 1 0.94946
267 2 0.89983
268 0 0.90198
268 1 0.94987
268 2 0.89867
269 0 0.90347
269 1 0.94932
269 2 0.91283
270 0 0.90443
270 1 0.94907
270 2 0.91564
271 0 0.90323
271 1 0.94897
271 2 0.92603
272 0 0.90189
272 1 0.95154
272 2 0.88493
273 0 0.90132
273 1 0.94985
273 2 0.90031
274 0 0.90072
274 1 0.94933
274 2 0.89271
275 0 0.90051
275 1 0.94872
275 2 0.90770
276 0 0.90013
276 1 0.94717
276 2 0.91758
277 0 0.89911
277 1 0.94782
277 2 0.90416
278 0 0.89814
278 1 0.95022
278 2 0.87784
279 0 0.90083
279 1 0.94710
279 2 0.93503
280 0 0.90204
280 1 0.94655
280 2 0.93216
281 0 0.90247
281 1 0.94866
281 2 0.94037
282 0 0.90325
282 1 0.94752
282 2 0.94232
283 0 0.90521
283 1 0.94866
283 2 0.93457
284 0 0.90519
284 1 0.95004
284 2 0.93821
285 0 0.90668
285 1 0.95127
285 2 0.93954
286 0 0.90875
286 1 0.95245
286 2 0.92797
287 0 0.90942
287 1 0.95517
287 2 0.93133
288 0 0.91156
288 1 0.95630
288 2 0.92220
289 0 0.91207
289 1 0.95656
289 2 0.91928
290 0 0.91304
290 1 0.95827
290 2 0.91589
291 0 0.91352
291 1 0.95827
291 2 0.90456
292 0 0.91465
292 1 0.96004
292 2 0.88183
293 0 0.87500
293 1 0.95000
293 2 0.90000
294 0 0.91059
294 1 0.95312
294 2 0.90426
295 0 0.91059
295 1 0.95343
295 2 0.91593
296 0 0.90980
296 1 0.95269
296 2 0.91805
297 0 0.87500
297 1 0.95000
297 2 0.90000
298 0 0.87500
298 1 0.95000
298 2 0.90000
299 0 0.87500
299 1 0.95000
299 2 0.90000
