1600 1.057 1531.055 306.555 1500.641 4.826 766.652 20.000 820.000
1601 1.567 26.850 292.000 9304.510 5.000 82.077 60.000 820.000
1602 1.566 9.146 292.598 4.257 0.673 18.543 100.000 820.000
1603 2124.054 6132.001 305.123 310.755 1.905 89.889 140.000 820.000
1604 6879.299 4886.123 286.365 6.260 25.788 9.181 180.000 820.000
1605 150.624 111.050 287.904 0.077 0.868 0.050 220.000 820.000
1606 1.567 26.850 292.000 9304.510 5.000 82.077 260.000 820.000
1680 12.665 18.598 296.784 4.340 3.800 5.138 20.000 860.000
1681 66.138 5.391 245.853 167546.045 15.111 167435.821 60.000 860.000
1682 -709.944 8422.367 573.406 5287.408 -357.973 8615.726 100.000 860.000
1683 -44229.616 2.659 360.656 1.414 -3.881 16962.042 140.000 860.000
1684 36.226 148.307 295.231 1.375 1.397 3.462 180.000 860.000
1685 10360.029 13957.465 278.726 2.181 11.876 2.228 220.000 860.000
1686 823.417 20322.746 290.697 0.433 -0.189 0.366 260.000 860.000
1687 1.616 0.177 292.000 1.414 1.816 1.413 300.000 860.000
1688 1.057 1531.055 306.555 1500.641 4.826 766.652 340.000 860.000
1690 1.567 26.850 292.000 9304.510 5.000 82.077 420.000 860.000
1760 26.332 127.710 287.812 0.562 0.942 1.317 20.000 900.000
1761 72.919 1797.403 282.061 13.377 1.450 5.622 60.000 900.000
1762 180.878 9383.710 290.262 0.111 -0.073 0.327 100.000 900.000
1763 6718.533 5191.531 300.614 1.858 9.954 2.064 140.000 900.000
1764 266.864 0.707 447.727 1.414 -34.134 1.414 180.000 900.000
1765 -145535.234 5.317 246.435 1.414 2.602 1.414 220.000 900.000
1766 -20.093 0.707 -338.678 1.414 -111.331 1.414 260.000 900.000
1767 -8.471 8218.501 664.002 2313973.500 -1125.678 1597096.490 300.000 900.000
1768 1.567 5.070 292.197 0.486 0.171 1.652 340.000 900.000
1769 1.057 1531.055 306.555 1500.641 4.826 766.652 380.000 900.000
1770 1.567 26.850 292.000 9304.510 5.000 82.077 420.000 900.000
1771 1.567 0.000 292.000 0.000 5.000 0.000 460.000 900.000
1840 9.077 8.885 289.972 1.742 2.052 1.354 20.000 940.000
1841 725.829 4073.263 291.046 3.757 17.181 33.602 60.000 940.000
1842 50.764 165.103 285.905 0.032 -0.027 0.007 100.000 940.000
1843 7667.690 1008.247 307.412 3.828 -18.424 0.447 140.000 940.000
1844 171.648 1451.309 292.031 0.131 0.374 0.513 180.000 940.000
1845 35.275 21.103 291.856 0.511 0.531 0.807 220.000 940.000
1846 121.467 233.610 291.250 1.848 3.126 3.609 260.000 940.000
1847 52.591 20.923 291.153 0.515 1.816 0.742 300.000 940.000
1848 996.254 204.288 279.989 1.535 -8.111 0.902 340.000 940.000
1849 10.255 513.420 290.980 9.797 0.508 14.196 380.000 940.000
1850 1.566 9.146 292.598 4.257 0.673 18.543 420.000 940.000
1851 1.616 0.177 292.000 1.414 1.816 1.413 460.000 940.000
1920 864.134 624.160 328.186 36.815 44.883 21.564 20.000 980.000
