<<<<<<< HEAD
75.000000 38.066 11.392 2322.990 2.430 5.000 0.000
95.000000 43.872 8.146 2323.616 0.981 5.000 0.000
115.000000 39.216 6.681 2320.946 0.828 5.000 0.000
135.000000 38.337 7.081 2321.486 0.882 5.000 0.000
155.000000 29.345 8.636 2321.184 1.285 5.000 0.000
=======
75.000000 34.238 10.247 2322.991 2.430 5.000 0.000
95.000000 36.879 6.848 2323.616 0.981 5.000 0.000
115.000000 31.902 5.435 2320.946 0.828 5.000 0.000
135.000000 31.284 5.778 2321.486 0.882 5.000 0.000
155.000000 24.967 7.348 2321.184 1.285 5.000 0.000
>>>>>>> 6dc80c65791d66dcc6dfd8be97cd4af3819534d2
