70.000000 30.029 7.090 1575.575 0.007 -0.007 0.001
80.000000 23.269 30.109 1574.968 4.710 5.676 4.934
90.000000 11.843 4.304 1575.049 0.399 0.785 0.315
100.000000 9.428 5.270 1577.250 0.954 1.571 0.765
110.000000 12.944 4.689 1576.895 0.844 1.890 0.663
120.000000 15.733 5.588 1575.753 0.960 2.212 0.741
130.000000 7.792 2.456 1576.693 0.157 0.386 0.140
140.000000 12.006 5.549 1575.218 1.044 1.356 0.866
150.000000 20.433 15.382 1575.750 1.802 3.285 2.258
160.000000 86.349 979.366 1578.015 0.057 0.124 0.173
