<<<<<<< HEAD
75.000000 2666.189 100.249 2682.662 0.172 4.253 0.159
95.000000 2380.084 68.758 2681.570 0.140 4.622 0.135
115.000000 2538.498 54.586 2680.847 0.097 4.087 0.096
135.000000 2806.081 62.175 2680.363 0.099 4.289 0.095
155.000000 3194.131 86.241 2680.546 0.115 4.059 0.114
=======
70.000000 474.548 78.097 2680.586 0.996 5.116 0.852
80.000000 518.237 37.158 2680.466 0.354 4.879 0.356
90.000000 396.738 28.993 2680.772 0.367 4.958 0.381
100.000000 375.260 26.759 2681.536 0.291 3.893 0.284
110.000000 459.020 26.635 2680.971 0.283 4.489 0.268
120.000000 493.707 26.408 2681.070 0.252 4.527 0.290
130.000000 451.695 25.062 2681.362 0.280 4.832 0.272
140.000000 585.381 34.772 2681.355 0.358 5.691 0.354
150.000000 524.393 42.590 2681.684 0.493 6.463 0.549
160.000000 574.582 55.056 2683.592 0.544 6.356 0.630
>>>>>>> 6dc80c65791d66dcc6dfd8be97cd4af3819534d2
