77 0 1751.00000 1.17436 1683.60000
77 1 1510.00000 1.2 1465.53400
77 2 -20.13600 0.00000 0.00000
78 0 1751.00000 1.17436 1683.60000
78 1 1510.00000 1.2 1465.53400
78 2 -20.13600 0.00000 0.00000
79 0 1751.00000 1.17436 1683.60000
79 1 1510.00000 1.2 1465.53400
79 2 -15.13600 0.00000 0.00000
80 0 1751.00000 1.17436 1683.60000
80 1 1510.00000 1.2 1465.53400
80 2 -10.13600 0.00000 0.00000
81 0 1751.00000 1.17436 1683.60000
81 1 1510.00000 1.2 1465.53400
81 2 -8.13600 0.00000 0.00000
82 0 1751.00000 1.17436 1683.60000
82 1 1510.00000 1.2 1465.53400
82 2 -8.13600 0.00000 0.00000
83 0 1751.00000 1.17436 1683.60000
83 1 1510.00000 1.2 1465.53400
83 2 -6.13600 0.00000 0.00000
84 0 1750.00000 1.12267 1681.74500
84 1 1410.00000 1.14707 1400.14500
84 2 -5.31300 0.00000 0.00000
85 0 1750.00000 1.16377 1684.20100
85 1 1430.00000 1.19528 1398.01400
85 2 -12.00 0.00000 0.00000
86 0 1750.00000 1.13830 1687.84500
86 1 1435.00000 1.21610 1397.44100
86 2 -10.22900 0.00000 0.00000
87 0 1750.00000 1.13374 1686.29900
87 1 1445.00000 1.22050 1400.78300
87 2 0.15600 0.00000 0.00000
88 0 1750.00000 1.12909 1689.79100
88 1 1445.00000 1.22894 1399.68000
88 2 0.41500 0.00000 0.00000
89 0 1750.00000 1.13950 1685.41300
89 1 1420.00000 1.17060 1398.36000
89 2 0.40700 0.00000 0.00000
90 0 1750.00000 1.14837 1695.09500
90 1 1450.00000 1.24132 1406.25700
90 2 -2.07600 0.00000 0.00000
91 0 1750.00000 1.14837 1695.09500
91 1 1450.00000 1.24132 1406.25700
91 2 2.07600 0.00000 0.00000
92 0 1750.00000 1.14837 1695.09500
92 1 1445.00000 1.24132 1406.25700
92 2 10.07600 0.00000 0.00000
93 0 1750.00000 1.14837 1695.09500
93 1 1455.00000 1.24132 1406.25700
93 2 10.07600 0.00000 0.00000
94 0 1750.00000 1.14837 1695.09500
94 1 1450.00000 1.24132 1406.25700
