1600 1.059 3702.873 697.849 5829.352 9.676 3462.334 20.000 820.000
1601 1.949 41.304 671.456 179.021 6.099 310.063 60.000 820.000
1602 4.886 97.462 669.750 33.453 4.237 54.023 100.000 820.000
1603 2.820 13.484 670.141 3.726 0.337 1.847 140.000 820.000
1604 1.380 0.707 646.518 1.414 18.920 1.414 180.000 820.000
1605 52.103 816.634 663.904 1.412 1.131 8.352 220.000 820.000
1606 1.790 21.781 669.621 31.190 2.085 51.960 260.000 820.000
1680 20.961 174.934 678.157 0.143 0.047 0.070 20.000 860.000
1681 12.336 182.192 670.174 0.193 0.054 0.088 60.000 860.000
1682 2.295 43.021 670.001 15.427 0.380 7.115 100.000 860.000
1683 32.121 13.952 670.256 0.912 1.383 0.800 140.000 860.000
1684 125.379 35.900 669.765 0.596 2.457 0.595 180.000 860.000
1685 131.451 36.617 669.628 0.646 2.752 0.608 220.000 860.000
1686 1096.221 4011.630 659.775 13.950 14.844 16.001 260.000 860.000
1687 2.141 29.276 671.999 4.430 4.279 169.784 300.000 860.000
1688 1.567 0.000 670.000 0.000 10.000 0.000 340.000 860.000
1690 1.567 0.000 670.000 0.000 10.000 0.000 420.000 860.000
1760 354.133 273.134 672.038 0.083 0.601 0.056 20.000 900.000
1761 36.308 96.023 671.062 2.616 8.177 9.290 60.000 900.000
1762 1.704 36.687 670.000 26.645 0.432 9.278 100.000 900.000
1763 42.205 17.380 671.159 0.949 2.516 0.738 140.000 900.000
1764 236.643 46.928 670.726 0.455 2.979 0.453 180.000 900.000
1765 309.712 60.124 670.474 0.378 2.854 0.517 220.000 900.000
1766 62.052 17.501 671.870 0.504 1.493 0.520 260.000 900.000
1767 3.151 1.370 670.000 2.874 0.707 0.183 300.000 900.000
1768 -3976.606 0.665 -253.738 1.414 -99.050 1.414 340.000 900.000
1769 2.385 57.740 664.700 511.130 10.071 294.738 380.000 900.000
1770 1.447 25.768 665.216 37.366 2.580 204.480 420.000 900.000
1771 1.165 481.107 655.014 1425.202 9.038 733.343 460.000 900.000
1840 3.202 14.996 670.000 4.918 0.477 1.523 20.000 940.000
1841 13.617 31.780 670.417 3.747 4.084 6.228 60.000 940.000
1842 7.879 0.352 670.000 1.415 0.831 0.261 100.000 940.000
1843 32.448 9.386 670.099 0.460 1.653 0.526 140.000 940.000
1844 112.784 20.674 671.046 0.290 1.606 0.328 180.000 940.000
1845 402.866 44.116 670.386 0.240 2.552 0.238 220.000 940.000
1846 292.469 36.028 670.683 0.279 2.582 0.259 260.000 940.000
1847 90.804 15.195 670.777 0.394 2.429 0.336 300.000 940.000
1848 4.882 16.693 669.977 4.362 3.595 7.960 340.000 940.000
1849 94.318 230.403 668.110 0.191 0.634 0.172 380.000 940.000
1850 2.173 37.080 677.322 178.640 5.283 56.228 420.000 940.000
1851 1.550 29.005 670.007 12.748 1.189 12.075 460.000 940.000
1920 2.848 14.590 670.177 4.034 0.380 2.362 20.000 980.000
1921 2.642 39.417 670.000 19.043 0.326 4.864 60.000 980.000
1922 3.239 5.462 670.000 304.850 0.244 0.410 100.000 980.000
1923 2.588 11.291 670.117 1.286 0.192 1.251 140.000 980.000
1924 131.355 18.054 671.014 0.276 2.133 0.297 180.000 980.000
1925 424.941 37.397 671.022 0.179 2.275 0.192 220.000 980.000
1926 662.322 44.346 670.894 0.147 2.486 0.154 260.000 980.000
1927 399.752 27.299 670.919 0.150 2.218 0.138 300.000 980.000
1928 2.828 7.026 670.000 36.352 0.160 0.358 340.000 980.000
1929 -412.167 17076.039 2325.690 440950.957 3641.294 186708.487 380.000 980.000
1930 0.678 134.266 659.753 3834.603 23.899 3379.529 420.000 980.000
1931 4.649 29.732 670.976 13.166 2.732 17.723 460.000 980.000
2000 3.469 50.301 670.000 26.202 0.337 4.878 20.000 1020.000
2001 3.774 37.201 670.000 16.264 0.393 3.871 60.000 1020.000
2002 2.941 0.351 670.000 1.416 0.323 0.112 100.000 1020.000
2003 2.836 0.347 670.000 1.443 0.161 0.042 140.000 1020.000
2004 156.859 19.055 671.136 0.300 2.756 0.300 180.000 1020.000
2005 476.155 31.145 670.574 0.144 2.315 0.144 220.000 1020.000
2006 1184.155 47.939 670.847 0.089 2.280 0.089 260.000 1020.000
2007 1172.104 46.873 670.916 0.088 2.295 0.088 300.000 1020.000
2008 326.488 25.493 670.906 0.168 2.280 0.174 340.000 1020.000
2009 70.516 31.135 671.304 1.021 3.921 1.126 380.000 1020.000
2010 10.811 7.714 670.637 1.641 2.548 1.498 420.000 1020.000
2011 3.901 93.534 659.717 13.969 1.175 9.805 460.000 1020.000
2012 0.798 4863.524 698.074 5772.947 9.569 4022.563 500.000 1020.000
2080 3.282 8.334 670.014 17.722 0.260 0.649 20.000 1060.000
2081 3.125 23.115 670.001 1.000 0.141 1.042 60.000 1060.000
2082 2.883 9.044 670.081 0.814 0.149 0.619 100.000 1060.000
2083 2.791 8.018 670.042 1.202 0.133 0.405 140.000 1060.000
2084 2.922 5.783 670.033 0.162 0.056 0.144 180.000 1060.000
2085 7.930 9.726 671.011 0.232 0.043 0.052 220.000 1060.000
2086 1243.349 47.643 670.850 0.083 2.323 0.084 260.000 1060.000
2087 2212.627 62.789 670.852 0.064 2.298 0.063 300.000 1060.000
2088 1236.838 47.344 670.871 0.082 2.212 0.079 340.000 1060.000
2089 185.368 23.592 671.215 0.259 2.113 0.291 380.000 1060.000
2090 5203.491 5759.219 669.872 3.461 39.122 12.452 420.000 1060.000
2091 668.224 1471.235 681.179 6.096 10.296 6.352 460.000 1060.000
2092 -1.452 358860.951 715.574 5935588.150 160.478 148.712 500.000 1060.000
2093 1.567 0.000 670.000 0.000 10.000 0.000 540.000 1060.000
2160 3.252 10.359 670.103 0.700 0.168 0.687 20.000 1100.000
2161 2.938 7.425 670.065 0.292 0.094 0.394 60.000 1100.000
2162 2.946 8.485 670.088 0.367 0.116 0.685 100.000 1100.000
2163 2.844 29.760 670.000 7.355 0.126 1.317 140.000 1100.000
2164 2.803 4.893 670.013 0.423 0.056 0.095 180.000 1100.000
2165 349.718 24.156 670.772 0.157 2.333 0.153 220.000 1100.000
2166 1158.452 42.809 670.818 0.083 2.231 0.075 260.000 1100.000
2167 2635.204 66.089 670.836 0.052 2.099 0.048 300.000 1100.000
2168 2849.480 67.554 670.870 0.051 2.214 0.048 340.000 1100.000
2169 1044.872 44.517 671.042 0.091 2.215 0.097 380.000 1100.000
2170 110.298 21.787 670.749 0.317 1.864 0.499 420.000 1100.000
2171 81.111 26.918 676.204 0.915 4.215 1.263 460.000 1100.000
2172 2.559 8.257 666.297 1.265 0.270 6.582 500.000 1100.000
2173 35.375 260.944 653.730 9.318 2.739 4.868 540.000 1100.000
2174 1.567 0.000 670.000 0.000 10.000 0.000 580.000 1100.000
2175 1.059 3702.873 697.849 5829.352 9.676 3462.334 620.000 1100.000
2240 3.766 7.036 670.060 0.047 0.039 0.062 20.000 1140.000
2241 3.177 7.765 670.034 1.119 0.125 0.303 60.000 1140.000
2242 3.003 5.589 670.000 87.566 0.218 0.402 100.000 1140.000
2243 2.744 8.359 670.069 0.591 0.121 0.487 140.000 1140.000
2244 3.101 0.248 670.000 2.280 0.064 0.014 180.000 1140.000
2245 237.414 18.107 670.647 0.146 1.825 0.138 220.000 1140.000
2246 788.243 37.236 670.768 0.102 2.223 0.101 260.000 1140.000
2247 2474.746 63.292 670.874 0.056 2.195 0.052 300.000 1140.000
2248 4253.274 82.707 670.772 0.043 2.211 0.039 340.000 1140.000
2249 2916.997 68.935 670.783 0.051 2.195 0.051 380.000 1140.000
2250 606.031 37.296 670.758 0.124 2.054 0.112 420.000 1140.000
2251 55.750 16.297 669.966 0.512 1.743 0.427 460.000 1140.000
2252 18.026 305.735 669.765 3.624 0.544 4.203 500.000 1140.000
2253 1305.375 3880.458 661.640 86.117 67.032 121.412 540.000 1140.000
2254 280.239 295.297 703.070 49.630 40.493 28.115 580.000 1140.000
2255 2.385 57.740 664.700 511.130 10.071 294.738 620.000 1140.000
2256 0.919 13570.616 792.938 71811.014 38.414 43427.057 660.000 1140.000
2320 3.021 20.266 670.000 2.582 0.131 0.878 20.000 1180.000
2321 2.973 5.769 670.000 24.176 0.120 0.214 60.000 1180.000
2322 5.339 0.352 670.000 1.455 0.213 0.041 100.000 1180.000
2323 3.280 8.554 670.000 5.513 0.141 0.308 140.000 1180.000
2324 3.799 5.675 670.000 11.309 0.077 0.106 180.000 1180.000
2325 203.547 18.640 671.024 0.199 2.217 0.196 220.000 1180.000
2326 519.985 30.641 670.792 0.135 2.345 0.133 260.000 1180.000
2327 1628.717 52.554 670.748 0.070 2.200 0.065 300.000 1180.000
2328 4145.833 80.374 670.758 0.041 2.138 0.040 340.000 1180.000
2329 4919.992 90.561 670.728 0.040 2.196 0.039 380.000 1180.000
2330 2319.935 63.941 670.677 0.059 2.172 0.055 420.000 1180.000
2331 446.931 36.658 670.650 0.172 2.305 0.178 460.000 1180.000
2332 33.854 19.452 669.095 1.207 2.185 0.898 500.000 1180.000
2333 31.864 280.657 664.076 0.301 0.409 0.729 540.000 1180.000
2334 605.956 2320.272 656.448 13.927 12.620 13.920 580.000 1180.000
2335 11.729 369.722 671.744 6.225 1.046 12.708 620.000 1180.000
2336 2.190 25.283 677.840 45.266 2.815 49.901 660.000 1180.000
2400 2.942 8.194 670.081 0.363 0.111 0.579 20.000 1220.000
2401 2.869 6.576 670.043 0.329 0.082 0.237 60.000 1220.000
2402 2.988 10.636 670.103 0.773 0.168 0.768 100.000 1220.000
2403 3.218 9.019 670.069 0.442 0.119 0.386 140.000 1220.000
2404 3.132 17.364 670.000 1.652 0.089 0.494 180.000 1220.000
2405 224.676 18.051 670.604 0.174 2.152 0.157 220.000 1220.000
2406 368.756 23.933 670.494 0.150 2.244 0.143 260.000 1220.000
2407 976.231 40.221 670.836 0.090 2.243 0.093 300.000 1220.000
2408 2950.926 67.321 670.687 0.049 2.111 0.044 340.000 1220.000
2409 5874.215 95.524 670.604 0.036 2.187 0.033 380.000 1220.000
2410 4856.039 89.927 670.614 0.040 2.190 0.038 420.000 1220.000
2411 1723.022 58.033 670.449 0.071 2.150 0.067 460.000 1220.000
2412 298.042 51.307 670.175 0.265 2.429 0.561 500.000 1220.000
2413 0.420 7.512 677.000 0.936 0.028 0.502 540.000 1220.000
2414 17.196 23.712 663.208 1.180 2.246 2.047 580.000 1220.000
2415 699.774 1428.077 661.872 7.392 13.638 8.162 620.000 1220.000
2416 177.610 1072.889 675.985 0.097 0.636 0.432 660.000 1220.000
2417 2.650 294.567 655.461 348.633 3.319 150.506 700.000 1220.000
2418 1.567 0.000 670.000 0.000 10.000 0.000 740.000 1220.000
2480 7.449 19.474 670.000 67.585 0.361 0.903 20.000 1260.000
2481 2.915 23.608 670.000 9.261 0.097 0.724 60.000 1260.000
2482 3.133 3.939 670.000 26.985 0.111 0.137 100.000 1260.000
2483 3.206 6.084 670.000 21.859 0.101 0.179 140.000 1260.000
2484 2.997 2.989 670.000 22.755 0.074 0.074 180.000 1260.000
2485 2.790 4.584 670.000 7.032 0.048 0.072 220.000 1260.000
2486 294.114 21.275 670.670 0.163 2.268 0.156 260.000 1260.000
2487 561.147 29.417 670.584 0.107 2.083 0.103 300.000 1260.000
2488 1726.907 51.061 670.726 0.064 2.124 0.060 340.000 1260.000
2489 4745.679 86.085 670.632 0.039 2.136 0.036 380.000 1260.000
2490 6969.326 104.091 670.535 0.032 2.151 0.030 420.000 1260.000
2491 4400.972 85.455 670.459 0.041 2.132 0.039 460.000 1260.000
2492 1148.751 49.761 670.548 0.086 2.030 0.086 500.000 1260.000
2493 102.907 26.352 670.812 0.562 2.105 0.378 540.000 1260.000
2494 2813.538 16267.110 682.918 75.919 49.725 178.906 580.000 1260.000
2495 86.131 353.589 670.070 0.140 0.423 0.379 620.000 1260.000
2496 2.893 0.353 670.000 1.415 0.547 0.248 660.000 1260.000
2497 591.083 1972.535 672.287 4.452 30.161 35.965 700.000 1260.000
2498 434.822 82.612 659.780 3.716 -24.404 3.568 740.000 1260.000
