70.000000 1629.772 2422.138 1848.133 0.165 1.044 0.600
80.000000 1333.218 151.235 1847.506 0.223 4.051 0.361
90.000000 1460.375 1023.564 1847.978 0.030 1.075 0.308
100.000000 1433.072 1052.142 1847.936 0.046 1.063 0.309
110.000000 1350.905 95.594 1847.127 0.150 3.833 0.225
120.000000 1698.696 916.913 1847.854 0.064 1.046 0.215
130.000000 1302.209 68.737 1846.617 0.123 3.409 0.161
140.000000 1327.488 107.062 1846.038 0.182 3.869 0.256
150.000000 1379.004 98.997 1846.076 0.161 3.596 0.224
160.000000 1493.825 115.814 1846.442 0.191 3.369 0.225
