70.000000 24031.718 389.535 164.869 1.459 87.074 1.541
80.000000 -64591681.688 7710812.241 -13.461 0.251 -3.702 0.048
90.000000 12270.263 166.551 197.749 1.350 87.267 1.252
100.000000 15127.482 307.052 0.452 0.027 0.975 0.013
110.000000 -2504132.544 30.080 -311.596 1.414 5.804 1.414
120.000000 -25887134.321 21.269 -5583.815 1.414 -53.922 1.414
130.000000 10546.963 122.006 210.168 1.290 100.433 1.355
140.000000 10838.840 164.560 211.285 1.606 102.761 1.750
150.000000 13131.120 13.970 200.697 233.162 201.013 230.899
160.000000 10980.841 225.255 182.027 2.090 103.475 2.527
