6093.399 685.732 1634.158 0.339 10.274 0.750
104685.857 1020.119 1640.474 0.042 6.419 0.052
898247.227 1507.225 1642.342 0.008 4.972 0.007
7929.194 511.620 1636.407 0.216 6.751 0.318
