70.000000 162.686 2067.046 2661.887 1.962 0.399 0.706
80.000000 11.747 7.281 2668.234 2.943 4.419 2.217
90.000000 8.631 257.365 2670.056 2.777 0.674 16.803
100.000000 9.475 3.844 2667.620 0.728 1.632 0.579
110.000000 5.705 2.965 2671.657 1.284 2.040 0.723
120.000000 21.338 5.720 2669.577 1.171 4.590 1.440
130.000000 24.291 6.328 2666.768 1.849 7.283 1.441
140.000000 10.244 4.994 2662.815 1.614 2.926 1.642
150.000000 8.078 5.830 2671.416 1.734 2.068 1.152
160.000000 23.793 12.717 2667.954 2.288 4.700 2.265
