<<<<<<< HEAD
75.000000 342.942 29.849 1293.239 0.222 2.429 0.196
95.000000 359.004 20.375 1292.809 0.145 2.453 0.142
115.000000 382.288 17.627 1292.795 0.114 2.348 0.088
135.000000 430.975 19.247 1292.455 0.120 2.581 0.110
155.000000 489.491 27.642 1292.608 0.124 2.093 0.101
=======
75.000000 308.475 26.849 1293.239 0.222 2.429 0.196
95.000000 301.790 17.128 1292.809 0.145 2.453 0.142
115.000000 310.983 14.340 1292.795 0.114 2.348 0.088
135.000000 351.697 15.706 1292.455 0.120 2.581 0.110
155.000000 416.468 23.518 1292.608 0.124 2.093 0.101
>>>>>>> 6dc80c65791d66dcc6dfd8be97cd4af3819534d2
