<<<<<<< HEAD
75.000000 151.109 21.023 849.954 0.282 1.992 0.279
95.000000 134.656 11.791 850.046 0.173 1.846 0.184
115.000000 144.640 12.422 850.210 0.227 2.441 0.300
135.000000 159.689 11.359 850.104 0.153 1.967 0.140
155.000000 177.673 15.712 850.196 0.166 1.626 0.143
=======
75.000000 135.922 18.910 849.954 0.282 1.992 0.279
95.000000 113.198 9.912 850.046 0.173 1.846 0.184
115.000000 117.661 10.105 850.210 0.227 2.441 0.300
135.000000 130.312 9.270 850.104 0.153 1.967 0.140
155.000000 151.166 13.368 850.196 0.166 1.626 0.143
>>>>>>> 6dc80c65791d66dcc6dfd8be97cd4af3819534d2
