<<<<<<< HEAD
75.000000 3215.377 115.453 756.170 0.075 2.113 0.082
95.000000 2975.352 72.861 755.985 0.049 1.963 0.051
115.000000 2583.428 60.219 756.131 0.044 1.867 0.046
135.000000 2333.650 60.526 755.945 0.052 1.979 0.057
155.000000 2188.906 72.634 755.699 0.054 1.561 0.055
=======
70.000000 471.973 82.687 755.736 0.327 2.028 0.320
80.000000 400.151 47.118 755.261 0.232 2.261 0.249
90.000000 521.664 41.975 755.350 0.169 2.300 0.183
100.000000 494.188 35.944 755.730 0.140 2.049 0.146
110.000000 483.145 30.855 755.775 0.123 2.040 0.122
120.000000 446.211 27.646 755.828 0.105 1.806 0.122
130.000000 360.875 25.474 755.862 0.117 1.786 0.137
140.000000 379.356 35.722 755.966 0.149 1.883 0.223
150.000000 381.062 29.630 755.938 0.141 1.767 0.139
160.000000 304.683 40.221 755.790 0.201 1.550 0.255
>>>>>>> 6dc80c65791d66dcc6dfd8be97cd4af3819534d2
