70.000000 1294.348 69.182 1432.021 0.073 0.983 0.057
80.000000 1341.508 1369.479 1431.975 0.041 1.016 0.364
90.000000 1183.490 954.655 1431.908 0.073 1.098 0.385
100.000000 1085.726 931.026 1431.914 0.073 1.096 0.407
110.000000 988.087 124.373 1430.596 0.187 3.598 0.335
120.000000 1399.000 29.951 1431.895 0.026 0.933 0.020
130.000000 841.459 23.578 1431.795 0.034 1.080 0.032
140.000000 865.829 17680.965 1431.834 1.143 1.020 3.445
150.000000 795.447 15666.416 1431.723 1.801 1.056 3.364
160.000000 949.402 3578.461 1431.695 0.933 1.034 1.579
