<<<<<<< HEAD
77.500000 10.106 7.348 1456.997 1.159 2.200 0.000
102.500000 14.640 5.196 1456.864 0.747 2.200 0.000
127.500000 16.168 5.464 1457.839 0.929 2.200 0.000
152.500000 21.510 8.941 1454.107 0.840 2.200 0.000
=======
75.000000 8.078 7.403 1456.106 2.048 2.200 0.000
95.000000 9.884 4.474 1456.341 0.816 2.200 0.000
115.000000 9.718 3.182 1458.164 1.024 2.200 0.000
135.000000 10.621 3.847 1457.099 1.254 2.200 0.000
155.000000 12.963 5.826 1453.848 0.792 2.200 0.000
>>>>>>> 6dc80c65791d66dcc6dfd8be97cd4af3819534d2
