70.000000 1922.444 115.078 291.906 0.101 1.681 0.113
80.000000 1879.903 81.209 291.570 0.078 1.853 0.077
90.000000 2141.227 67.335 291.275 0.055 1.732 0.051
100.000000 1933.826 54.525 291.709 0.046 1.582 0.045
110.000000 1850.684 46.049 291.874 0.040 1.588 0.040
120.000000 1728.604 42.827 291.922 0.038 1.506 0.036
130.000000 1653.068 42.998 291.926 0.045 1.732 0.045
140.000000 1447.993 50.294 291.793 0.057 1.654 0.059
150.000000 1418.307 49.507 291.830 0.053 1.471 0.050
160.000000 1373.109 63.289 291.358 0.071 1.498 0.066
