8210173,1266,70.2487,195.537,7.35421,286.322,50.1687,244.938,4.42338,309.66,62.6672,262.189,11.9614,310.815,81.6042,221.87,-1.56018,330.336,133.492,154.04,-1.56449,309.06,175.478,110.131,7.28311,307.612,178.659,95.9928,2.00458,301.582,208.472,75.841,10.0818,302.699,780,678,0,18
431480,1447,337.256,16.2879,3.51221,330.912,324.031,-1.86501,3.31753,323.881,384.844,16.3188,11.8778,359.691,344.238,3.33748,0.78009,329.808,336.421,10.8586,8.82925,355.62,332.572,10.166,12.9745,350.109,340.744,9.72221,8.61969,348.358,375.825,8.48625,7.19696,373.986,855,779,0,18
173660,1340,292.807,21.6508,-0.152705,337.02,339.376,27.3535,10.5055,334.619,323.997,32.7931,0.52006,315.028,341.022,23.6526,1.82021,343.797,344.876,21.4646,-1.1175,356.996,317.77,11.6183,11.1811,326.137,314.698,22.4616,1.60366,336.049,307.177,16.9725,5.76502,287.424,634,883,0,18
265662,1321,181.528,94.3181,9.31501,327.247,204.806,97.6022,18.7993,366.543,237.147,34.6581,0.791856,304.354,308.059,23.9428,19.7623,322.681,322.697,5.80807,13.1307,314.335,301.591,7.50346,12.1441,305.651,319.434,1.45274,10.0229,288.042,282.55,5.96331,8.71211,217.209,430,575,0,18
3467798,1366,129.618,137.038,17.8602,296.095,49.5785,281.927,10.782,324.752,10.1412,321.87,1.30015,342.837,4.4219,325.477,11.9614,337.199,10.2489,344.192,2.90549,286.812,2.86494,351.21,10.2758,317.201,4.08979,336.031,7.01603,292.555,9.79397,272.801,20.537,207.862,397,630,0,18
3282224,1282,23.0018,268.65,7.48254,285.406,26.2648,325.133,21.564,307.919,26.263,315.964,5.46063,322.612,22.3775,287.169,6.50075,326.377,27.4159,326.01,11.8454,297.821,38.1992,267.22,8.71921,313.279,27.1218,276.58,4.81099,286.606,33.8886,193.349,3.45901,184.782,320,631,0,18
1422258,1364,321.403,14.7328,14.2016,344.961,376.265,23.9343,-1.65877,355.224,344.54,4.50711,5.98069,341.433,337.27,6.23964,-0.78009,320.042,289.532,31.3131,2.23499,369.61,215.825,97.5449,-0.307737,365.583,157.134,173.323,3.00687,334.408,118.011,227.064,-0.89678,338.342,837,807,0,18
897336,1355,311.457,12.5711,19.9614,337.631,341.442,23.0018,-0.829383,309.951,335.959,11.6563,24.8115,300.421,344.238,1.01576,49.4057,277.282,330.271,13.1313,131.08,221.597,325.887,20.0899,246.1,68.9758,314.483,3.68773,242.153,19.2849,195.772,3.21101,135.295,7.10184,145,623,0,18
2228997,1317,340.053,26.5114,20.862,337.325,337.016,16.7851,-1.38231,335.49,361.962,20.6705,26.003,347.051,354.69,2.46684,2.86033,369.929,349.232,8.58585,-1.34099,348.968,338.063,14.7649,21.2782,349.673,360.978,9.27521,6.01374,365.181,372.278,-1.35835,15.8072,354.62,975,854,0,18
2614035,1396,391.652,10.2273,15.1178,330.912,339.081,3.73002,15.7583,363.931,323.217,8.8588,-2.11162,341.995,361.926,4.78856,6.76078,328.752,360.506,15.1515,4.30143,373.28,329.707,4.84094,8.19988,370.159,344.188,4.58173,1.40321,362.924,363.185,0.917432,3.40909,370.77,940,765,0,18
1398917,1283,263.588,23.7731,5.65008,308.617,304.849,7.77087,7.18799,294.569,288.633,15.0755,5.54299,297.612,332.715,6.82008,1.30015,316.346,307.468,10.8586,3.16947,319.904,322.306,11.8603,4.25564,294.754,289.514,11.0632,3.40779,290.914,302.818,7.33946,6.34779,282.6,670,613,0,18
142697,1325,381.705,10.8286,11.2564,398.407,367.707,8.39254,14.6524,379.022,357.281,5.75045,-0.26003,355.197,379.345,13.2048,0.78009,304.469,313.361,5.0505,11.3984,354.014,302.729,50.3458,5.43669,367.762,188.776,155.22,3.20733,355.744,57.3647,279.819,5.84993,357.37,786,817,0,18
1644611,1303,324.201,4.60526,4.95284,293.957,349.115,15.8526,1.10584,312.563,313.856,15.6972,1.58371,343.68,328.695,10.3027,15.3418,344.061,321.304,-0.757575,8.15008,310.143,320.157,4.1148,3.01008,315.894,312.546,13.2982,-6.02915e-14,281.066,292.42,15.367,8.09032,264.912,534,635,0,18
